time,Houston,pts.away,score,pts.home,Dallas
7:51.0,J. Harden enters the game for D. Howard,,85-91,,
7:37.0,P. Prigioni makes 3-pt shot from 23 ft (assist by J. Harden),3,88-91,,
7:19.0,,,88-94,3,A. Aminu makes 3-pt shot from 23 ft (assist by R. Jefferson)
7:06.0,,,88-94,,Personal foul by M. Ellis (drawn by P. Prigioni)
6:57.0,,,88-94,,Personal foul by R. Rondo (drawn by J. Harden)
6:57.0,J. Terry enters the game for P. Prigioni,,88-94,,
6:50.0,,,88-94,,Personal foul by R. Jefferson (drawn by C. Brewer)
6:44.0,,,88-94,,Personal foul by R. Rondo (drawn by J. Harden)
6:40.0,J. Smith makes 3-pt shot from 24 ft (assist by C. Brewer),3,91-94,,
6:21.0,,,91-94,,M. Ellis misses 2-pt shot from 21 ft
6:20.0,,,91-94,,Offensive rebound by A. Aminu
6:18.0,,,91-94,,T. Chandler misses 2-pt shot from 2 ft
6:17.0,Defensive rebound by J. Terry,,91-94,,
5:55.0,T. Jones misses 2-pt shot from 11 ft,,91-94,,
5:54.0,,,91-94,,Defensive rebound by A. Aminu
5:43.0,,,91-94,,M. Ellis misses 2-pt shot from 16 ft
5:42.0,Defensive rebound by J. Smith,,91-94,,
5:42.0,,,91-94,,Personal foul by A. Aminu (drawn by C. Brewer)
5:42.0,C. Brewer makes free throw 1 of 2,1,92-94,,
5:42.0,T. Ariza enters the game for T. Jones,,92-94,,
5:42.0,,,92-94,,D. Harris enters the game for R. Rondo
5:42.0,,,92-94,,D. Nowitzki enters the game for A. Aminu
5:42.0,C. Brewer makes free throw 2 of 2,1,93-94,,
5:29.0,Shooting block foul by T. Ariza (drawn by M. Ellis),,93-94,,
5:29.0,,,93-95,1,M. Ellis makes free throw 1 of 2
5:29.0,,,93-95,,M. Ellis misses free throw 2 of 2
5:28.0,Defensive rebound by J. Terry,,93-95,,
5:08.0,C. Brewer makes 2-pt shot from 14 ft (assist by T. Ariza),2,95-95,,
4:58.0,,,95-95,,D. Harris misses 3-pt shot from 25 ft
4:56.0,Defensive rebound by C. Brewer,,95-95,,
4:50.0,Offensive charge foul by J. Harden,,95-95,,
4:50.0,Turnover by J. Harden (offensive foul),,95-95,,
4:28.0,,,95-95,,M. Ellis misses 2-pt shot from 19 ft
4:27.0,Defensive rebound by Team,,95-95,,
4:07.0,J. Terry makes 3-pt shot from 22 ft (assist by T. Ariza),3,98-95,,
4:05.0,,,98-95,,Dallas full timeout
4:05.0,,,98-95,,A. Stoudemire enters the game for T. Chandler
3:48.0,Personal foul by J. Terry (drawn by D. Nowitzki),,98-95,,
3:48.0,,,98-96,1,D. Nowitzki makes free throw 1 of 2
3:48.0,,,98-96,,A. Aminu enters the game for A. Stoudemire
3:48.0,,,98-97,1,D. Nowitzki makes free throw 2 of 2
3:34.0,J. Harden makes 2-pt shot at rim,2,100-97,,
3:15.0,,,100-97,,Turnover by M. Ellis (lost ball; steal by J. Smith)
3:07.0,J. Smith misses 3-pt shot from 24 ft,,100-97,,
3:06.0,,,100-97,,Defensive rebound by A. Aminu
2:46.0,,,100-97,,R. Jefferson misses 2-pt shot from 5 ft (block by J. Smith)
2:45.0,Defensive rebound by J. Smith,,100-97,,
2:44.0,,,100-97,,Personal foul by R. Jefferson (drawn by J. Harden)
2:44.0,J. Harden makes free throw 1 of 2,1,101-97,,
2:44.0,,,101-97,,J. Barea enters the game for R. Jefferson
2:44.0,J. Harden makes free throw 2 of 2,1,102-97,,
2:40.0,,,102-97,,Offensive foul by D. Harris
2:40.0,,,102-97,,Turnover by D. Harris (offensive foul)
2:40.0,,,102-97,,R. Rondo enters the game for D. Harris
2:11.0,Turnover by Team (shot clock),,102-97,,
1:55.0,,,102-97,,M. Ellis misses 3-pt shot from 24 ft
1:54.0,Defensive rebound by J. Harden,,102-97,,
1:30.0,Turnover by Team (shot clock),,102-97,,
1:30.0,,,102-97,,D. Harris enters the game for A. Aminu
1:17.0,,,102-99,2,D. Nowitzki makes 2-pt shot from 4 ft
1:02.0,C. Brewer misses 2-pt shot from 16 ft,,102-99,,
1:01.0,Offensive rebound by J. Smith,,102-99,,
0:42.0,J. Smith misses 2-pt shot from 3 ft,,102-99,,
0:41.0,,,102-99,,Defensive rebound by D. Nowitzki
0:29.0,,,102-99,,M. Ellis misses 3-pt shot from 24 ft
0:28.0,Defensive rebound by J. Smith,,102-99,,
0:24.0,Shooting foul by D. Harris (drawn by T. Ariza),,102-99,,
0:24.0,T. Ariza makes free throw 1 of 2,1,103-99,,
0:24.0,T. Ariza makes free throw 2 of 2,1,104-99,,
0:24.0,,,104-99,,Dallas full timeout
0:24.0,,,104-99,,C. Villanueva enters the game for R. Rondo
0:20.0,,,104-101,2,M. Ellis makes 2-pt shot at rim
0:18.0,,,104-101,,Personal take foul by M. Ellis (drawn by J. Harden)
0:18.0,J. Harden makes free throw 1 of 2,1,105-101,,
0:18.0,J. Harden makes free throw 2 of 2,1,106-101,,
0:11.0,,,106-101,,J. Barea misses 2-pt shot from 1 ft
0:10.0,Defensive rebound by J. Smith,,106-101,,
0:10.0,,,106-101,,Personal take foul by D. Harris (drawn by J. Smith)
0:10.0,,,106-101,,R. Rondo enters the game for D. Harris
0:10.0,J. Smith makes free throw 1 of 2,1,107-101,,
0:10.0,J. Smith makes free throw 2 of 2,1,108-101,,
0:01.0,,,108-101,,M. Ellis misses 3-pt shot from 24 ft
0:00.0,Defensive rebound by J. Smith,,108-101,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
