time,Oklahoma City,pts.away,score,pts.home,Sacramento
8:46.0,Defensive rebound by Team,,61-81,,
8:46.0,Official timeout,,61-81,,
8:46.0,R. Westbrook enters the game for D. Waiters,,61-81,,
8:46.0,,,61-81,,R. Gay enters the game for B. McLemore
8:37.0,R. Jackson makes 2-pt shot from 10 ft,2,63-81,,
8:20.0,,,63-81,,Turnover by D. Cousins (bad pass)
8:11.0,R. Jackson makes 2-pt shot from 19 ft,2,65-81,,
7:53.0,,,65-83,2,D. Cousins makes 2-pt shot from 2 ft
7:43.0,Turnover by R. Jackson (lost ball; steal by R. McCallum),,65-83,,
7:39.0,,,65-83,,Shooting foul by R. Westbrook (drawn by R. Gay)
7:39.0,,,65-84,1,R. Gay makes free throw 1 of 2
7:39.0,,,65-85,1,R. Gay makes free throw 2 of 2
7:32.0,A. Morrow misses 3-pt shot from 24 ft,,65-85,,
7:31.0,Offensive rebound by S. Ibaka,,65-85,,
7:29.0,Shooting foul by R. McCallum (drawn by R. Westbrook),,65-85,,
7:29.0,R. Westbrook makes free throw 1 of 3,1,66-85,,
7:29.0,R. Westbrook makes free throw 2 of 3,1,67-85,,
7:29.0,R. Westbrook makes free throw 3 of 3,1,68-85,,
7:10.0,,,68-87,2,C. Landry makes 2-pt shot from 17 ft (assist by D. Cousins)
7:00.0,R. Westbrook misses 3-pt shot from 25 ft,,68-87,,
6:59.0,,,68-87,,Defensive rebound by D. Cousins
6:45.0,,,68-87,,D. Cousins misses 2-pt shot from 2 ft (block by S. Ibaka)
6:45.0,,,68-87,,Offensive rebound by Team
6:45.0,,,68-87,,D. Collison enters the game for C. Landry
6:45.0,K. Durant enters the game for K. Perkins,,68-87,,
6:43.0,,,68-87,,Turnover by D. Cousins (lost ball)
6:43.0,Jump ball: D. Cousins vs. R. Jackson (A. Morrow gains possession),,,,Jump ball: D. Cousins vs. R. Jackson (A. Morrow gains possession)
6:36.0,R. Jackson makes 2-pt shot from 2 ft (assist by R. Westbrook),2,70-87,,
6:13.0,,,70-90,3,R. Gay makes 3-pt shot from 24 ft (assist by D. Cousins)
5:55.0,S. Ibaka makes 2-pt shot at rim (assist by R. Jackson),2,72-90,,
5:33.0,,,72-92,2,R. McCallum makes 2-pt shot from 2 ft (assist by D. Cousins)
5:18.0,A. Morrow makes 3-pt shot from 24 ft (assist by R. Westbrook),3,75-92,,
5:00.0,,,75-95,3,D. Williams makes 3-pt shot from 24 ft (assist by R. McCallum)
4:46.0,R. Westbrook misses 2-pt shot from 2 ft (block by D. Cousins),,75-95,,
4:44.0,,,75-95,,Defensive rebound by R. McCallum
4:36.0,,,75-95,,Offensive charge foul by R. Gay
4:36.0,,,75-95,,Turnover by R. Gay (offensive foul)
4:36.0,,,75-95,,Sacramento full timeout
4:27.0,K. Durant misses 2-pt shot from 4 ft,,75-95,,
4:26.0,Offensive rebound by S. Ibaka,,75-95,,
4:26.0,S. Ibaka misses 2-pt shot from 2 ft,,75-95,,
4:25.0,,,75-95,,Defensive rebound by D. Cousins
4:03.0,,,75-95,,D. Williams misses 2-pt shot from 19 ft
4:02.0,Defensive rebound by K. Durant,,75-95,,
4:01.0,,,75-95,,Personal foul by D. Collison (drawn by K. Durant)
4:01.0,,,75-95,,B. McLemore enters the game for D. Williams
3:53.0,,,75-95,,Shooting block foul by D. Cousins (drawn by K. Durant)
3:53.0,K. Durant makes free throw 1 of 2,1,76-95,,
3:53.0,K. Durant misses free throw 2 of 2,,76-95,,
3:53.0,Offensive rebound by R. Jackson,,76-95,,
3:45.0,R. Westbrook misses 3-pt shot from 24 ft,,76-95,,
3:45.0,,,76-95,,Defensive rebound by Team
3:45.0,P. Jones enters the game for K. Durant,,76-95,,
3:45.0,Oklahoma City full timeout,,76-95,,
3:45.0,D. Waiters enters the game for R. Westbrook,,76-95,,
3:45.0,J. Lamb enters the game for A. Morrow,,76-95,,
3:45.0,N. Collison enters the game for R. Jackson,,76-95,,
3:45.0,I. Smith enters the game for S. Ibaka,,76-95,,
3:28.0,,,76-97,2,D. Cousins makes 2-pt shot at rim (assist by R. Gay)
3:02.0,N. Collison misses 2-pt shot from 20 ft,,76-97,,
3:01.0,,,76-97,,Defensive rebound by R. Gay
2:46.0,,,76-100,3,R. Gay makes 3-pt shot from 24 ft (assist by D. Collison)
2:33.0,Turnover by I. Smith (lost ball; steal by D. Collison),,76-100,,
2:28.0,,,76-100,,R. McCallum misses 2-pt shot from 4 ft
2:26.0,Defensive rebound by N. Collison,,76-100,,
2:24.0,,,76-100,,Personal take foul by B. McLemore (drawn by I. Smith)
2:24.0,,,76-100,,N. Stauskas enters the game for R. Gay
2:24.0,,,76-100,,D. Williams enters the game for D. Cousins
2:24.0,,,76-100,,R. Hollins enters the game for D. Collison
2:24.0,D. Waiters makes free throw 1 of 2,1,77-100,,
2:24.0,D. Waiters makes free throw 2 of 2,1,78-100,,
2:06.0,,,78-100,,Turnover by B. McLemore (palming)
1:56.0,D. Waiters misses 2-pt shot from 2 ft,,78-100,,
1:55.0,Offensive rebound by N. Collison,,78-100,,
1:51.0,Turnover by N. Collison (bad pass; steal by B. McLemore),,78-100,,
1:46.0,,,78-102,2,B. McLemore makes 2-pt shot from 1 ft
1:34.0,D. Waiters misses 3-pt shot from 23 ft,,78-102,,
1:34.0,,,78-102,,Defensive rebound by D. Williams
1:19.0,,,78-102,,D. Williams misses 3-pt shot from 25 ft
1:18.0,Defensive rebound by Team,,78-102,,
1:03.0,N. Collison misses 2-pt shot from 8 ft,,78-102,,
1:03.0,,,78-102,,Defensive rebound by R. McCallum
0:59.0,,,78-104,2,B. McLemore makes 2-pt shot at rim (assist by R. McCallum)
0:50.0,J. Lamb makes 3-pt shot from 26 ft,3,81-104,,
0:35.0,,,81-104,,N. Stauskas misses 2-pt shot from 6 ft (block by D. Waiters)
0:35.0,,,81-104,,Offensive rebound by Team
0:30.0,,,81-104,,R. McCallum misses 2-pt shot from 5 ft (block by I. Smith)
0:29.0,,,81-104,,Offensive rebound by Team
0:27.0,,,81-104,,R. McCallum misses 2-pt shot from 15 ft
0:26.0,Defensive rebound by I. Smith,,81-104,,
0:20.0,,,81-104,,Shooting block foul by R. Hollins (drawn by N. Collison)
0:20.0,N. Collison makes free throw 1 of 2,1,82-104,,
0:20.0,N. Collison makes free throw 2 of 2,1,83-104,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
