time,Houston,pts.away,score,pts.home,New Orleans
3:08.0,Defensive rebound by J. Dorsey,,76-107,,
2:55.0,N. Johnson misses 2-pt shot from 7 ft,,76-107,,
2:53.0,,,76-107,,Defensive rebound by J. Withey
2:44.0,,,76-107,,R. Smith misses 2-pt shot from 3 ft
2:42.0,Defensive rebound by J. Dorsey,,76-107,,
2:36.0,N. Johnson makes 2-pt shot at rim (assist by J. Smith),2,78-107,,
2:23.0,,,78-107,,Turnover by J. Fredette (bad pass; steal by J. Dorsey)
2:19.0,N. Johnson makes 2-pt shot from 1 ft (assist by J. Smith),2,80-107,,
2:04.0,,,80-109,2,J. Fredette makes 2-pt shot from 1 ft (assist by R. Smith)
1:44.0,I. Canaan misses 3-pt shot from 27 ft,,80-109,,
1:42.0,,,80-109,,Defensive rebound by A. Ajinca
1:32.0,,,80-111,2,A. Ajinca makes 2-pt shot at rim (assist by R. Smith)
1:22.0,I. Canaan makes 3-pt shot from 26 ft (assist by N. Johnson),3,83-111,,
0:58.0,,,83-111,,J. Fredette misses 3-pt shot from 25 ft
0:58.0,,,83-111,,Offensive rebound by Team
0:58.0,,,83-111,,Turnover by Team (shot clock)
0:58.0,Houston full timeout,,83-111,,
0:48.0,N. Johnson misses 2-pt shot from 2 ft,,83-111,,
0:47.0,,,83-111,,Defensive rebound by A. Ajinca
0:30.0,,,83-111,,J. Fredette misses 3-pt shot from 26 ft
0:28.0,Defensive rebound by I. Canaan,,83-111,,
0:21.0,Turnover by J. Smith (bad pass; steal by D. Cunningham),,83-111,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
