time,Brooklyn,pts.away,score,pts.home,Atlanta
3:37.0,Personal foul by A. Anderson (drawn by K. Korver),,96-106,,
3:25.0,,,96-106,,K. Korver misses 3-pt shot from 25 ft
3:24.0,Defensive rebound by J. Jack,,96-106,,
3:17.0,J. Jack makes 2-pt shot from 20 ft,2,98-106,,
3:01.0,,,98-106,,A. Horford misses 2-pt shot from 19 ft
2:59.0,Defensive rebound by J. Jack,,98-106,,
2:52.0,A. Anderson misses 3-pt shot from 25 ft,,98-106,,
2:49.0,,,98-106,,Defensive rebound by A. Horford
2:36.0,,,98-109,3,P. Millsap makes 3-pt shot from 22 ft (assist by A. Horford)
2:33.0,Brooklyn full timeout,,98-109,,
2:15.0,J. Johnson makes 2-pt shot from 3 ft,2,100-109,,
1:56.0,,,100-111,2,A. Horford makes 2-pt shot from 20 ft (assist by J. Teague)
1:45.0,J. Johnson misses 2-pt shot from 13 ft,,100-111,,
1:44.0,,,100-111,,Defensive rebound by A. Horford
1:28.0,,,100-113,2,J. Teague makes 2-pt shot from 1 ft
1:17.0,M. Plumlee makes 2-pt shot from 3 ft (assist by J. Jack),2,102-113,,
1:00.0,,,102-113,,J. Teague misses 3-pt shot from 24 ft
0:58.0,,,102-113,,Offensive rebound by A. Horford
0:39.0,,,102-113,,J. Teague misses 2-pt shot from 1 ft
0:38.0,Defensive rebound by J. Johnson,,102-113,,
0:31.0,J. Johnson misses 3-pt shot from 25 ft,,102-113,,
0:30.0,,,102-113,,Defensive rebound by A. Horford
0:08.0,,,102-113,,J. Teague misses 2-pt shot from 1 ft (block by B. Lopez)
0:08.0,,,102-113,,Offensive rebound by Team
0:06.0,,,102-113,,P. Millsap misses 2-pt shot from 19 ft (block by M. Plumlee)
0:06.0,,,102-113,,Offensive rebound by Team
0:06.0,,,102-113,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
