time,Atlanta,pts.away,score,pts.home,New York
0:34.0,T. Sefolosha enters the game for K. Korver,,82-76,,
0:34.0,A. Horford makes free throw 2 of 2,1,83-76,,
0:34.0,,,83-76,,New York full timeout
0:29.0,,,83-76,,C. Anthony misses 3-pt shot from 25 ft
0:28.0,,,83-76,,Offensive rebound by T. Hardaway
0:26.0,,,83-78,2,T. Hardaway makes 2-pt shot at rim
0:25.0,,,83-78,,Personal take foul by T. Hardaway (drawn by D. Schroder)
0:25.0,D. Schroder makes free throw 1 of 2,1,84-78,,
0:25.0,D. Schroder makes free throw 2 of 2,1,85-78,,
0:18.0,,,85-80,2,I. Shumpert makes 2-pt shot from 12 ft
0:18.0,Atlanta full timeout,,85-80,,
0:18.0,,,85-80,,C. Early enters the game for A. Stoudemire
0:18.0,K. Korver enters the game for A. Horford,,85-80,,
0:18.0,P. Antic enters the game for T. Sefolosha,,85-80,,
0:16.0,,,85-80,,Personal take foul by I. Shumpert (drawn by D. Schroder)
0:16.0,D. Schroder makes free throw 1 of 2,1,86-80,,
0:16.0,T. Sefolosha enters the game for K. Korver,,86-80,,
0:16.0,A. Horford enters the game for P. Antic,,86-80,,
0:16.0,,,86-80,,A. Stoudemire enters the game for J. Smith
0:16.0,,,86-80,,J. Smith enters the game for T. Hardaway
0:16.0,D. Schroder makes free throw 2 of 2,1,87-80,,
0:16.0,,,87-80,,New York full timeout
0:16.0,,,87-80,,T. Hardaway enters the game for J. Smith
0:16.0,,,87-80,,J. Smith enters the game for C. Early
0:12.0,,,87-83,3,J. Smith makes 3-pt shot from 25 ft (assist by I. Shumpert)
0:12.0,Atlanta full timeout,,87-83,,
0:12.0,K. Korver enters the game for D. Carroll,,87-83,,
0:12.0,P. Antic enters the game for T. Sefolosha,,87-83,,
0:12.0,,,87-83,,C. Early enters the game for T. Hardaway
0:11.0,,,87-83,,Personal foul by J. Smith (drawn by K. Korver)
0:11.0,K. Korver makes free throw 1 of 2,1,88-83,,
0:11.0,D. Carroll enters the game for P. Antic,,88-83,,
0:11.0,T. Sefolosha enters the game for D. Carroll,,88-83,,
0:11.0,,,88-83,,T. Hardaway enters the game for C. Early
0:11.0,K. Korver makes free throw 2 of 2,1,89-83,,
0:03.0,,,89-85,2,C. Anthony makes 2-pt shot from 12 ft (assist by I. Shumpert)
0:03.0,,,89-85,,Personal take foul by A. Stoudemire (drawn by K. Korver)
0:03.0,,,89-85,,J. Smith enters the game for A. Stoudemire
0:03.0,K. Korver makes free throw 1 of 2,1,90-85,,
0:03.0,K. Korver makes free throw 2 of 2,1,91-85,,
0:01.0,,,91-85,,J. Smith misses 3-pt shot from 31 ft
0:00.0,,,91-85,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
