time,Boston,pts.away,score,pts.home,Washington
1:57.0,M. Smart makes free throw 2 of 2,1,78-97,,
1:38.0,,,78-97,,D. Gooden misses 2-pt shot from 21 ft
1:37.0,Defensive rebound by J. Crowder,,78-97,,
1:31.0,J. Crowder makes 3-pt shot from 27 ft (assist by E. Turner),3,81-97,,
1:26.0,,,81-97,,Turnover by G. Temple (lost ball; steal by J. Crowder)
1:23.0,J. Crowder makes 2-pt shot from 1 ft,2,83-97,,
1:23.0,Shooting foul by G. Temple (drawn by J. Crowder),,83-97,,
1:23.0,J. Crowder makes free throw 1 of 1,1,84-97,,
1:09.0,,,84-99,2,D. Blair makes 2-pt shot at rim
0:55.0,K. Olynyk misses 2-pt shot from 20 ft,,84-99,,
0:54.0,,,84-99,,Defensive rebound by G. Temple
0:38.0,,,84-101,2,O. Porter makes 2-pt shot from 18 ft (assist by D. Gooden)
0:32.0,E. Turner makes 2-pt shot from 15 ft,2,86-101,,
0:15.0,,,86-101,,D. Blair misses 2-pt shot from 14 ft
0:14.0,Defensive rebound by E. Turner,,86-101,,
0:11.0,K. Olynyk makes 2-pt shot at rim (assist by E. Turner),2,88-101,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
