time,New York,pts.away,score,pts.home,Indiana
1:24.0,A. Bargnani makes 3-pt shot from 26 ft (assist by S. Larkin),3,82-102,,
1:18.0,Personal foul by A. Bargnani (drawn by S. Whittington),,82-102,,
1:18.0,,,82-103,1,S. Whittington makes free throw 1 of 2
1:18.0,,,82-104,1,S. Whittington makes free throw 2 of 2
1:04.0,S. Larkin misses 3-pt shot from 26 ft,,82-104,,
1:03.0,,,82-104,,Defensive rebound by C. Copeland
0:57.0,,,82-104,,Shooting foul by C. Aldrich (drawn by S. Whittington)
0:57.0,,,82-105,1,S. Whittington makes free throw 1 of 2
0:57.0,,,82-105,,S. Whittington misses free throw 2 of 2
0:57.0,Defensive rebound by C. Aldrich,,82-105,,
0:43.0,S. Larkin misses 2-pt shot from 7 ft (block by L. Allen),,82-105,,
0:42.0,,,82-105,,Defensive rebound by L. Allen
0:36.0,,,82-105,,C. Copeland misses 3-pt shot from 26 ft
0:33.0,,,82-105,,Offensive rebound by Team
0:09.0,,,82-105,,Offensive charge foul by S. Whittington
0:09.0,,,82-105,,Turnover by S. Whittington (offensive foul)
0:00.0,A. Bargnani misses 3-pt shot from 29 ft,,82-105,,
0:00.0,Offensive rebound by C. Aldrich,,82-105,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
