time,Toronto,pts.away,score,pts.home,Miami
4:51.0,Toronto full timeout,,93-98,,
4:51.0,K. Lowry enters the game for L. Williams,,93-98,,
4:42.0,D. DeRozan misses 2-pt shot from 2 ft (block by L. Deng),,93-98,,
4:41.0,,,93-98,,Defensive rebound by M. Chalmers
4:29.0,,,93-101,3,S. Williams makes 3-pt shot from 23 ft (assist by L. Deng)
4:05.0,G. Vasquez misses 3-pt shot from 25 ft,,93-101,,
4:04.0,,,93-101,,Defensive rebound by C. Bosh
3:47.0,,,93-101,,Turnover by D. Wade (lost ball; steal by G. Vasquez)
3:45.0,,,93-101,,Personal foul by M. Chalmers (drawn by K. Lowry)
3:38.0,D. DeRozan makes 2-pt shot from 15 ft (assist by G. Vasquez),2,95-101,,
3:22.0,Personal foul by K. Lowry (drawn by L. Deng),,95-101,,
3:22.0,,,95-101,,L. Deng misses free throw 1 of 2
3:22.0,,,95-101,,Offensive rebound by Team
3:22.0,,,95-102,1,L. Deng makes free throw 2 of 2
3:12.0,Turnover by K. Lowry (lost ball; steal by S. Williams),,95-102,,
2:56.0,,,95-102,,L. Deng misses 3-pt shot from 25 ft
2:55.0,Defensive rebound by G. Vasquez,,95-102,,
2:51.0,Turnover by G. Vasquez (bad pass),,95-102,,
2:51.0,Official timeout,,95-102,,
2:51.0,,,95-102,,N. Cole enters the game for M. Chalmers
2:51.0,J. Valanciunas enters the game for T. Hansbrough,,95-102,,
2:32.0,,,95-102,,C. Bosh misses 2-pt shot from 14 ft
2:31.0,Defensive rebound by J. Valanciunas,,95-102,,
2:12.0,J. Valanciunas misses 2-pt shot from 3 ft,,95-102,,
2:11.0,,,95-102,,Defensive rebound by C. Bosh
1:56.0,,,95-102,,Shooting foul by J. Valanciunas (drawn by C. Bosh)
1:56.0,,,95-102,,C. Bosh misses free throw 1 of 2
1:56.0,,,95-102,,Offensive rebound by Team
1:56.0,,,95-103,1,C. Bosh makes free throw 2 of 2
1:49.0,Shooting foul by N. Cole (drawn by K. Lowry),,95-103,,
1:49.0,K. Lowry misses free throw 1 of 3,,95-103,,
1:49.0,Offensive rebound by Team,,95-103,,
1:49.0,K. Lowry makes free throw 2 of 3,1,96-103,,
1:49.0,K. Lowry misses free throw 3 of 3,,96-103,,
1:48.0,,,96-103,,Defensive rebound by C. Bosh
1:33.0,,,96-103,,Shooting foul by G. Vasquez (drawn by D. Wade)
1:33.0,,,96-103,,D. Wade misses free throw 1 of 2
1:33.0,,,96-103,,Offensive rebound by Team
1:33.0,,,96-104,1,D. Wade makes free throw 2 of 2
1:23.0,D. DeRozan makes 2-pt shot from 19 ft,2,98-104,,
1:04.0,,,98-104,,S. Williams misses 3-pt shot from 24 ft
1:03.0,,,98-104,,Offensive rebound by C. Bosh
0:49.0,,,98-104,,Shooting foul by J. Johnson (drawn by D. Wade)
0:49.0,,,98-104,,D. Wade misses free throw 1 of 2
0:49.0,,,98-104,,Offensive rebound by Team
0:49.0,L. Williams enters the game for J. Johnson,,98-104,,
0:49.0,,,98-104,,M. Chalmers enters the game for S. Williams
0:49.0,,,98-105,1,D. Wade makes free throw 2 of 2
0:39.0,D. DeRozan misses 2-pt shot from 19 ft,,98-105,,
0:38.0,Offensive rebound by Team,,98-105,,
0:38.0,,,98-105,,Loose ball foul by M. Chalmers (drawn by K. Lowry)
0:38.0,K. Lowry makes free throw 1 of 2,1,99-105,,
0:38.0,T. Hansbrough enters the game for J. Valanciunas,,99-105,,
0:38.0,J. Johnson enters the game for L. Williams,,99-105,,
0:38.0,K. Lowry makes free throw 2 of 2,1,100-105,,
0:31.0,,,100-105,,Miami full timeout
0:31.0,,,100-105,,Miami full timeout
0:31.0,,,100-105,,S. Napier enters the game for M. Chalmers
0:25.0,Personal foul by G. Vasquez (drawn by C. Bosh),,100-105,,
0:25.0,J. Valanciunas enters the game for G. Vasquez,,100-105,,
0:25.0,,,100-105,,C. Bosh misses free throw 1 of 2
0:25.0,,,100-105,,Offensive rebound by Team
0:25.0,,,100-106,1,C. Bosh makes free throw 2 of 2
0:25.0,Toronto full timeout,,100-106,,
0:25.0,T. Ross enters the game for T. Hansbrough,,100-106,,
0:25.0,L. Williams enters the game for J. Johnson,,100-106,,
0:21.0,K. Lowry makes 2-pt shot from 8 ft,2,102-106,,
0:17.0,Personal foul by T. Ross (drawn by L. Deng),,102-106,,
0:17.0,,,102-106,,L. Deng misses free throw 1 of 2
0:17.0,,,102-106,,Offensive rebound by Team
0:17.0,T. Hansbrough enters the game for T. Ross,,102-106,,
0:17.0,J. Johnson enters the game for L. Williams,,102-106,,
0:17.0,,,102-107,1,L. Deng makes free throw 2 of 2
0:17.0,Toronto full timeout,,102-107,,
0:17.0,L. Williams enters the game for T. Hansbrough,,102-107,,
0:17.0,T. Ross enters the game for J. Johnson,,102-107,,
0:12.0,L. Williams misses 3-pt shot from 25 ft,,102-107,,
0:11.0,Offensive rebound by Team,,102-107,,
0:03.0,T. Ross misses 3-pt shot from 25 ft,,102-107,,
0:02.0,,,102-107,,Defensive rebound by L. Deng
0:00.0,End of 4th quarter,,,,End of 4th quarter
