time,Atlanta,pts.away,score,pts.home,Milwaukee
3:14.0,,,90-80,,O. Mayo misses 3-pt shot from 23 ft
3:14.0,Defensive rebound by Team,,90-80,,
2:56.0,D. Carroll makes 3-pt shot from 24 ft (assist by A. Horford),3,93-80,,
2:40.0,,,93-80,,M. Plumlee misses 2-pt shot from 6 ft
2:39.0,Defensive rebound by A. Horford,,93-80,,
2:19.0,A. Horford makes 2-pt shot from 3 ft,2,95-80,,
2:07.0,,,95-80,,J. Bayless misses 2-pt shot from 1 ft (block by A. Horford)
2:05.0,Defensive rebound by P. Millsap,,95-80,,
2:02.0,D. Carroll makes 2-pt shot at rim (assist by P. Millsap),2,97-80,,
2:02.0,,,97-80,,Milwaukee full timeout
2:02.0,Official timeout,,97-80,,
2:02.0,,,97-80,,E. Ilyasova enters the game for J. Dudley
2:02.0,,,97-80,,T. Ennis enters the game for J. Bayless
1:51.0,,,97-80,,Turnover by O. Mayo (lost ball)
1:30.0,D. Carroll misses 2-pt shot from 2 ft (block by E. Ilyasova),,97-80,,
1:27.0,Offensive rebound by P. Millsap,,97-80,,
1:26.0,P. Millsap misses 2-pt shot at rim,,97-80,,
1:25.0,,,97-80,,Defensive rebound by E. Ilyasova
1:20.0,,,97-82,2,K. Middleton makes 2-pt shot from 1 ft
1:13.0,,,97-82,,Personal foul by E. Ilyasova (drawn by P. Millsap)
1:13.0,K. Bazemore enters the game for K. Korver,,97-82,,
1:13.0,M. Scott enters the game for P. Millsap,,97-82,,
1:13.0,P. Antic enters the game for A. Horford,,97-82,,
1:13.0,D. Schroder enters the game for J. Teague,,97-82,,
0:56.0,P. Antic misses 2-pt shot from 20 ft (block by M. Plumlee),,97-82,,
0:54.0,,,97-82,,Defensive rebound by K. Middleton
0:53.0,,,97-84,2,M. Plumlee makes 2-pt shot at rim (assist by K. Middleton)
0:38.0,Turnover by D. Schroder (lost ball; steal by M. Plumlee),,97-84,,
0:38.0,Personal foul by D. Schroder (drawn by O. Mayo),,97-84,,
0:38.0,,,97-85,1,O. Mayo makes free throw 1 of 2
0:38.0,,,97-86,1,O. Mayo makes free throw 2 of 2
0:19.0,Turnover by D. Schroder (lost ball),,97-86,,
0:08.0,,,97-86,,Turnover by T. Ennis (bad pass; steal by K. Bazemore)
0:00.0,End of 4th quarter,,,,End of 4th quarter
