time,Washington,pts.away,score,pts.home,Charlotte
2:52.0,Washington full timeout,,83-86,,
2:52.0,,,83-87,1,M. Kidd-Gilchrist makes free throw 1 of 2
2:52.0,,,83-88,1,M. Kidd-Gilchrist makes free throw 2 of 2
2:32.0,M. Gortat misses 2-pt shot from 1 ft,,83-88,,
2:30.0,Offensive rebound by M. Gortat,,83-88,,
2:28.0,M. Gortat misses 2-pt shot from 1 ft (block by A. Jefferson),,83-88,,
2:26.0,,,83-88,,Defensive rebound by G. Henderson
2:16.0,,,83-88,,A. Jefferson misses 2-pt shot from 16 ft
2:15.0,Defensive rebound by N. Hilario,,83-88,,
2:00.0,J. Wall misses 2-pt shot from 17 ft,,83-88,,
1:58.0,,,83-88,,Defensive rebound by G. Henderson
1:36.0,,,83-90,2,B. Roberts makes 2-pt shot from 20 ft
1:23.0,P. Pierce makes 3-pt shot from 26 ft (assist by J. Wall),3,86-90,,
1:06.0,,,86-90,,A. Jefferson misses 2-pt shot from 1 ft
1:03.0,,,86-90,,Offensive rebound by A. Jefferson
0:39.0,,,86-90,,A. Jefferson misses 2-pt shot from 9 ft
0:36.0,,,86-90,,Offensive rebound by M. Kidd-Gilchrist
0:36.0,,,86-90,,Charlotte full timeout
0:36.0,G. Temple enters the game for M. Gortat,,86-90,,
0:36.0,,,86-90,,M. Williams enters the game for M. Kidd-Gilchrist
0:36.0,,,86-90,,G. Neal enters the game for C. Zeller
0:29.0,Personal foul by G. Temple (drawn by G. Henderson),,86-90,,
0:29.0,,,86-91,1,G. Henderson makes free throw 1 of 2
0:29.0,,,86-91,,C. Zeller enters the game for M. Williams
0:29.0,,,86-91,,M. Kidd-Gilchrist enters the game for G. Neal
0:29.0,M. Gortat enters the game for G. Temple,,86-91,,
0:29.0,,,86-92,1,G. Henderson makes free throw 2 of 2
0:29.0,Washington full timeout,,86-92,,
0:29.0,,,86-92,,M. Williams enters the game for A. Jefferson
0:29.0,O. Porter enters the game for M. Gortat,,86-92,,
0:22.0,Shooting foul by C. Zeller (drawn by N. Hilario),,86-92,,
0:22.0,N. Hilario makes free throw 1 of 2,1,87-92,,
0:22.0,G. Temple enters the game for P. Pierce,,87-92,,
0:22.0,N. Hilario misses free throw 2 of 2,,87-92,,
0:21.0,,,87-92,,Defensive rebound by M. Kidd-Gilchrist
0:21.0,Personal take foul by R. Butler (drawn by M. Kidd-Gilchrist),,87-92,,
0:21.0,,,87-93,1,M. Kidd-Gilchrist makes free throw 1 of 2
0:21.0,,,87-94,1,M. Kidd-Gilchrist makes free throw 2 of 2
0:21.0,Washington full timeout,,87-94,,
0:21.0,M. Gortat enters the game for G. Temple,,87-94,,
0:21.0,P. Pierce enters the game for O. Porter,,87-94,,
0:17.0,J. Wall misses 2-pt shot from 1 ft,,87-94,,
0:16.0,,,87-94,,Defensive rebound by B. Roberts
0:00.0,End of 4th quarter,,,,End of 4th quarter
