time,Oklahoma City,pts.away,score,pts.home,Washington
5:23.0,,,87-80,,B. Beal misses 3-pt shot from 25 ft
5:21.0,Defensive rebound by S. Adams,,87-80,,
5:03.0,K. Durant misses 2-pt shot from 13 ft,,87-80,,
5:02.0,,,87-80,,Defensive rebound by J. Wall
4:51.0,,,87-80,,B. Beal misses 2-pt shot from 3 ft (block by S. Adams)
4:49.0,,,87-80,,Offensive rebound by B. Beal
4:41.0,,,87-82,2,J. Wall makes 2-pt shot from 2 ft
4:20.0,,,87-82,,Personal foul by J. Wall (drawn by R. Westbrook)
4:20.0,,,87-82,,R. Butler enters the game for M. Gortat
4:10.0,R. Jackson misses 3-pt shot from 26 ft,,87-82,,
4:09.0,,,87-82,,Defensive rebound by Team
4:09.0,Loose ball foul by R. Westbrook (drawn by P. Pierce),,87-82,,
3:55.0,,,87-82,,P. Pierce misses 3-pt shot from 26 ft
3:54.0,Defensive rebound by R. Westbrook,,87-82,,
3:43.0,R. Jackson misses 3-pt shot from 24 ft,,87-82,,
3:42.0,,,87-82,,Defensive rebound by N. Hilario
3:37.0,,,87-84,2,J. Wall makes 2-pt shot from 2 ft
3:13.0,Turnover by R. Westbrook (bad pass; steal by J. Wall),,87-84,,
3:09.0,,,87-84,,B. Beal misses 3-pt shot from 26 ft
3:06.0,,,87-84,,Offensive rebound by P. Pierce
3:06.0,,,87-84,,Washington full timeout
3:06.0,D. Waiters enters the game for R. Jackson,,87-84,,
3:01.0,Personal foul by R. Westbrook (drawn by J. Wall),,87-84,,
3:01.0,,,87-85,1,J. Wall makes free throw 1 of 2
3:01.0,,,87-86,1,J. Wall makes free throw 2 of 2
2:47.0,S. Adams misses 2-pt shot at rim,,87-86,,
2:46.0,,,87-86,,Defensive rebound by P. Pierce
2:39.0,,,87-89,3,P. Pierce makes 3-pt shot from 25 ft (assist by J. Wall)
2:15.0,A. Morrow makes 2-pt shot at rim,2,89-89,,
2:00.0,,,89-89,,P. Pierce misses 3-pt shot from 27 ft
1:59.0,Defensive rebound by S. Adams,,89-89,,
1:43.0,R. Westbrook misses 2-pt shot from 12 ft,,89-89,,
1:42.0,,,89-89,,Defensive rebound by P. Pierce
1:30.0,,,89-89,,R. Butler misses 3-pt shot from 23 ft
1:29.0,Defensive rebound by R. Westbrook,,89-89,,
1:28.0,,,89-89,,Personal foul by J. Wall (drawn by R. Westbrook)
1:28.0,R. Westbrook makes free throw 1 of 2,1,90-89,,
1:28.0,S. Ibaka enters the game for A. Morrow,,90-89,,
1:28.0,R. Westbrook misses free throw 2 of 2,,90-89,,
1:28.0,,,90-89,,Defensive rebound by R. Butler
1:26.0,,,90-89,,Washington full timeout
1:10.0,,,90-89,,B. Beal misses 2-pt shot from 15 ft
1:09.0,Defensive rebound by S. Ibaka,,90-89,,
0:50.0,K. Durant misses 3-pt shot from 27 ft,,90-89,,
0:48.0,,,90-89,,Defensive rebound by R. Butler
0:35.0,,,90-92,3,P. Pierce makes 3-pt shot from 26 ft (assist by J. Wall)
0:34.0,Oklahoma City full timeout,,90-92,,
0:34.0,A. Morrow enters the game for S. Ibaka,,90-92,,
0:27.0,R. Westbrook makes 2-pt shot at rim (assist by S. Adams),2,92-92,,
0:26.0,,,92-92,,Washington full timeout
0:26.0,A. Roberson enters the game for A. Morrow,,92-92,,
0:03.0,,,92-92,,J. Wall misses 2-pt shot from 19 ft
0:02.0,,,92-92,,Offensive rebound by Team
0:02.0,,,92-92,,Turnover by Team (shot clock)
0:02.0,Oklahoma City full timeout,,92-92,,
0:02.0,A. Morrow enters the game for A. Roberson,,92-92,,
0:02.0,,,92-92,,M. Gortat enters the game for R. Butler
0:01.0,K. Durant misses 3-pt shot from 28 ft,,92-92,,
0:00.0,Offensive rebound by Team,,92-92,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: S. Adams vs. M. Gortat (J. Wall gains possession),,,,Jump ball: S. Adams vs. M. Gortat (J. Wall gains possession)
4:47.0,,,92-94,2,N. Hilario makes 2-pt shot at rim (assist by B. Beal)
4:29.0,K. Durant misses 3-pt shot from 26 ft,,92-94,,
4:28.0,Offensive rebound by R. Westbrook,,92-94,,
4:25.0,R. Westbrook misses 2-pt shot from 11 ft,,92-94,,
4:24.0,,,92-94,,Defensive rebound by J. Wall
4:12.0,,,92-94,,Shooting foul by S. Ibaka (drawn by N. Hilario)
4:12.0,,,92-95,1,N. Hilario makes free throw 1 of 2
4:12.0,,,92-96,1,N. Hilario makes free throw 2 of 2
3:57.0,K. Durant makes 2-pt shot from 4 ft,2,94-96,,
3:37.0,,,94-96,,Turnover by J. Wall (bad pass)
3:20.0,R. Westbrook makes 2-pt shot from 8 ft,2,96-96,,
3:03.0,Personal foul by S. Adams (drawn by N. Hilario),,96-96,,
2:56.0,,,96-98,2,N. Hilario makes 2-pt shot from 4 ft
2:55.0,Oklahoma City full timeout,,96-98,,
2:45.0,K. Durant makes 2-pt shot at rim (assist by R. Westbrook),2,98-98,,
2:23.0,Personal foul by S. Adams (drawn by N. Hilario),,98-98,,
2:13.0,,,98-98,,N. Hilario misses 2-pt shot at rim
2:12.0,Defensive rebound by S. Adams,,98-98,,
2:12.0,,,98-98,,Personal foul by N. Hilario (drawn by S. Adams)
2:01.0,R. Westbrook makes 2-pt shot from 12 ft,2,100-98,,
2:00.0,,,100-98,,Washington full timeout
1:36.0,,,100-98,,J. Wall misses 2-pt shot from 22 ft
1:36.0,,,100-98,,Offensive rebound by Team
1:36.0,,,100-98,,Turnover by Team (shot clock)
1:26.0,D. Waiters misses 3-pt shot from 26 ft,,100-98,,
1:25.0,,,100-98,,Defensive rebound by N. Hilario
1:15.0,,,100-100,2,J. Wall makes 2-pt shot from 22 ft
0:59.0,R. Westbrook misses 2-pt shot from 18 ft,,100-100,,
0:58.0,,,100-100,,Defensive rebound by Team
0:58.0,Loose ball foul by S. Adams (drawn by N. Hilario),,100-100,,
0:58.0,,,100-101,1,N. Hilario makes free throw 1 of 2
0:58.0,,,100-101,,N. Hilario misses free throw 2 of 2
0:58.0,Defensive rebound by S. Adams,,100-101,,
0:36.0,K. Durant makes 3-pt shot from 26 ft,3,103-101,,
0:35.0,,,103-101,,Washington full timeout
0:35.0,,,103-101,,R. Butler enters the game for M. Gortat
0:35.0,A. Roberson enters the game for S. Ibaka,,103-101,,
0:23.0,,,103-103,2,N. Hilario makes 2-pt shot from 1 ft (assist by J. Wall)
0:23.0,Violation by A. Roberson (def goaltending),,103-103,,
0:23.0,Oklahoma City full timeout,,103-103,,
0:23.0,S. Ibaka enters the game for A. Roberson,,103-103,,
0:04.0,,,103-103,,Personal take foul by P. Pierce (drawn by K. Durant)
0:04.0,Oklahoma City full timeout,,103-103,,
0:04.0,A. Morrow enters the game for S. Ibaka,,103-103,,
0:01.0,R. Westbrook makes 2-pt shot at rim (assist by A. Morrow),2,105-103,,
0:01.0,,,105-103,,Washington full timeout
0:01.0,,,105-103,,A. Miller enters the game for R. Butler
0:01.0,A. Roberson enters the game for S. Adams,,105-103,,
0:01.0,S. Ibaka enters the game for A. Morrow,,105-103,,
0:00.0,,,105-103,,J. Wall misses 3-pt shot from 38 ft
0:00.0,,,105-103,,Offensive rebound by Team
0:00.0,End of 1st overtime,,,,End of 1st overtime
