time,Golden State,pts.away,score,pts.home,Dallas
5:34.0,,,98-81,,D. Harris misses 2-pt shot from 1 ft
5:32.0,Defensive rebound by S. Curry,,98-81,,
5:25.0,K. Thompson misses 3-pt shot from 22 ft,,98-81,,
5:24.0,,,98-81,,Defensive rebound by D. Harris
5:17.0,,,98-81,,M. Ellis misses 3-pt shot from 25 ft
5:16.0,Defensive rebound by H. Barnes,,98-81,,
5:08.0,Shooting foul by D. Harris (drawn by S. Curry),,98-81,,
5:08.0,S. Curry makes free throw 1 of 2,1,99-81,,
5:08.0,,,99-81,,D. Nowitzki enters the game for J. Crowder
5:08.0,,,99-81,,J. Nelson enters the game for D. Harris
5:08.0,S. Curry makes free throw 2 of 2,1,100-81,,
4:59.0,Shooting block foul by D. Green (drawn by M. Ellis),,100-81,,
4:59.0,,,100-82,1,M. Ellis makes free throw 1 of 2
4:59.0,,,100-82,,B. Wright enters the game for T. Chandler
4:59.0,,,100-83,1,M. Ellis makes free throw 2 of 2
4:33.0,K. Thompson misses 3-pt shot from 26 ft,,100-83,,
4:32.0,,,100-83,,Defensive rebound by D. Nowitzki
4:21.0,,,100-83,,Turnover by M. Ellis (back court)
4:13.0,H. Barnes misses 2-pt shot from 19 ft,,100-83,,
4:12.0,,,100-83,,Defensive rebound by R. Jefferson
3:53.0,Shooting block foul by S. Curry (drawn by J. Nelson),,100-83,,
3:53.0,,,100-84,1,J. Nelson makes free throw 1 of 2
3:53.0,,,100-85,1,J. Nelson makes free throw 2 of 2
3:34.0,A. Iguodala misses 3-pt shot from 24 ft,,100-85,,
3:33.0,,,100-85,,Defensive rebound by R. Jefferson
3:29.0,,,100-87,2,B. Wright makes 2-pt shot from 1 ft (assist by D. Nowitzki)
3:29.0,,,100-87,,Shooting foul by A. Iguodala (drawn by B. Wright)
3:29.0,Golden State full timeout,,100-87,,
3:29.0,S. Livingston enters the game for A. Iguodala,,100-87,,
3:29.0,,,100-88,1,B. Wright makes free throw 1 of 1
3:15.0,S. Curry misses 2-pt shot from 17 ft,,100-88,,
3:14.0,,,100-88,,Defensive rebound by R. Jefferson
3:06.0,,,100-88,,D. Nowitzki misses 2-pt shot from 6 ft (block by D. Green)
3:06.0,,,100-88,,Offensive rebound by Team
2:54.0,,,100-88,,D. Nowitzki misses 2-pt shot from 1 ft (block by D. Green)
2:53.0,Defensive rebound by K. Thompson,,100-88,,
2:37.0,Turnover by H. Barnes (lost ball; steal by D. Nowitzki),,100-88,,
2:32.0,,,100-88,,Turnover by B. Wright (lost ball)
2:13.0,D. Green misses 3-pt shot from 24 ft,,100-88,,
2:12.0,,,100-88,,Defensive rebound by R. Jefferson
2:01.0,,,100-88,,J. Nelson misses 2-pt shot from 16 ft
2:00.0,Defensive rebound by S. Livingston,,100-88,,
1:39.0,S. Curry misses 2-pt shot from 7 ft,,100-88,,
1:38.0,,,100-88,,Defensive rebound by J. Nelson
1:32.0,,,100-88,,M. Ellis misses 2-pt shot at rim
1:30.0,,,100-88,,Offensive rebound by B. Wright
1:30.0,Personal foul by D. Green (drawn by B. Wright),,100-88,,
1:30.0,,,100-89,1,B. Wright makes free throw 1 of 2
1:30.0,,,100-89,,J. Crowder enters the game for D. Nowitzki
1:30.0,,,100-90,1,B. Wright makes free throw 2 of 2
1:24.0,Golden State full timeout,,100-90,,
1:22.0,Turnover by H. Barnes (bad pass; steal by B. Wright),,100-90,,
1:14.0,,,100-92,2,B. Wright makes 2-pt shot from 5 ft (assist by M. Ellis)
1:06.0,,,100-92,,Personal take foul by M. Ellis (drawn by S. Curry)
1:06.0,S. Curry makes free throw 1 of 2,1,101-92,,
1:06.0,S. Curry makes free throw 2 of 2,1,102-92,,
1:06.0,,,102-92,,Dallas full timeout
0:57.0,,,102-95,3,M. Ellis makes 3-pt shot from 24 ft
0:49.0,,,102-95,,Personal take foul by R. Jefferson (drawn by S. Livingston)
0:49.0,S. Livingston misses free throw 1 of 2,,102-95,,
0:49.0,Offensive rebound by Team,,102-95,,
0:49.0,S. Livingston misses free throw 2 of 2,,102-95,,
0:49.0,,,102-95,,Defensive rebound by M. Ellis
0:49.0,,,102-95,,Dallas full timeout
0:49.0,,,102-95,,D. Nowitzki enters the game for B. Wright
0:45.0,,,102-95,,M. Ellis misses 3-pt shot from 24 ft
0:44.0,,,102-95,,Offensive rebound by R. Jefferson
0:42.0,,,102-95,,Turnover by R. Jefferson (lost ball; steal by H. Barnes)
0:39.0,,,102-95,,Personal take foul by J. Nelson (drawn by S. Curry)
0:39.0,S. Curry makes free throw 1 of 2,1,103-95,,
0:39.0,S. Curry makes free throw 2 of 2,1,104-95,,
0:30.0,,,104-95,,J. Crowder misses 3-pt shot from 23 ft
0:28.0,Defensive rebound by S. Livingston,,104-95,,
0:09.0,Shooting foul by J. Nelson (drawn by S. Curry),,104-95,,
0:09.0,S. Curry makes free throw 1 of 2,1,105-95,,
0:09.0,,,105-95,,B. Wright enters the game for D. Nowitzki
0:09.0,S. Curry misses free throw 2 of 2,,105-95,,
0:09.0,,,105-95,,Defensive rebound by R. Jefferson
0:01.0,,,105-98,3,R. Jefferson makes 3-pt shot from 25 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
