time,LA Clippers,pts.away,score,pts.home,Phoenix
4:48.0,D. Jordan makes free throw 1 of 2,1,106-94,,
4:48.0,D. Jordan makes free throw 2 of 2,1,107-94,,
4:28.0,,,107-94,,I. Thomas misses 3-pt shot from 24 ft
4:27.0,Defensive rebound by C. Paul,,107-94,,
4:10.0,B. Griffin makes 2-pt shot from 20 ft (assist by C. Paul),2,109-94,,
3:57.0,,,109-94,,Turnover by E. Bledsoe (bad pass; steal by C. Paul)
3:53.0,Shooting foul by I. Thomas (drawn by J. Redick),,109-94,,
3:53.0,J. Redick makes free throw 1 of 2,1,110-94,,
3:53.0,J. Redick makes free throw 2 of 2,1,111-94,,
3:31.0,Personal block foul by J. Redick (drawn by I. Thomas),,111-94,,
3:31.0,,,111-95,1,I. Thomas makes free throw 1 of 2
3:31.0,,,111-96,1,I. Thomas makes free throw 2 of 2
3:29.0,,,111-96,,Personal take foul by M. Morris (drawn by D. Jordan)
3:29.0,D. Jordan makes free throw 1 of 2,1,112-96,,
3:29.0,D. Jordan makes free throw 2 of 2,1,113-96,,
3:14.0,,,113-96,,Shooting foul by J. Redick (drawn by I. Thomas)
3:14.0,,,113-97,1,I. Thomas makes free throw 1 of 2
3:14.0,,,113-98,1,I. Thomas makes free throw 2 of 2
3:14.0,,,113-98,,Personal take foul by E. Bledsoe (drawn by D. Jordan)
3:14.0,D. Jordan makes free throw 1 of 2,1,114-98,,
3:14.0,D. Jordan misses free throw 2 of 2,,114-98,,
3:13.0,,,114-98,,Defensive rebound by I. Thomas
3:08.0,,,114-100,2,I. Thomas makes 2-pt shot from 3 ft
3:02.0,,,114-100,,Personal take foul by E. Bledsoe (drawn by D. Jordan)
3:02.0,D. Jordan misses free throw 1 of 2,,114-100,,
3:02.0,Offensive rebound by Team,,114-100,,
3:02.0,D. Jordan misses free throw 2 of 2,,114-100,,
3:00.0,Offensive rebound by B. Griffin,,114-100,,
2:56.0,,,114-100,,Personal take foul by G. Dragic (drawn by D. Jordan)
2:56.0,D. Jordan makes free throw 1 of 2,1,115-100,,
2:56.0,D. Jordan makes free throw 2 of 2,1,116-100,,
2:32.0,,,116-100,,I. Thomas misses 3-pt shot from 22 ft
2:32.0,Defensive rebound by D. Jordan,,116-100,,
2:31.0,,,116-100,,Personal take foul by I. Thomas (drawn by D. Jordan)
2:31.0,D. Jordan misses free throw 1 of 2,,116-100,,
2:31.0,Offensive rebound by Team,,116-100,,
2:31.0,,,116-100,,R. Bullock enters the game for P. Tucker
2:31.0,,,116-100,,T. Warren enters the game for G. Dragic
2:31.0,,,116-100,,Z. Dragic enters the game for E. Bledsoe
2:31.0,,,116-100,,A. Goodwin enters the game for I. Thomas
2:31.0,,,116-100,,M. Plumlee enters the game for M. Morris
2:31.0,J. Crawford enters the game for J. Redick,,116-100,,
2:31.0,D. Jordan misses free throw 2 of 2,,116-100,,
2:30.0,Offensive rebound by D. Jordan,,116-100,,
2:26.0,D. Jordan makes 2-pt shot at rim,2,118-100,,
2:08.0,,,118-100,,T. Warren misses 3-pt shot from 24 ft
2:07.0,Defensive rebound by D. Jordan,,118-100,,
1:55.0,Turnover by D. Jordan (offensive goaltending),,118-100,,
1:55.0,E. Udoh enters the game for M. Barnes,,118-100,,
1:55.0,C. Wilcox enters the game for D. Jordan,,118-100,,
1:55.0,A. Rivers enters the game for C. Paul,,118-100,,
1:55.0,D. Jones enters the game for B. Griffin,,118-100,,
1:42.0,,,118-100,,R. Bullock misses 3-pt shot from 24 ft
1:41.0,Defensive rebound by C. Wilcox,,118-100,,
1:19.0,E. Udoh makes 2-pt shot from 5 ft,2,120-100,,
1:02.0,,,120-100,,M. Plumlee misses 2-pt shot from 3 ft (block by E. Udoh)
1:00.0,Defensive rebound by A. Rivers,,120-100,,
0:42.0,A. Rivers misses 3-pt shot from 25 ft,,120-100,,
0:41.0,,,120-100,,Defensive rebound by A. Goodwin
0:30.0,,,120-100,,Z. Dragic misses 3-pt shot from 24 ft
0:29.0,Defensive rebound by E. Udoh,,120-100,,
0:06.0,C. Wilcox misses 2-pt shot from 7 ft (block by R. Bullock),,120-100,,
0:04.0,,,120-100,,Defensive rebound by M. Plumlee
0:02.0,,,120-100,,Turnover by M. Plumlee (bad pass; steal by C. Wilcox)
0:00.0,End of 4th quarter,,,,End of 4th quarter
