time,Milwaukee,pts.away,score,pts.home,Charlotte
4:08.0,,,95-87,3,K. Walker makes 3-pt shot from 25 ft (assist by L. Stephenson)
3:47.0,Turnover by K. Middleton (traveling),,95-87,,
3:33.0,,,95-87,,A. Jefferson misses 2-pt shot from 8 ft (block by J. Henson)
3:32.0,Defensive rebound by K. Middleton,,95-87,,
3:32.0,Offensive foul by K. Middleton,,95-87,,
3:32.0,Turnover by K. Middleton (offensive foul),,95-87,,
3:32.0,,,95-87,,G. Neal enters the game for M. Kidd-Gilchrist
3:16.0,,,95-87,,K. Walker misses 3-pt shot from 25 ft
3:15.0,Defensive rebound by J. Parker,,95-87,,
3:02.0,J. Henson misses 2-pt shot at rim,,95-87,,
3:02.0,,,95-87,,Defensive rebound by K. Walker
3:02.0,Personal foul by O. Mayo (drawn by K. Walker),,95-87,,
3:02.0,,,95-88,1,K. Walker makes free throw 1 of 2
3:02.0,L. Sanders enters the game for O. Mayo,,95-88,,
3:02.0,J. Dudley enters the game for J. Henson,,95-88,,
3:02.0,,,95-88,,K. Walker misses free throw 2 of 2
2:58.0,,,95-88,,Offensive rebound by K. Walker
2:58.0,,,95-88,,K. Walker misses 2-pt shot from 1 ft (block by L. Sanders)
2:58.0,Defensive rebound by K. Middleton,,95-88,,
2:58.0,Milwaukee full timeout,,95-88,,
2:47.0,Turnover by B. Knight (lost ball; steal by K. Walker),,95-88,,
2:26.0,,,95-88,,G. Neal misses 3-pt shot from 24 ft
2:24.0,,,95-88,,Offensive rebound by M. Williams
2:06.0,,,95-88,,Shooting foul by L. Sanders (drawn by L. Stephenson)
2:06.0,,,95-88,,L. Stephenson misses free throw 1 of 2
2:06.0,,,95-88,,Offensive rebound by Team
2:06.0,,,95-89,1,L. Stephenson makes free throw 2 of 2
1:54.0,B. Knight misses 2-pt shot from 2 ft (block by A. Jefferson),,95-89,,
1:53.0,,,95-89,,Defensive rebound by L. Stephenson
1:47.0,,,95-91,2,A. Jefferson makes 2-pt shot from 4 ft
1:25.0,,,95-91,,Personal foul by K. Walker (drawn by B. Knight)
1:25.0,B. Knight makes free throw 1 of 2,1,96-91,,
1:25.0,B. Knight makes free throw 2 of 2,1,97-91,,
1:08.0,,,97-91,,L. Stephenson misses 2-pt shot from 10 ft
1:07.0,,,97-91,,Offensive rebound by L. Stephenson
1:04.0,,,97-94,3,M. Williams makes 3-pt shot from 26 ft (assist by K. Walker)
0:56.0,J. Parker misses 2-pt shot from 6 ft (block by K. Walker),,97-94,,
0:54.0,,,97-94,,Defensive rebound by L. Stephenson
0:53.0,,,97-94,,Charlotte full timeout
0:53.0,,,97-94,,M. Kidd-Gilchrist enters the game for L. Stephenson
0:44.0,,,97-94,,G. Neal misses 2-pt shot from 9 ft
0:41.0,Defensive rebound by L. Sanders,,97-94,,
0:20.0,B. Knight misses 2-pt shot from 6 ft,,97-94,,
0:20.0,,,97-94,,Defensive rebound by Team
0:20.0,Loose ball foul by L. Sanders (drawn by M. Kidd-Gilchrist),,97-94,,
0:20.0,,,97-95,1,M. Kidd-Gilchrist makes free throw 1 of 2
0:20.0,Z. Pachulia enters the game for J. Parker,,97-95,,
0:20.0,,,97-95,,L. Stephenson enters the game for G. Neal
0:20.0,,,97-95,,M. Kidd-Gilchrist misses free throw 2 of 2
0:20.0,Defensive rebound by L. Sanders,,97-95,,
0:20.0,Milwaukee full timeout,,97-95,,
0:16.0,,,97-95,,Personal foul by A. Jefferson (drawn by B. Knight)
0:16.0,B. Knight makes free throw 1 of 2,1,98-95,,
0:16.0,,,98-95,,G. Neal enters the game for M. Kidd-Gilchrist
0:16.0,B. Knight makes free throw 2 of 2,1,99-95,,
0:09.0,,,99-97,2,K. Walker makes 2-pt shot at rim
0:08.0,,,99-97,,Personal foul by L. Stephenson (drawn by K. Middleton)
0:08.0,K. Middleton misses free throw 1 of 2,,99-97,,
0:08.0,Offensive rebound by Team,,99-97,,
0:08.0,K. Middleton makes free throw 2 of 2,1,100-97,,
0:02.0,,,100-100,3,K. Walker makes 3-pt shot from 25 ft
0:02.0,Milwaukee full timeout,,100-100,,
0:02.0,,,100-100,,M. Kidd-Gilchrist enters the game for L. Stephenson
0:02.0,,,100-100,,G. Henderson enters the game for G. Neal
0:02.0,J. Parker enters the game for K. Middleton,,100-100,,
0:02.0,O. Mayo enters the game for L. Sanders,,100-100,,
0:02.0,Turnover by J. Dudley (bad pass; steal by G. Henderson),,100-100,,
0:00.0,,,100-100,,M. Williams misses 3-pt shot from 55 ft
0:00.0,,,100-100,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: A. Jefferson vs. L. Sanders (K. Walker gains possession),,,,Jump ball: A. Jefferson vs. L. Sanders (K. Walker gains possession)
4:43.0,,,100-100,,A. Jefferson misses 2-pt shot from 17 ft
4:42.0,Defensive rebound by K. Middleton,,100-100,,
4:28.0,Shooting foul by M. Kidd-Gilchrist (drawn by J. Parker),,100-100,,
4:28.0,J. Parker makes free throw 1 of 2,1,101-100,,
4:28.0,J. Parker makes free throw 2 of 2,1,102-100,,
4:10.0,,,102-100,,K. Walker misses 2-pt shot from 6 ft (block by K. Middleton)
4:08.0,,,102-100,,Offensive rebound by K. Walker
4:04.0,,,102-100,,L. Stephenson misses 3-pt shot from 35 ft
4:04.0,,,102-100,,Offensive rebound by Team
4:03.0,,,102-100,,Turnover by Team (shot clock)
3:38.0,Turnover by Team (shot clock),,102-100,,
3:16.0,,,102-102,2,M. Williams makes 2-pt shot from 21 ft (assist by L. Stephenson)
2:55.0,L. Sanders misses 2-pt shot from 7 ft (block by A. Jefferson),,102-102,,
2:53.0,,,102-102,,Defensive rebound by L. Stephenson
2:30.0,,,102-102,,K. Walker misses 2-pt shot from 17 ft (block by B. Knight)
2:30.0,,,102-102,,Offensive rebound by Team
2:30.0,,,102-102,,Turnover by Team (shot clock)
2:19.0,K. Middleton makes 2-pt shot from 16 ft (assist by B. Knight),2,104-102,,
2:03.0,,,104-104,2,M. Williams makes 2-pt shot from 19 ft (assist by K. Walker)
1:45.0,K. Middleton makes 2-pt shot from 9 ft,2,106-104,,
1:23.0,,,106-104,,K. Walker misses 2-pt shot from 21 ft
1:22.0,,,106-104,,Offensive rebound by Team
1:22.0,,,106-104,,Turnover by Team (shot clock)
1:22.0,,,106-104,,G. Neal enters the game for L. Stephenson
1:06.0,B. Knight misses 2-pt shot from 21 ft,,106-104,,
1:03.0,,,106-104,,Defensive rebound by G. Neal
0:58.0,,,106-104,,Charlotte full timeout
0:45.0,,,106-106,2,G. Neal makes 2-pt shot from 1 ft
0:30.0,J. Parker misses 2-pt shot from 7 ft,,106-106,,
0:28.0,,,106-106,,Defensive rebound by G. Neal
0:17.0,,,106-106,,Charlotte full timeout
0:05.0,,,106-108,2,K. Walker makes 2-pt shot from 20 ft
0:05.0,Milwaukee full timeout,,106-108,,
0:05.0,,,106-108,,G. Henderson enters the game for G. Neal
0:05.0,Z. Pachulia enters the game for L. Sanders,,106-108,,
0:03.0,K. Middleton misses 3-pt shot from 26 ft,,106-108,,
0:00.0,,,106-108,,Defensive rebound by M. Williams
0:00.0,End of 1st overtime,,,,End of 1st overtime
