time,Indiana,pts.away,score,pts.home,Chicago
0:31.0,S. Hill makes free throw 1 of 2,1,96-85,,
0:31.0,S. Hill makes free throw 2 of 2,1,97-85,,
0:20.0,,,97-88,3,T. Snell makes 3-pt shot from 23 ft (assist by K. Hinrich)
0:16.0,,,97-88,,Personal foul by T. Snell
0:16.0,L. Scola misses free throw 1 of 2,,97-88,,
0:16.0,Offensive rebound by Team,,97-88,,
0:16.0,L. Scola makes free throw 2 of 2,1,98-88,,
0:16.0,,,98-88,,Chicago full timeout
0:10.0,,,98-88,,Shooting foul by R. Hibbert (drawn by J. Butler)
0:10.0,,,98-89,1,J. Butler makes free throw 1 of 2
0:10.0,,,98-90,1,J. Butler makes free throw 2 of 2
0:08.0,,,98-90,,Personal take foul by P. Gasol
0:08.0,S. Hill misses free throw 1 of 2,,98-90,,
0:08.0,Offensive rebound by Team,,98-90,,
0:08.0,S. Hill makes free throw 2 of 2,1,99-90,,
0:03.0,,,99-90,,Offensive charge foul by K. Hinrich
0:03.0,,,99-90,,Turnover by K. Hinrich (offensive foul)
0:00.0,End of 4th quarter,,,,End of 4th quarter
