time,Toronto,pts.away,score,pts.home,New York
4:19.0,,,87-96,,Violation by L. Amundson (kicked ball)
4:07.0,G. Vasquez misses 3-pt shot at rim,,87-96,,
4:06.0,,,87-96,,Defensive rebound by T. Hardaway
3:46.0,,,87-96,,L. Amundson misses 2-pt shot from 11 ft
3:45.0,Defensive rebound by J. Johnson,,87-96,,
3:43.0,Turnover by J. Johnson (lost ball; steal by A. Shved),,87-96,,
3:39.0,,,87-96,,Turnover by A. Shved (bad pass; steal by D. DeRozan)
3:31.0,G. Vasquez makes 3-pt shot from 23 ft (assist by L. Williams),3,90-96,,
3:29.0,,,90-96,,New York full timeout
3:29.0,,,90-96,,A. Bargnani enters the game for S. Larkin
3:29.0,,,90-96,,L. Galloway enters the game for L. Thomas
3:11.0,,,90-96,,Shooting foul by J. Valanciunas (drawn by L. Amundson)
3:11.0,P. Patterson enters the game for J. Valanciunas,,90-96,,
3:11.0,,,90-96,,L. Amundson misses free throw 1 of 2
3:11.0,,,90-96,,Offensive rebound by Team
3:11.0,,,90-97,1,L. Amundson makes free throw 2 of 2
2:56.0,L. Williams misses 3-pt shot from 26 ft,,90-97,,
2:55.0,,,90-97,,Defensive rebound by T. Hardaway
2:32.0,,,90-97,,L. Galloway misses 3-pt shot from 25 ft
2:31.0,,,90-97,,Offensive rebound by Team
2:31.0,,,90-97,,Turnover by Team (shot clock)
2:18.0,P. Patterson misses 3-pt shot from 25 ft,,90-97,,
2:17.0,,,90-97,,Defensive rebound by L. Amundson
1:54.0,,,90-97,,T. Hardaway misses 2-pt shot from 18 ft
1:53.0,Defensive rebound by P. Patterson,,90-97,,
1:49.0,L. Williams makes 2-pt shot from 1 ft (assist by P. Patterson),2,92-97,,
1:32.0,,,92-99,2,A. Bargnani makes 2-pt shot from 4 ft (assist by L. Amundson)
1:32.0,Toronto full timeout,,92-99,,
1:29.0,L. Williams misses 3-pt shot from 25 ft,,92-99,,
1:28.0,,,92-99,,Defensive rebound by T. Hardaway
1:27.0,Personal foul by P. Patterson (drawn by A. Bargnani),,92-99,,
1:27.0,,,92-100,1,A. Bargnani makes free throw 1 of 2
1:27.0,,,92-100,,A. Bargnani misses free throw 2 of 2
1:26.0,Defensive rebound by P. Patterson,,92-100,,
1:16.0,Shooting foul by T. Hardaway (drawn by D. DeRozan),,92-100,,
1:16.0,D. DeRozan makes free throw 1 of 2,1,93-100,,
1:16.0,D. DeRozan makes free throw 2 of 2,1,94-100,,
1:04.0,,,94-100,,L. Amundson misses 2-pt shot at rim
1:03.0,Defensive rebound by L. Williams,,94-100,,
0:58.0,,,94-100,,Personal foul by A. Bargnani (drawn by L. Williams)
0:58.0,L. Williams makes free throw 1 of 2,1,95-100,,
0:58.0,L. Williams makes free throw 2 of 2,1,96-100,,
0:58.0,,,96-100,,New York full timeout
0:49.0,,,96-100,,Turnover by A. Shved (bad pass; steal by D. DeRozan)
0:43.0,,,96-100,,L. Thomas enters the game for L. Amundson
0:37.0,D. DeRozan misses 2-pt shot from 2 ft,,96-100,,
0:36.0,Offensive rebound by P. Patterson,,96-100,,
0:33.0,P. Patterson makes 2-pt shot from 4 ft,2,98-100,,
0:33.0,,,98-100,,New York full timeout
0:13.0,,,98-103,3,L. Galloway makes 3-pt shot from 25 ft (assist by A. Shved)
0:13.0,Toronto full timeout,,98-103,,
0:09.0,D. DeRozan misses 2-pt shot from 2 ft,,98-103,,
0:07.0,,,98-103,,Defensive rebound by T. Hardaway
0:05.0,Personal take foul by D. DeRozan (drawn by T. Hardaway),,98-103,,
0:05.0,,,98-103,,T. Hardaway misses free throw 1 of 2
0:05.0,,,98-103,,Offensive rebound by Team
0:05.0,,,98-103,,T. Hardaway misses free throw 2 of 2
0:04.0,Defensive rebound by J. Johnson,,98-103,,
0:00.0,Turnover by J. Johnson (lost ball; steal by L. Galloway),,98-103,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
