time,Oklahoma City,pts.away,score,pts.home,Memphis
3:02.0,R. Westbrook misses 2-pt shot from 1 ft (block by J. Green),,83-92,,
3:02.0,Offensive rebound by Team,,83-92,,
2:54.0,E. Kanter makes 2-pt shot at rim,2,85-92,,
2:54.0,Shooting foul by Z. Randolph (drawn by E. Kanter),,85-92,,
2:54.0,Oklahoma City full timeout,,85-92,,
2:54.0,E. Kanter makes free throw 1 of 1,1,86-92,,
2:31.0,,,86-92,,M. Gasol misses 2-pt shot from 18 ft
2:30.0,Defensive rebound by E. Kanter,,86-92,,
2:14.0,S. Adams makes 2-pt shot from 9 ft (assist by R. Westbrook),2,88-92,,
1:45.0,,,88-92,,C. Lee misses 2-pt shot from 12 ft
1:44.0,Defensive rebound by E. Kanter,,88-92,,
1:34.0,R. Westbrook misses 2-pt shot from 6 ft,,88-92,,
1:32.0,,,88-92,,Defensive rebound by M. Gasol
1:15.0,,,88-94,2,M. Gasol makes 2-pt shot from 10 ft (assist by M. Conley)
1:15.0,Oklahoma City full timeout,,88-94,,
1:15.0,,,88-94,,N. Calathes enters the game for Z. Randolph
1:07.0,D. Waiters misses 3-pt shot from 22 ft,,88-94,,
1:06.0,,,88-94,,Defensive rebound by J. Green
1:05.0,,,88-94,,Memphis full timeout
1:05.0,,,88-94,,Z. Randolph enters the game for N. Calathes
0:47.0,,,88-94,,M. Gasol misses 2-pt shot from 10 ft
0:46.0,Defensive rebound by E. Kanter,,88-94,,
0:41.0,Shooting foul by J. Green (drawn by R. Westbrook),,88-94,,
0:41.0,R. Westbrook misses free throw 1 of 2,,88-94,,
0:41.0,Offensive rebound by Team,,88-94,,
0:41.0,K. Singler enters the game for E. Kanter,,88-94,,
0:41.0,R. Westbrook makes free throw 2 of 2,1,89-94,,
0:26.0,,,89-96,2,C. Lee makes 2-pt shot from 2 ft
0:26.0,Oklahoma City full timeout,,89-96,,
0:26.0,,,89-96,,N. Calathes enters the game for Z. Randolph
0:26.0,E. Kanter enters the game for K. Singler,,89-96,,
0:21.0,A. Morrow misses 3-pt shot from 26 ft,,89-96,,
0:19.0,Offensive rebound by E. Kanter,,89-96,,
0:19.0,E. Kanter makes 2-pt shot from 1 ft,2,91-96,,
0:18.0,Personal take foul by E. Kanter (drawn by M. Conley),,91-96,,
0:18.0,K. Singler enters the game for E. Kanter,,91-96,,
0:18.0,,,91-96,,V. Carter enters the game for N. Calathes
0:17.0,Personal take foul by A. Morrow (drawn by J. Green),,91-96,,
0:17.0,,,91-97,1,J. Green makes free throw 1 of 2
0:17.0,E. Kanter enters the game for K. Singler,,91-97,,
0:17.0,,,91-97,,N. Calathes enters the game for V. Carter
0:17.0,,,91-98,1,J. Green makes free throw 2 of 2
0:15.0,,,91-98,,Personal foul by N. Calathes (drawn by R. Westbrook)
0:15.0,,,91-98,,B. Udrih enters the game for N. Calathes
0:15.0,K. Singler enters the game for E. Kanter,,91-98,,
0:15.0,R. Westbrook makes free throw 1 of 2,1,92-98,,
0:15.0,R. Westbrook misses free throw 2 of 2,,92-98,,
0:15.0,Offensive rebound by R. Westbrook,,92-98,,
0:12.0,A. Morrow misses 3-pt shot from 25 ft,,92-98,,
0:11.0,,,92-98,,Defensive rebound by C. Lee
0:11.0,Personal foul by S. Adams (drawn by C. Lee),,92-98,,
0:11.0,,,92-99,1,C. Lee makes free throw 1 of 2
0:11.0,E. Kanter enters the game for K. Singler,,92-99,,
0:11.0,,,92-100,1,C. Lee makes free throw 2 of 2
0:03.0,A. Morrow misses 2-pt shot from 11 ft,,92-100,,
0:00.0,,,92-100,,Defensive rebound by M. Gasol
0:00.0,End of 4th quarter,,,,End of 4th quarter
