time,New York,pts.away,score,pts.home,Toronto
1:35.0,New York full timeout,,87-105,,
1:35.0,,,87-105,,B. Caboclo enters the game for L. Williams
1:35.0,C. Aldrich enters the game for L. Thomas,,87-105,,
1:35.0,Q. Acy enters the game for A. Bargnani,,87-105,,
1:35.0,R. Ledo enters the game for L. Galloway,,87-105,,
1:35.0,,,87-106,1,J. Valanciunas makes free throw 1 of 1
1:12.0,C. Aldrich makes 2-pt shot from 3 ft (assist by Q. Acy),2,89-106,,
1:00.0,,,89-106,,Turnover by J. Valanciunas (lost ball)
1:00.0,,,89-106,,L. Fields enters the game for D. DeRozan
0:37.0,C. Aldrich misses 2-pt shot from 10 ft,,89-106,,
0:36.0,,,89-106,,Defensive rebound by J. Valanciunas
0:14.0,,,89-106,,B. Caboclo misses 2-pt shot from 7 ft
0:13.0,Defensive rebound by C. Aldrich,,89-106,,
0:05.0,Q. Acy misses 3-pt shot from 23 ft,,89-106,,
0:04.0,Offensive rebound by R. Ledo,,89-106,,
0:01.0,R. Ledo misses 2-pt shot from 4 ft,,89-106,,
0:00.0,,,89-106,,Defensive rebound by A. Johnson
0:00.0,End of 4th quarter,,,,End of 4th quarter
