time,Golden State,pts.away,score,pts.home,Sacramento
3:34.0,,,115-90,,Defensive rebound by D. Collison
3:29.0,,,115-92,2,D. Collison makes 2-pt shot from 1 ft
3:29.0,,,115-92,,Shooting foul by H. Barnes (drawn by D. Collison)
3:29.0,,,115-92,,R. Hollins enters the game for D. Cousins
3:29.0,,,115-92,,N. Stauskas enters the game for B. McLemore
3:29.0,,,115-93,1,D. Collison makes free throw 1 of 1
3:17.0,H. Barnes makes 2-pt shot from 19 ft (assist by L. Barbosa),2,117-93,,
3:02.0,,,117-93,,R. Hollins misses 2-pt shot from 4 ft
3:02.0,Defensive rebound by H. Barnes,,117-93,,
2:43.0,H. Barnes misses 2-pt shot from 20 ft,,117-93,,
2:42.0,,,117-93,,Defensive rebound by J. Thompson
2:25.0,,,117-93,,J. Thompson misses 2-pt shot from 17 ft
2:24.0,Defensive rebound by F. Ezeli,,117-93,,
2:24.0,Golden State full timeout,,117-93,,
2:24.0,,,117-93,,R. McCallum enters the game for D. Williams
2:24.0,,,117-93,,Q. Miller enters the game for D. Collison
2:24.0,J. Holiday enters the game for L. Barbosa,,117-93,,
2:11.0,H. Barnes misses 2-pt shot from 4 ft,,117-93,,
2:11.0,Offensive rebound by Team,,117-93,,
1:59.0,J. Holiday misses 3-pt shot from 25 ft,,117-93,,
1:58.0,,,117-93,,Defensive rebound by Q. Miller
1:41.0,,,117-93,,Turnover by J. Thompson (3 sec)
1:25.0,S. Livingston misses 2-pt shot from 8 ft,,117-93,,
1:25.0,,,117-93,,Defensive rebound by J. Thompson
1:12.0,,,117-95,2,J. Thompson makes 2-pt shot from 15 ft (assist by Q. Miller)
1:02.0,J. Holiday misses 2-pt shot from 14 ft,,117-95,,
1:00.0,Offensive rebound by F. Ezeli,,117-95,,
0:48.0,Shooting foul by Q. Miller (drawn by D. Lee),,117-95,,
0:48.0,D. Lee makes free throw 1 of 2,1,118-95,,
0:48.0,D. Lee makes free throw 2 of 2,1,119-95,,
0:28.0,,,119-95,,Shooting foul by F. Ezeli (drawn by R. Hollins)
0:28.0,,,119-95,,R. Hollins misses free throw 1 of 2
0:28.0,,,119-95,,Offensive rebound by Team
0:28.0,,,119-96,1,R. Hollins makes free throw 2 of 2
0:07.0,J. Holiday misses 3-pt shot from 24 ft,,119-96,,
0:06.0,Offensive rebound by F. Ezeli,,119-96,,
0:05.0,F. Ezeli makes 2-pt shot from 3 ft,2,121-96,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
