time,Sacramento,pts.away,score,pts.home,Oklahoma City
5:11.0,,,89-101,,Offensive rebound by Team
5:11.0,Loose ball foul by J. Thompson (drawn by S. Adams),,89-101,,
5:11.0,,,89-102,1,S. Adams makes free throw 1 of 2
5:11.0,A. Miller enters the game for O. Casspi,,89-102,,
5:11.0,,,89-102,,S. Adams misses free throw 2 of 2
5:10.0,Defensive rebound by J. Thompson,,89-102,,
4:58.0,B. McLemore makes 3-pt shot from 23 ft (assist by R. McCallum),3,92-102,,
4:41.0,,,92-102,,A. Morrow misses 2-pt shot from 9 ft
4:40.0,,,92-102,,Offensive rebound by S. Adams
4:25.0,,,92-104,2,R. Westbrook makes 2-pt shot from 13 ft
4:16.0,B. McLemore makes 3-pt shot from 24 ft (assist by A. Miller),3,95-104,,
3:53.0,,,95-104,,S. Adams misses 2-pt shot from 6 ft
3:52.0,Defensive rebound by J. Thompson,,95-104,,
3:45.0,B. McLemore misses 2-pt shot from 15 ft,,95-104,,
3:44.0,Offensive rebound by A. Miller,,95-104,,
3:37.0,,,95-104,,E. Kanter enters the game for D. Augustin
3:37.0,Jump ball: S. Adams vs. J. Thompson (E. Kanter gains possession),,,,Jump ball: S. Adams vs. J. Thompson (E. Kanter gains possession)
3:37.0,Turnover by J. Thompson (lost ball; steal by D. Waiters),,95-104,,
3:26.0,,,95-106,2,R. Westbrook makes 2-pt shot from 9 ft
3:25.0,Sacramento full timeout,,95-106,,
3:10.0,A. Miller makes 2-pt shot from 5 ft,2,97-106,,
2:57.0,,,97-106,,Shooting foul by R. McCallum (drawn by R. Westbrook)
2:57.0,,,97-107,1,R. Westbrook makes free throw 1 of 2
2:57.0,,,97-108,1,R. Westbrook makes free throw 2 of 2
2:46.0,Turnover by B. McLemore (dbl dribble),,97-108,,
2:33.0,,,97-110,2,E. Kanter makes 2-pt shot from 14 ft (assist by R. Westbrook)
2:14.0,D. Williams misses 2-pt shot from 19 ft,,97-110,,
2:13.0,,,97-110,,Defensive rebound by E. Kanter
2:04.0,,,97-112,2,E. Kanter makes 2-pt shot at rim (assist by R. Westbrook)
2:02.0,Sacramento full timeout,,97-112,,
2:02.0,R. Hollins enters the game for D. Williams,,97-112,,
1:49.0,Turnover by B. McLemore (bad pass),,97-112,,
1:35.0,,,97-114,2,E. Kanter makes 2-pt shot from 10 ft (assist by R. Westbrook)
1:29.0,,,97-114,,Personal take foul by R. Westbrook (drawn by A. Miller)
1:29.0,,,97-114,,P. Jones enters the game for E. Kanter
1:29.0,,,97-114,,D. Augustin enters the game for S. Adams
1:29.0,,,97-114,,K. Singler enters the game for D. Waiters
1:29.0,,,97-114,,M. McGary enters the game for R. Westbrook
1:29.0,,,97-114,,J. Lamb enters the game for A. Morrow
1:29.0,A. Miller misses free throw 1 of 2,,97-114,,
1:29.0,Offensive rebound by Team,,97-114,,
1:29.0,A. Miller makes free throw 2 of 2,1,98-114,,
1:12.0,,,98-114,,P. Jones misses 2-pt shot from 20 ft
1:11.0,Defensive rebound by R. Hollins,,98-114,,
1:03.0,N. Stauskas enters the game for A. Miller,,98-114,,
1:03.0,S. Bhullar enters the game for J. Thompson,,98-114,,
0:52.0,Shooting foul by M. McGary (drawn by N. Stauskas),,98-114,,
0:52.0,N. Stauskas makes 2-pt shot from 1 ft,2,100-114,,
0:52.0,N. Stauskas makes free throw 1 of 1,1,101-114,,
0:36.0,,,101-116,2,M. McGary makes 2-pt shot from 14 ft (assist by D. Augustin)
0:24.0,R. Hollins makes 2-pt shot from 4 ft (assist by S. Bhullar),2,103-116,,
0:24.0,,,103-116,,Oklahoma City full timeout
0:24.0,,,103-116,,S. Novak enters the game for P. Jones
0:03.0,,,103-116,,M. McGary misses 2-pt shot from 18 ft (block by S. Bhullar)
0:01.0,,,103-116,,Offensive rebound by M. McGary
0:00.0,,,103-116,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
