time,Detroit,pts.away,score,pts.home,Atlanta
2:50.0,,,78-88,,Shooting foul by K. Caldwell-Pope (drawn by K. Bazemore)
2:50.0,,,78-88,,Atlanta full timeout
2:50.0,,,78-88,,A. Horford enters the game for M. Scott
2:50.0,,,78-88,,K. Bazemore misses free throw 1 of 2
2:50.0,,,78-88,,Offensive rebound by Team
2:50.0,,,78-88,,K. Bazemore misses free throw 2 of 2
2:49.0,Defensive rebound by K. Caldwell-Pope,,78-88,,
2:32.0,J. Jerebko misses 2-pt shot from 2 ft,,78-88,,
2:31.0,,,78-88,,Defensive rebound by A. Horford
2:28.0,,,78-90,2,J. Teague makes 2-pt shot from 1 ft
2:28.0,,,78-90,,Shooting foul by B. Jennings (drawn by J. Teague)
2:28.0,,,78-91,1,J. Teague makes free throw 1 of 1
2:12.0,K. Caldwell-Pope misses 3-pt shot from 25 ft,,78-91,,
2:10.0,Offensive rebound by G. Monroe,,78-91,,
2:09.0,G. Monroe makes 2-pt shot from 1 ft,2,80-91,,
1:45.0,,,80-91,,P. Millsap misses 2-pt shot from 11 ft
1:43.0,Defensive rebound by G. Monroe,,80-91,,
1:36.0,J. Jerebko misses 3-pt shot from 25 ft,,80-91,,
1:33.0,,,80-91,,Defensive rebound by J. Teague
1:27.0,,,80-93,2,P. Millsap makes 2-pt shot from 1 ft (assist by A. Horford)
1:17.0,B. Jennings misses 3-pt shot from 24 ft,,80-93,,
1:15.0,,,80-93,,Defensive rebound by D. Carroll
0:57.0,,,80-93,,Turnover by K. Bazemore (lost ball)
0:57.0,,,80-93,,M. Scott enters the game for P. Millsap
0:42.0,K. Caldwell-Pope misses 3-pt shot from 23 ft,,80-93,,
0:39.0,Offensive rebound by J. Jerebko,,80-93,,
0:36.0,B. Jennings misses 3-pt shot from 24 ft,,80-93,,
0:35.0,,,80-93,,Defensive rebound by M. Scott
0:14.0,,,80-93,,J. Teague misses 2-pt shot from 3 ft (block by K. Caldwell-Pope)
0:12.0,,,80-93,,Offensive rebound by M. Scott
0:11.0,,,80-93,,M. Scott misses 3-pt shot from 25 ft
0:11.0,,,80-93,,Offensive rebound by Team
0:11.0,,,80-93,,Turnover by Team (shot clock)
0:00.0,K. Caldwell-Pope makes 2-pt shot from 6 ft,2,82-93,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
