time,Philadelphia,pts.away,score,pts.home,Miami
3:49.0,Loose ball foul by N. Noel (drawn by C. Andersen),,96-113,,
3:49.0,,,96-114,1,C. Andersen makes free throw 1 of 2
3:49.0,,,96-115,1,C. Andersen makes free throw 2 of 2
3:30.0,R. Covington misses 3-pt shot from 25 ft,,96-115,,
3:29.0,Offensive rebound by Team,,96-115,,
3:29.0,,,96-115,,Loose ball foul by J. Ennis (drawn by L. Mbah a Moute)
3:29.0,L. Mbah a Moute misses free throw 1 of 2,,96-115,,
3:29.0,Offensive rebound by Team,,96-115,,
3:29.0,,,96-115,,H. Walker enters the game for C. Andersen
3:29.0,,,96-115,,T. Johnson enters the game for G. Dragic
3:29.0,,,96-115,,Z. Dragic enters the game for M. Chalmers
3:29.0,L. Mbah a Moute misses free throw 2 of 2,,96-115,,
3:28.0,,,96-115,,Defensive rebound by J. Ennis
3:05.0,,,96-115,,T. Johnson misses 2-pt shot from 10 ft
3:04.0,Defensive rebound by N. Noel,,96-115,,
2:58.0,H. Thompson makes 3-pt shot from 25 ft (assist by I. Smith),3,99-115,,
2:40.0,,,99-115,,J. Ennis misses 3-pt shot from 24 ft
2:39.0,Defensive rebound by I. Smith,,99-115,,
2:21.0,L. Mbah a Moute misses 3-pt shot from 25 ft,,99-115,,
2:20.0,,,99-115,,Defensive rebound by T. Johnson
2:07.0,,,99-115,,T. Johnson misses 2-pt shot from 17 ft
2:06.0,Defensive rebound by L. Mbah a Moute,,99-115,,
1:54.0,,,99-115,,Personal foul by Z. Dragic (drawn by H. Thompson)
1:54.0,H. Thompson makes free throw 1 of 2,1,100-115,,
1:54.0,F. Aldemir enters the game for N. Noel,,100-115,,
1:54.0,J. Sampson enters the game for L. Mbah a Moute,,100-115,,
1:54.0,T. Frazier enters the game for R. Covington,,100-115,,
1:54.0,H. Thompson makes free throw 2 of 2,1,101-115,,
1:33.0,,,101-117,2,U. Haslem makes 2-pt shot from 1 ft (assist by T. Johnson)
1:24.0,F. Aldemir makes 2-pt shot at rim (assist by I. Smith),2,103-117,,
1:12.0,,,103-117,,Turnover by U. Haslem (bad pass; steal by I. Smith)
1:05.0,H. Thompson makes 3-pt shot from 25 ft (assist by T. Frazier),3,106-117,,
0:50.0,,,106-119,2,T. Johnson makes 2-pt shot from 7 ft
0:42.0,J. Sampson misses 3-pt shot from 24 ft,,106-119,,
0:40.0,Offensive rebound by F. Aldemir,,106-119,,
0:40.0,F. Aldemir makes 2-pt shot from 3 ft,2,108-119,,
0:26.0,,,108-119,,J. Ennis misses 2-pt shot from 1 ft (block by J. Sampson)
0:25.0,Defensive rebound by F. Aldemir,,108-119,,
0:10.0,T. Frazier misses 3-pt shot from 24 ft,,108-119,,
0:09.0,,,108-119,,Defensive rebound by U. Haslem
0:00.0,End of 4th quarter,,,,End of 4th quarter
