time,New Orleans,pts.away,score,pts.home,Minnesota
2:30.0,,,94-83,,Offensive rebound by Team
2:30.0,,,94-84,1,A. Onuaku makes free throw 2 of 2
2:13.0,T. Evans misses 2-pt shot from 2 ft (block by A. Onuaku),,94-84,,
2:12.0,Offensive rebound by Team,,94-84,,
2:04.0,T. Evans misses 2-pt shot from 1 ft,,94-84,,
2:03.0,,,94-84,,Defensive rebound by R. Hummel
1:54.0,,,94-84,,R. Hummel misses 3-pt shot from 25 ft
1:53.0,Defensive rebound by E. Gordon,,94-84,,
1:40.0,Shooting foul by Z. LaVine (drawn by E. Gordon),,94-84,,
1:40.0,E. Gordon makes free throw 1 of 2,1,95-84,,
1:40.0,E. Gordon misses free throw 2 of 2,,95-84,,
1:39.0,,,95-84,,Defensive rebound by A. Onuaku
1:39.0,,,95-84,,Minnesota full timeout
1:23.0,,,95-84,,Turnover by Z. LaVine (bad pass; steal by O. Asik)
1:06.0,E. Gordon makes 3-pt shot from 22 ft (assist by A. Davis),3,98-84,,
0:57.0,,,98-86,2,A. Onuaku makes 2-pt shot at rim (assist by R. Hummel)
0:36.0,T. Evans misses 2-pt shot from 4 ft (block by L. Brown),,98-86,,
0:33.0,,,98-86,,Defensive rebound by A. Onuaku
0:26.0,,,98-88,2,R. Hummel makes 2-pt shot from 17 ft (assist by L. Brown)
0:02.0,E. Gordon makes 2-pt shot from 13 ft,2,100-88,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
