time,San Antonio,pts.away,score,pts.home,Houston
4:23.0,K. Anderson misses 2-pt shot from 2 ft,,71-88,,
4:21.0,Offensive rebound by A. Baynes,,71-88,,
4:21.0,A. Baynes misses 2-pt shot from 1 ft,,71-88,,
4:19.0,,,71-88,,Defensive rebound by C. Capela
4:10.0,,,71-88,,F. Garcia misses 2-pt shot from 15 ft
4:09.0,Defensive rebound by A. Daye,,71-88,,
3:58.0,A. Daye misses 3-pt shot from 25 ft,,71-88,,
3:56.0,Offensive rebound by Team,,71-88,,
3:52.0,A. Daye makes 2-pt shot from 12 ft (assist by K. Anderson),2,73-88,,
3:31.0,,,73-91,3,I. Canaan makes 3-pt shot from 24 ft
3:18.0,K. Anderson misses 2-pt shot from 22 ft,,73-91,,
3:17.0,,,73-91,,Defensive rebound by C. Capela
3:09.0,,,73-91,,Shooting foul by A. Baynes (drawn by C. Capela)
3:09.0,,,73-91,,C. Capela misses free throw 1 of 2
3:09.0,,,73-91,,Offensive rebound by Team
3:09.0,,,73-91,,N. Johnson enters the game for I. Canaan
3:09.0,,,73-91,,J. Dorsey enters the game for K. Papanikolaou
3:09.0,,,73-91,,C. Capela misses free throw 2 of 2
3:09.0,Defensive rebound by A. Baynes,,73-91,,
2:57.0,,,73-91,,Personal foul by N. Johnson (drawn by K. Anderson)
2:57.0,San Antonio full timeout,,73-91,,
2:57.0,K. Anderson misses free throw 1 of 2,,73-91,,
2:57.0,Offensive rebound by Team,,73-91,,
2:57.0,K. Anderson makes free throw 2 of 2,1,74-91,,
2:36.0,,,74-91,,J. Dorsey misses 2-pt shot from 5 ft
2:36.0,Defensive rebound by Team,,74-91,,
2:23.0,A. Daye misses 2-pt shot from 7 ft (block by F. Garcia),,74-91,,
2:22.0,,,74-91,,Defensive rebound by J. Dorsey
2:13.0,,,74-91,,T. Daniels misses 3-pt shot from 24 ft
2:12.0,Defensive rebound by J. Ayres,,74-91,,
1:55.0,A. Baynes misses 2-pt shot from 14 ft,,74-91,,
1:53.0,,,74-91,,Defensive rebound by C. Capela
1:40.0,,,74-91,,N. Johnson misses 2-pt shot from 9 ft
1:40.0,Defensive rebound by Team,,74-91,,
1:40.0,,,74-91,,Loose ball foul by J. Dorsey (drawn by A. Baynes)
1:40.0,A. Baynes makes free throw 1 of 2,1,75-91,,
1:40.0,A. Baynes makes free throw 2 of 2,1,76-91,,
1:23.0,,,76-93,2,T. Daniels makes 2-pt shot from 1 ft
1:14.0,J. Ayres misses 2-pt shot from 15 ft,,76-93,,
1:13.0,,,76-93,,Defensive rebound by J. Dorsey
1:00.0,,,76-93,,Turnover by J. Dorsey (bad pass; steal by A. Daye)
0:54.0,M. Bonner makes 3-pt shot from 24 ft (assist by K. Anderson),3,79-93,,
0:44.0,,,79-96,3,T. Daniels makes 3-pt shot from 26 ft (assist by C. Capela)
0:34.0,K. Anderson misses 3-pt shot from 25 ft,,79-96,,
0:34.0,,,79-96,,Defensive rebound by Team
0:31.0,Personal block foul by K. Anderson (drawn by N. Johnson),,79-96,,
0:31.0,,,79-97,1,N. Johnson makes free throw 1 of 2
0:31.0,,,79-98,1,N. Johnson makes free throw 2 of 2
0:13.0,A. Daye misses 2-pt shot from 9 ft,,79-98,,
0:11.0,Offensive rebound by A. Baynes,,79-98,,
0:09.0,A. Baynes misses 2-pt shot from 6 ft,,79-98,,
0:06.0,Offensive rebound by A. Daye,,79-98,,
0:06.0,A. Daye misses 2-pt shot from 3 ft,,79-98,,
0:06.0,Offensive rebound by A. Daye,,79-98,,
0:06.0,A. Daye makes 2-pt shot from 3 ft,2,81-98,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
