time,New York,pts.away,score,pts.home,Charlotte
6:51.0,,,61-65,,Turnover by B. Roberts (bad pass)
6:51.0,,,61-65,,A. Jefferson enters the game for J. Maxiell
6:51.0,,,61-65,,G. Henderson enters the game for P. Hairston
6:30.0,Shooting foul by C. Zeller (drawn by L. Amundson),,61-65,,
6:30.0,L. Amundson misses free throw 1 of 2,,61-65,,
6:30.0,Offensive rebound by Team,,61-65,,
6:30.0,L. Amundson makes free throw 2 of 2,1,62-65,,
6:19.0,,,62-65,,B. Roberts misses 2-pt shot from 10 ft
6:16.0,,,62-65,,Offensive rebound by Team
6:16.0,Loose ball foul by J. Smith (drawn by B. Roberts),,62-65,,
6:11.0,,,62-65,,B. Roberts misses 3-pt shot from 25 ft
6:09.0,Defensive rebound by T. Hardaway,,62-65,,
5:45.0,L. Amundson makes 2-pt shot from 16 ft (assist by L. Thomas),2,64-65,,
5:24.0,,,64-67,2,A. Jefferson makes 2-pt shot from 1 ft
4:53.0,J. Smith misses 2-pt shot from 1 ft (block by C. Zeller),,64-67,,
4:50.0,Offensive rebound by L. Amundson,,64-67,,
4:50.0,L. Amundson misses 2-pt shot from 2 ft (block by A. Jefferson),,64-67,,
4:50.0,Offensive rebound by L. Amundson,,64-67,,
4:50.0,Turnover by Team (shot clock),,64-67,,
4:50.0,Official timeout,,64-67,,
4:38.0,,,64-67,,Turnover by B. Roberts (bad pass; steal by L. Galloway)
4:22.0,Turnover by L. Galloway (bad pass; steal by L. Stephenson),,64-67,,
4:17.0,,,64-69,2,L. Stephenson makes 2-pt shot from 1 ft
4:01.0,Shooting foul by L. Stephenson (drawn by T. Hardaway),,64-69,,
4:01.0,T. Hardaway makes free throw 1 of 2,1,65-69,,
4:01.0,T. Hardaway makes free throw 2 of 2,1,66-69,,
3:44.0,,,66-69,,A. Jefferson misses 2-pt shot from 9 ft
3:42.0,Defensive rebound by L. Thomas,,66-69,,
3:23.0,L. Thomas misses 2-pt shot from 8 ft,,66-69,,
3:20.0,Jump ball: L. Amundson vs. A. Jefferson (B. Roberts gains possession),,,,Jump ball: L. Amundson vs. A. Jefferson (B. Roberts gains possession)
3:20.0,,,66-69,,Defensive rebound by Team
3:03.0,,,66-69,,Shooting foul by L. Amundson (drawn by A. Jefferson)
3:03.0,C. Aldrich enters the game for L. Amundson,,66-69,,
3:03.0,,,66-69,,A. Jefferson misses free throw 1 of 2
3:03.0,,,66-69,,Offensive rebound by Team
3:03.0,,,66-69,,A. Jefferson misses free throw 2 of 2
3:01.0,Defensive rebound by J. Smith,,66-69,,
2:39.0,T. Hardaway makes 3-pt shot from 26 ft (assist by L. Galloway),3,69-69,,
2:15.0,,,69-71,2,B. Roberts makes 2-pt shot from 14 ft
2:14.0,New York full timeout,,69-71,,
2:14.0,,,69-71,,Charlotte full timeout
2:03.0,L. Galloway misses 2-pt shot from 17 ft,,69-71,,
2:01.0,,,69-71,,Defensive rebound by A. Jefferson
1:42.0,,,69-73,2,A. Jefferson makes 2-pt shot at rim
1:26.0,L. Thomas misses 2-pt shot from 15 ft,,69-73,,
1:23.0,Offensive rebound by C. Aldrich,,69-73,,
1:23.0,C. Aldrich misses 2-pt shot from 5 ft,,69-73,,
1:20.0,Offensive rebound by C. Aldrich,,69-73,,
1:14.0,T. Hardaway misses 3-pt shot from 25 ft,,69-73,,
1:13.0,,,69-73,,Defensive rebound by Team
1:13.0,Loose ball foul by L. Thomas (drawn by G. Henderson),,69-73,,
0:56.0,,,69-73,,G. Henderson misses 2-pt shot from 17 ft
0:55.0,Defensive rebound by L. Galloway,,69-73,,
0:42.0,,,69-73,,Personal foul by G. Henderson (drawn by L. Thomas)
0:42.0,L. Thomas makes free throw 1 of 2,1,70-73,,
0:42.0,L. Thomas makes free throw 2 of 2,1,71-73,,
0:24.0,,,71-73,,G. Henderson misses 2-pt shot from 16 ft
0:23.0,,,71-73,,Offensive rebound by A. Jefferson
0:22.0,Personal foul by L. Galloway (drawn by A. Jefferson),,71-73,,
0:22.0,,,71-73,,A. Jefferson misses free throw 1 of 2
0:22.0,,,71-73,,Offensive rebound by Team
0:22.0,,,71-74,1,A. Jefferson makes free throw 2 of 2
0:22.0,New York full timeout,,71-74,,
0:22.0,,,71-74,,M. Kidd-Gilchrist enters the game for L. Stephenson
0:15.0,T. Hardaway misses 3-pt shot from 26 ft,,71-74,,
0:12.0,Offensive rebound by C. Aldrich,,71-74,,
0:12.0,Turnover by C. Aldrich (bad pass),,71-74,,
0:12.0,,,71-74,,Charlotte full timeout
0:12.0,T. Wear enters the game for C. Aldrich,,71-74,,
0:12.0,,,71-74,,L. Stephenson enters the game for M. Kidd-Gilchrist
0:12.0,,,71-74,,G. Neal enters the game for C. Zeller
0:10.0,Personal take foul by T. Wear (drawn by G. Henderson),,71-74,,
0:10.0,,,71-75,1,G. Henderson makes free throw 1 of 2
0:10.0,,,71-75,,M. Kidd-Gilchrist enters the game for L. Stephenson
0:10.0,C. Aldrich enters the game for T. Wear,,71-75,,
0:10.0,,,71-75,,C. Zeller enters the game for G. Neal
0:10.0,,,71-76,1,G. Henderson makes free throw 2 of 2
0:10.0,New York full timeout,,71-76,,
0:06.0,Turnover by Team (back court),,71-76,,
0:06.0,,,71-76,,L. Stephenson enters the game for M. Kidd-Gilchrist
0:06.0,,,71-76,,G. Neal enters the game for C. Zeller
0:00.0,End of 4th quarter,,,,End of 4th quarter
