time,Portland,pts.away,score,pts.home,New Orleans
2:28.0,,,107-78,,Shooting foul by A. Crabbe (drawn by J. Fredette)
2:28.0,,,107-78,,New Orleans full timeout
2:28.0,,,107-79,1,J. Fredette makes free throw 1 of 2
2:28.0,,,107-80,1,J. Fredette makes free throw 2 of 2
2:10.0,C. McCollum makes 2-pt shot from 15 ft,2,109-80,,
1:53.0,,,109-80,,J. Fredette misses 2-pt shot from 4 ft
1:51.0,,,109-80,,Offensive rebound by J. Withey
1:51.0,,,109-80,,J. Withey misses 2-pt shot from 1 ft
1:50.0,Defensive rebound by T. Robinson,,109-80,,
1:43.0,Turnover by C. McCollum (bad pass; steal by A. Rivers),,109-80,,
1:38.0,,,109-82,2,R. Smith makes 2-pt shot from 2 ft
1:22.0,A. Crabbe misses 2-pt shot from 21 ft,,109-82,,
1:21.0,,,109-82,,Defensive rebound by A. Ajinca
1:11.0,,,109-82,,R. Smith misses 3-pt shot from 25 ft
1:10.0,,,109-82,,Offensive rebound by A. Ajinca
1:10.0,,,109-84,2,A. Ajinca makes 2-pt shot from 14 ft
0:55.0,M. Leonard makes 3-pt shot from 26 ft,3,112-84,,
0:34.0,,,112-84,,Shooting foul by M. Leonard (drawn by J. Withey)
0:34.0,,,112-85,1,J. Withey makes free throw 1 of 2
0:34.0,,,112-86,1,J. Withey makes free throw 2 of 2
0:23.0,W. Barton makes 2-pt shot from 9 ft,2,114-86,,
0:05.0,,,114-86,,Shooting foul by T. Robinson (drawn by A. Rivers)
0:05.0,,,114-87,1,A. Rivers makes free throw 1 of 2
0:05.0,,,114-88,1,A. Rivers makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
