time,Phoenix,pts.away,score,pts.home,Portland
3:37.0,Defensive rebound by G. Dragic,,77-92,,
3:34.0,M. Morris makes 2-pt shot from 1 ft (assist by G. Dragic),2,79-92,,
3:34.0,Shooting foul by N. Batum (drawn by M. Morris),,79-92,,
3:34.0,M. Morris misses free throw 1 of 1,,79-92,,
3:33.0,,,79-92,,Defensive rebound by Team
3:33.0,Loose ball foul by P. Tucker (drawn by W. Matthews),,79-92,,
3:33.0,,,79-93,1,W. Matthews makes free throw 1 of 2
3:33.0,,,79-94,1,W. Matthews makes free throw 2 of 2
3:23.0,E. Bledsoe makes 2-pt shot from 1 ft (assist by G. Dragic),2,81-94,,
3:00.0,,,81-96,2,L. Aldridge makes 2-pt shot from 6 ft
2:55.0,,,81-96,,Portland full timeout
2:49.0,G. Dragic misses 3-pt shot from 24 ft,,81-96,,
2:48.0,,,81-96,,Defensive rebound by L. Aldridge
2:26.0,,,81-98,2,L. Aldridge makes 2-pt shot from 18 ft
2:13.0,E. Bledsoe misses 3-pt shot from 24 ft,,81-98,,
2:11.0,,,81-98,,Defensive rebound by L. Aldridge
1:56.0,,,81-98,,N. Batum misses 2-pt shot from 1 ft
1:55.0,,,81-98,,Offensive rebound by L. Aldridge
1:55.0,,,81-98,,L. Aldridge misses 2-pt shot from 1 ft
1:55.0,,,81-98,,Offensive rebound by L. Aldridge
1:55.0,,,81-100,2,L. Aldridge makes 2-pt shot from 1 ft
1:55.0,Phoenix full timeout,,81-100,,
1:55.0,Z. Dragic enters the game for P. Tucker,,81-100,,
1:55.0,G. Green enters the game for M. Morris,,81-100,,
1:55.0,R. Bullock enters the game for G. Dragic,,81-100,,
1:55.0,A. Goodwin enters the game for E. Bledsoe,,81-100,,
1:55.0,M. Plumlee enters the game for I. Thomas,,81-100,,
1:55.0,,,81-100,,C. McCollum enters the game for N. Batum
1:55.0,,,81-100,,W. Barton enters the game for L. Aldridge
1:55.0,,,81-100,,A. Crabbe enters the game for W. Matthews
1:55.0,,,81-100,,T. Robinson enters the game for D. Lillard
1:55.0,,,81-100,,V. Claver enters the game for S. Blake
1:40.0,Turnover by A. Goodwin (bad pass; steal by C. McCollum),,81-100,,
1:27.0,,,81-100,,Shooting foul by A. Goodwin (drawn by C. McCollum)
1:27.0,,,81-101,1,C. McCollum makes free throw 1 of 2
1:27.0,,,81-102,1,C. McCollum makes free throw 2 of 2
1:13.0,A. Goodwin makes 2-pt shot from 7 ft,2,83-102,,
0:54.0,,,83-105,3,V. Claver makes 3-pt shot from 24 ft (assist by W. Barton)
0:39.0,,,83-105,,Personal foul by A. Crabbe (drawn by R. Bullock)
0:37.0,Z. Dragic misses 3-pt shot from 23 ft,,83-105,,
0:36.0,,,83-105,,Defensive rebound by A. Crabbe
0:25.0,,,83-108,3,W. Barton makes 3-pt shot from 23 ft
0:17.0,Shooting foul by T. Robinson (drawn by A. Goodwin),,83-108,,
0:17.0,A. Goodwin makes free throw 1 of 2,1,84-108,,
0:17.0,A. Goodwin makes free throw 2 of 2,1,85-108,,
0:10.0,,,85-108,,Turnover by W. Barton (lost ball; steal by A. Goodwin)
0:07.0,Z. Dragic makes 2-pt shot at rim,2,87-108,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
