time,Sacramento,pts.away,score,pts.home,New York
6:45.0,Defensive rebound by J. Thompson,,110-77,,
6:33.0,O. Casspi misses 3-pt shot from 25 ft,,110-77,,
6:32.0,,,110-77,,Defensive rebound by A. Shved
6:11.0,,,110-77,,Turnover by Q. Acy (lost ball; steal by A. Miller)
6:09.0,Turnover by J. Thompson (bad pass; steal by A. Shved),,110-77,,
6:04.0,,,110-77,,A. Shved misses 3-pt shot from 24 ft
6:03.0,Defensive rebound by A. Miller,,110-77,,
5:44.0,N. Stauskas makes 3-pt shot from 25 ft (assist by A. Miller),3,113-77,,
5:27.0,Violation by O. Casspi (kicked ball),,113-77,,
5:27.0,Official timeout,,113-77,,
5:27.0,,,113-77,,C. Aldrich enters the game for C. Early
5:27.0,R. Hollins enters the game for J. Thompson,,113-77,,
5:27.0,C. Landry enters the game for D. Williams,,113-77,,
5:27.0,R. McCallum enters the game for A. Miller,,113-77,,
5:16.0,,,113-77,,C. Aldrich misses 2-pt shot from 2 ft
5:15.0,Defensive rebound by R. Hollins,,113-77,,
5:09.0,,,113-77,,Personal foul by T. Wear (drawn by C. Landry)
4:59.0,R. Hollins misses 2-pt shot from 3 ft (block by C. Aldrich),,113-77,,
4:58.0,Offensive rebound by C. Landry,,113-77,,
4:57.0,Shooting foul by Q. Acy (drawn by C. Landry),,113-77,,
4:57.0,C. Landry misses free throw 1 of 2,,113-77,,
4:57.0,Offensive rebound by Team,,113-77,,
4:57.0,C. Landry makes free throw 2 of 2,1,114-77,,
4:47.0,,,114-77,,Turnover by A. Shved (bad pass; steal by O. Casspi)
4:42.0,R. McCallum makes 2-pt shot from 1 ft (assist by O. Casspi),2,116-77,,
4:31.0,Personal foul by O. Casspi (drawn by S. Larkin),,116-77,,
4:19.0,,,116-77,,Shooting foul by N. Stauskas (drawn by A. Shved)
4:19.0,,,116-78,1,A. Shved makes free throw 1 of 3
4:19.0,,,116-78,,A. Shved misses free throw 2 of 3
4:19.0,,,116-78,,Offensive rebound by Team
4:19.0,,,116-79,1,A. Shved makes free throw 3 of 3
4:07.0,C. Landry misses 2-pt shot from 16 ft,,116-79,,
4:06.0,,,116-79,,Defensive rebound by T. Wear
3:59.0,,,116-81,2,S. Larkin makes 2-pt shot from 13 ft
3:46.0,O. Casspi misses 2-pt shot from 4 ft,,116-81,,
3:45.0,Offensive rebound by O. Casspi,,116-81,,
3:41.0,O. Casspi makes 2-pt shot from 2 ft,2,118-81,,
3:30.0,,,118-81,,Shooting foul by O. Casspi (drawn by T. Wear)
3:30.0,,,118-82,1,T. Wear makes free throw 1 of 2
3:30.0,,,118-83,1,T. Wear makes free throw 2 of 2
3:14.0,Offensive foul by R. Hollins,,118-83,,
3:14.0,Turnover by R. Hollins (offensive foul),,118-83,,
2:59.0,,,118-83,,Q. Acy misses 3-pt shot from 25 ft
2:58.0,,,118-83,,Offensive rebound by C. Aldrich
2:56.0,,,118-83,,Shooting foul by N. Stauskas (drawn by S. Larkin)
2:56.0,Sacramento full timeout,,118-83,,
2:56.0,,,118-83,,S. Larkin misses free throw 1 of 2
2:56.0,,,118-83,,Offensive rebound by Team
2:56.0,,,118-83,,S. Larkin misses free throw 2 of 2
2:55.0,Defensive rebound by R. Hollins,,118-83,,
2:42.0,O. Casspi misses 3-pt shot from 25 ft,,118-83,,
2:41.0,Offensive rebound by C. Landry,,118-83,,
2:29.0,N. Stauskas misses 3-pt shot from 26 ft,,118-83,,
2:28.0,,,118-83,,Defensive rebound by C. Aldrich
2:09.0,,,118-83,,Q. Acy misses 2-pt shot from 6 ft
2:08.0,Defensive rebound by R. McCallum,,118-83,,
2:04.0,O. Casspi makes 2-pt shot from 1 ft (assist by R. McCallum),2,120-83,,
1:43.0,,,120-83,,C. Aldrich misses 2-pt shot from 6 ft
1:42.0,Defensive rebound by R. Hollins,,120-83,,
1:33.0,Turnover by R. McCallum (lost ball),,120-83,,
1:24.0,,,120-83,,Turnover by Q. Acy (offensive foul)
1:24.0,,,120-83,,Offensive foul by Q. Acy
1:12.0,Turnover by N. Stauskas (bad pass; steal by S. Larkin),,120-83,,
1:07.0,,,120-83,,Turnover by S. Larkin (bad pass)
0:58.0,O. Casspi makes 2-pt shot from 3 ft (assist by R. Hollins),2,122-83,,
0:43.0,,,122-86,3,T. Wear makes 3-pt shot from 26 ft (assist by C. Aldrich)
0:30.0,Shooting foul by C. Aldrich (drawn by N. Stauskas),,122-86,,
0:30.0,N. Stauskas makes free throw 1 of 2,1,123-86,,
0:30.0,N. Stauskas makes free throw 2 of 2,1,124-86,,
0:09.0,,,124-86,,Q. Acy misses 3-pt shot from 24 ft
0:08.0,,,124-86,,Offensive rebound by A. Shved
0:06.0,,,124-86,,Turnover by A. Shved (bad pass; steal by R. Hollins)
0:00.0,End of 4th quarter,,,,End of 4th quarter
