time,Indiana,pts.away,score,pts.home,Philadelphia
10:02.0,,,74-78,,H. Sims misses free throw 1 of 2
10:02.0,,,74-78,,Offensive rebound by Team
10:02.0,R. Hibbert enters the game for I. Mahinmi,,74-78,,
10:02.0,,,74-79,1,H. Sims makes free throw 2 of 2
9:44.0,R. Hibbert misses 2-pt shot from 12 ft,,74-79,,
9:42.0,,,74-79,,Defensive rebound by T. Wroten
9:37.0,,,74-81,2,J. Sampson makes 2-pt shot at rim (assist by T. Wroten)
9:21.0,D. Sloan misses 3-pt shot from 25 ft,,74-81,,
9:17.0,,,74-81,,Defensive rebound by L. Mbah a Moute
9:14.0,,,74-81,,T. Wroten misses 2-pt shot from 2 ft
9:11.0,,,74-81,,Offensive rebound by K. McDaniels
8:58.0,,,74-81,,T. Wroten misses 2-pt shot from 1 ft
8:56.0,,,74-81,,Offensive rebound by H. Sims
8:52.0,,,74-81,,Shooting foul by R. Hibbert (drawn by K. McDaniels)
8:52.0,,,74-81,,Philadelphia full timeout
8:52.0,,,74-82,1,K. McDaniels makes free throw 1 of 2
8:52.0,L. Allen enters the game for R. Hibbert,,74-82,,
8:52.0,,,74-82,,K. McDaniels misses free throw 2 of 2
8:51.0,Defensive rebound by D. Sloan,,74-82,,
8:31.0,,,74-82,,Personal foul by H. Sims (drawn by D. Sloan)
8:17.0,R. Stuckey makes 3-pt shot from 24 ft (assist by L. Scola),3,77-82,,
7:58.0,,,77-82,,Turnover by L. Mbah a Moute (step out of bounds)
7:46.0,L. Allen misses 2-pt shot from 11 ft,,77-82,,
7:44.0,,,77-82,,Defensive rebound by H. Sims
7:38.0,,,77-82,,L. Mbah a Moute misses 2-pt shot from 17 ft
7:35.0,Defensive rebound by L. Scola,,77-82,,
7:31.0,Turnover by D. Sloan (bad pass; steal by T. Wroten),,77-82,,
7:26.0,,,77-84,2,K. McDaniels makes 2-pt shot at rim (assist by T. Wroten)
7:02.0,L. Scola misses 2-pt shot from 3 ft,,77-84,,
7:00.0,,,77-84,,Defensive rebound by J. Sampson
6:41.0,,,77-84,,T. Wroten misses 3-pt shot from 26 ft
6:39.0,Defensive rebound by R. Stuckey,,77-84,,
6:27.0,L. Scola misses 2-pt shot from 5 ft,,77-84,,
6:25.0,,,77-84,,Defensive rebound by H. Sims
6:05.0,,,77-84,,T. Wroten misses 2-pt shot from 3 ft
6:03.0,,,77-84,,Offensive rebound by H. Sims
6:03.0,,,77-84,,H. Sims misses 2-pt shot from 2 ft
6:01.0,Defensive rebound by R. Stuckey,,77-84,,
5:57.0,Shooting foul by J. Sampson (drawn by R. Stuckey),,77-84,,
5:57.0,,,77-84,,Philadelphia full timeout
5:57.0,D. West enters the game for L. Scola,,77-84,,
5:57.0,C. Watson enters the game for L. Allen,,77-84,,
5:57.0,S. Hill enters the game for D. Sloan,,77-84,,
5:57.0,R. Hibbert enters the game for D. Rudez,,77-84,,
5:57.0,,,77-84,,M. Carter-Williams enters the game for L. Mbah a Moute
5:57.0,,,77-84,,N. Noel enters the game for H. Sims
5:57.0,,,77-84,,J. Grant enters the game for J. Sampson
5:57.0,R. Stuckey misses free throw 1 of 2,,77-84,,
5:57.0,Offensive rebound by Team,,77-84,,
5:57.0,R. Stuckey makes free throw 2 of 2,1,78-84,,
5:41.0,,,78-84,,Turnover by T. Wroten (bad pass)
5:31.0,S. Hill misses 2-pt shot from 2 ft,,78-84,,
5:28.0,Offensive rebound by R. Hibbert,,78-84,,
5:28.0,Indiana full timeout,,78-84,,
5:28.0,,,78-84,,R. Covington enters the game for K. McDaniels
5:08.0,C. Watson misses 2-pt shot from 2 ft (block by N. Noel),,78-84,,
5:05.0,,,78-84,,Defensive rebound by J. Grant
5:00.0,,,78-84,,R. Covington misses 3-pt shot from 24 ft
4:56.0,Defensive rebound by S. Hill,,78-84,,
4:39.0,D. West makes 2-pt shot from 16 ft (assist by C. Watson),2,80-84,,
4:26.0,,,80-84,,M. Carter-Williams misses 2-pt shot from 10 ft
4:24.0,,,80-84,,Offensive rebound by J. Grant
4:08.0,,,80-84,,J. Grant misses 2-pt shot from 10 ft (block by R. Hibbert)
4:05.0,Jump ball: J. Grant vs. R. Hibbert (T. Wroten gains possession),,,,Jump ball: J. Grant vs. R. Hibbert (T. Wroten gains possession)
4:05.0,,,80-84,,Offensive rebound by Team
4:03.0,,,80-84,,R. Covington misses 3-pt shot from 25 ft
4:01.0,,,80-84,,Offensive rebound by J. Grant
3:59.0,,,80-84,,J. Grant misses 2-pt shot from 2 ft
3:58.0,Defensive rebound by R. Hibbert,,80-84,,
3:38.0,R. Hibbert makes 2-pt shot at rim (assist by D. West),2,82-84,,
3:18.0,,,82-84,,R. Covington misses 2-pt shot from 3 ft
3:17.0,Defensive rebound by R. Hibbert,,82-84,,
3:09.0,S. Hill misses 2-pt shot from 3 ft,,82-84,,
3:08.0,Offensive rebound by D. West,,82-84,,
3:08.0,Shooting foul by T. Wroten (drawn by D. West),,82-84,,
3:08.0,D. West makes free throw 1 of 2,1,83-84,,
3:08.0,D. West misses free throw 2 of 2,,83-84,,
3:05.0,,,83-84,,Defensive rebound by J. Grant
2:51.0,,,83-86,2,N. Noel makes 2-pt shot from 2 ft (assist by M. Carter-Williams)
2:51.0,,,83-86,,Shooting foul by D. West (drawn by N. Noel)
2:51.0,,,83-86,,L. Mbah a Moute enters the game for J. Grant
2:51.0,,,83-87,1,N. Noel makes free throw 1 of 1
2:36.0,C. Watson misses 3-pt shot from 24 ft,,83-87,,
2:34.0,Offensive rebound by S. Hill,,83-87,,
2:30.0,C. Watson makes 3-pt shot from 25 ft (assist by D. West),3,86-87,,
2:15.0,,,86-87,,M. Carter-Williams misses 2-pt shot from 13 ft
2:12.0,Defensive rebound by D. West,,86-87,,
1:51.0,D. West makes 2-pt shot from 7 ft (assist by C. Watson),2,88-87,,
1:51.0,,,88-87,,Philadelphia full timeout
1:29.0,,,88-89,2,T. Wroten makes 2-pt shot from 2 ft
1:14.0,D. West misses 2-pt shot from 16 ft,,88-89,,
1:13.0,,,88-89,,Defensive rebound by M. Carter-Williams
0:53.0,,,88-89,,M. Carter-Williams misses 2-pt shot from 6 ft
0:50.0,,,88-89,,Offensive rebound by T. Wroten
0:50.0,,,88-89,,T. Wroten misses 2-pt shot from 1 ft
0:49.0,Defensive rebound by R. Hibbert,,88-89,,
0:43.0,C. Watson misses 2-pt shot from 3 ft,,88-89,,
0:41.0,Offensive rebound by R. Hibbert,,88-89,,
0:41.0,R. Hibbert makes 2-pt shot from 1 ft,2,90-89,,
0:41.0,,,90-89,,Philadelphia full timeout
0:33.0,,,90-91,2,R. Covington makes 2-pt shot from 5 ft (assist by M. Carter-Williams)
0:32.0,Indiana full timeout,,90-91,,
0:32.0,,,90-91,,J. Grant enters the game for T. Wroten
0:18.0,D. West makes 2-pt shot from 11 ft,2,92-91,,
0:18.0,,,92-91,,Philadelphia full timeout
0:18.0,,,92-91,,T. Wroten enters the game for J. Grant
0:18.0,,,92-91,,H. Sims enters the game for N. Noel
0:14.0,,,92-91,,R. Covington misses 2-pt shot from 6 ft (block by D. West)
0:14.0,,,92-91,,Offensive rebound by Team
0:10.0,,,92-93,2,M. Carter-Williams makes 2-pt shot from 1 ft
0:09.0,Indiana full timeout,,92-93,,
0:09.0,,,92-93,,N. Noel enters the game for R. Covington
0:09.0,,,92-93,,J. Sampson enters the game for H. Sims
0:09.0,,,92-93,,J. Grant enters the game for T. Wroten
0:01.0,D. West misses 2-pt shot from 12 ft,,92-93,,
0:00.0,,,92-93,,Defensive rebound by N. Noel
0:00.0,End of 4th quarter,,,,End of 4th quarter
