time,Detroit,pts.away,score,pts.home,Milwaukee
4:25.0,,,72-99,,Turnover by G. Antetokounmpo (bad pass; steal by S. Dinwiddie)
4:20.0,Shooting foul by K. Martin (drawn by S. Dinwiddie),,72-99,,
4:20.0,,,72-99,,Milwaukee full timeout
4:20.0,S. Dinwiddie makes free throw 1 of 2,1,73-99,,
4:20.0,S. Dinwiddie makes free throw 2 of 2,1,74-99,,
4:11.0,,,74-99,,Offensive foul by J. O'Bryant
4:11.0,,,74-99,,Turnover by J. O'Bryant (offensive foul)
3:53.0,C. Martin misses 3-pt shot from 26 ft,,74-99,,
3:51.0,,,74-99,,Defensive rebound by J. Bayless
3:43.0,,,74-99,,Turnover by G. Antetokounmpo (step out of bounds)
3:26.0,J. Jerebko makes 2-pt shot at rim (assist by C. Martin),2,76-99,,
3:26.0,Shooting foul by J. O'Bryant (drawn by J. Jerebko),,76-99,,
3:26.0,J. Jerebko misses free throw 1 of 1,,76-99,,
3:25.0,,,76-99,,Defensive rebound by J. O'Bryant
3:10.0,,,76-99,,Turnover by O. Mayo (lost ball)
2:54.0,S. Dinwiddie makes 2-pt shot from 9 ft,2,78-99,,
2:29.0,,,78-99,,K. Martin misses 2-pt shot from 17 ft
2:28.0,Defensive rebound by S. Dinwiddie,,78-99,,
2:19.0,J. Jerebko makes 3-pt shot from 26 ft (assist by S. Dinwiddie),3,81-99,,
2:02.0,,,81-99,,J. O'Bryant misses 2-pt shot from 18 ft
2:00.0,Defensive rebound by C. Butler,,81-99,,
1:55.0,Turnover by S. Dinwiddie (bad pass; steal by O. Mayo),,81-99,,
1:43.0,Detroit full timeout,,81-99,,
1:35.0,,,81-99,,Turnover by J. Bayless (bad pass; steal by J. Anthony)
1:28.0,C. Butler makes 3-pt shot from 24 ft (assist by S. Dinwiddie),3,84-99,,
1:13.0,,,84-101,2,O. Mayo makes 2-pt shot from 14 ft (assist by J. Bayless)
0:55.0,J. Anthony makes 2-pt shot at rim (assist by J. Jerebko),2,86-101,,
0:31.0,,,86-101,,Turnover by Team (shot clock)
0:21.0,S. Dinwiddie misses 2-pt shot from 14 ft,,86-101,,
0:20.0,,,86-101,,Defensive rebound by J. O'Bryant
0:00.0,End of 4th quarter,,,,End of 4th quarter
