time,Golden State,pts.away,score,pts.home,Minnesota
5:00.0,,,96-77,,Z. LaVine misses 3-pt shot from 24 ft
4:59.0,Defensive rebound by M. Speights,,96-77,,
4:36.0,K. Thompson makes 2-pt shot from 1 ft,2,98-77,,
4:18.0,,,98-77,,Turnover by G. Robinson (bad pass)
4:18.0,,,98-77,,R. Hummel enters the game for A. Wiggins
4:04.0,S. Curry misses 2-pt shot from 21 ft,,98-77,,
4:02.0,,,98-77,,Defensive rebound by G. Robinson
3:58.0,,,98-77,,Shooting foul by K. Thompson (drawn by Z. LaVine)
3:58.0,,,98-77,,Z. LaVine misses free throw 1 of 2
3:58.0,,,98-77,,Offensive rebound by Team
3:58.0,B. Rush enters the game for K. Thompson,,98-77,,
3:58.0,S. Livingston enters the game for S. Curry,,98-77,,
3:58.0,,,98-78,1,Z. LaVine makes free throw 2 of 2
3:39.0,M. Speights makes 2-pt shot from 1 ft,2,100-78,,
3:20.0,O. Kuzmic enters the game for M. Speights,,100-78,,
3:20.0,,,100-78,,Minnesota full timeout
3:20.0,L. Barbosa enters the game for D. Green,,100-78,,
3:17.0,,,100-78,,C. Budinger misses 2-pt shot at rim
3:16.0,Defensive rebound by O. Kuzmic,,100-78,,
3:03.0,J. Holiday misses 2-pt shot from 1 ft,,100-78,,
3:02.0,,,100-78,,Defensive rebound by R. Hummel
2:54.0,,,100-78,,Z. LaVine misses 2-pt shot from 19 ft
2:52.0,,,100-78,,Offensive rebound by J. Adrien
2:52.0,Personal foul by S. Livingston (drawn by J. Adrien),,100-78,,
2:52.0,,,100-78,,J. Adrien misses free throw 1 of 2
2:52.0,,,100-78,,Offensive rebound by Team
2:52.0,,,100-79,1,J. Adrien makes free throw 2 of 2
2:31.0,Turnover by J. Holiday (bad pass; steal by C. Budinger),,100-79,,
2:28.0,,,100-79,,Shooting foul by S. Livingston (drawn by G. Robinson)
2:28.0,,,100-80,1,G. Robinson makes free throw 1 of 2
2:28.0,,,100-80,,G. Robinson misses free throw 2 of 2
2:27.0,,,100-80,,Offensive rebound by R. Hummel
2:15.0,,,100-80,,R. Hummel misses 3-pt shot from 25 ft
2:14.0,Defensive rebound by S. Livingston,,100-80,,
2:04.0,L. Barbosa makes 2-pt shot at rim (assist by S. Livingston),2,102-80,,
1:46.0,Violation by J. Holiday (def goaltending),,102-80,,
1:46.0,,,102-82,2,C. Budinger makes 2-pt shot at rim (assist by R. Hummel)
1:39.0,Turnover by S. Livingston (bad pass),,102-82,,
1:17.0,,,102-82,,J. Adrien misses 2-pt shot at rim
1:16.0,,,102-82,,Offensive rebound by G. Robinson
1:15.0,,,102-84,2,G. Robinson makes 2-pt shot at rim
1:01.0,B. Rush misses 2-pt shot from 6 ft,,102-84,,
1:00.0,Offensive rebound by O. Kuzmic,,102-84,,
1:00.0,O. Kuzmic misses 2-pt shot at rim,,102-84,,
0:59.0,,,102-84,,Defensive rebound by G. Robinson
0:56.0,,,102-86,2,Z. LaVine makes 2-pt shot at rim
0:37.0,L. Barbosa misses 2-pt shot from 1 ft (block by R. Hummel),,102-86,,
0:35.0,,,102-86,,Defensive rebound by J. Adrien
0:27.0,,,102-86,,G. Robinson misses 3-pt shot from 22 ft
0:26.0,,,102-86,,Offensive rebound by R. Hummel
0:25.0,,,102-86,,R. Hummel misses 2-pt shot at rim
0:23.0,Defensive rebound by S. Livingston,,102-86,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
