time,LA Lakers,pts.away,score,pts.home,Denver
3:36.0,,,104-96,,N. Robinson misses 3-pt shot from 24 ft
3:35.0,Defensive rebound by C. Boozer,,104-96,,
3:25.0,Shooting foul by J. Nurkic (drawn by K. Bryant),,104-96,,
3:25.0,K. Bryant makes free throw 1 of 2,1,105-96,,
3:25.0,K. Bryant makes free throw 2 of 2,1,106-96,,
3:12.0,Personal foul by R. Price (drawn by J. Nurkic),,106-96,,
3:02.0,,,106-98,2,J. Hickson makes 2-pt shot at rim (assist by J. Nurkic)
2:36.0,W. Johnson misses 3-pt shot from 25 ft,,106-98,,
2:35.0,Offensive rebound by K. Bryant,,106-98,,
2:14.0,K. Bryant misses 3-pt shot from 30 ft,,106-98,,
2:13.0,,,106-98,,Defensive rebound by T. Lawson
2:10.0,,,106-98,,Denver full timeout
2:05.0,,,106-98,,N. Robinson misses 3-pt shot from 22 ft
2:03.0,Defensive rebound by K. Bryant,,106-98,,
2:01.0,Turnover by K. Bryant (lost ball; steal by A. Gee),,106-98,,
2:00.0,,,106-98,,Offensive foul by N. Robinson
2:00.0,,,106-98,,Turnover by N. Robinson (offensive foul)
1:42.0,R. Price misses 2-pt shot from 11 ft,,106-98,,
1:40.0,,,106-98,,Defensive rebound by J. Nurkic
1:37.0,,,106-98,,Turnover by J. Nurkic (lost ball; steal by K. Bryant)
1:36.0,Shooting foul by N. Robinson (drawn by E. Davis),,106-98,,
1:36.0,,,106-98,,Technical foul by N. Robinson (drawn by E. Davis)
1:36.0,,,106-98,,G. Harris enters the game for N. Robinson
1:36.0,K. Bryant makes technical free throw,1,107-98,,
1:36.0,E. Davis makes free throw 1 of 2,1,108-98,,
1:36.0,E. Davis misses free throw 2 of 2,,108-98,,
1:34.0,,,108-98,,Defensive rebound by G. Harris
1:28.0,,,108-101,3,A. Gee makes 3-pt shot from 24 ft (assist by T. Lawson)
1:18.0,,,108-101,,Personal take foul by A. Gee (drawn by R. Price)
1:18.0,R. Price makes free throw 1 of 2,1,109-101,,
1:18.0,R. Price misses free throw 2 of 2,,109-101,,
1:17.0,,,109-101,,Defensive rebound by J. Nurkic
1:17.0,,,109-101,,Denver full timeout
1:11.0,,,109-101,,G. Harris misses 2-pt shot from 19 ft
1:09.0,Defensive rebound by C. Boozer,,109-101,,
0:50.0,E. Davis makes 2-pt shot from 1 ft (assist by K. Bryant),2,111-101,,
0:44.0,,,111-103,2,T. Lawson makes 2-pt shot from 1 ft
0:44.0,,,111-103,,Shooting foul by E. Davis (drawn by T. Lawson)
0:44.0,,,111-103,,T. Lawson misses free throw 1 of 1
0:43.0,,,111-103,,Offensive rebound by T. Lawson
0:36.0,,,111-103,,T. Lawson misses 3-pt shot from 23 ft
0:35.0,Defensive rebound by W. Johnson,,111-103,,
0:25.0,Turnover by K. Bryant (bad pass; steal by J. Nurkic),,111-103,,
0:14.0,,,111-103,,G. Harris misses 3-pt shot from 25 ft
0:13.0,Defensive rebound by R. Price,,111-103,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
