time,Golden State,pts.away,score,pts.home,Sacramento
11:43.0,Defensive rebound by H. Barnes,,73-63,,
11:34.0,M. Speights makes 2-pt shot at rim (assist by L. Barbosa),2,75-63,,
11:06.0,,,75-63,,Shooting foul by H. Barnes (drawn by D. Cousins)
11:06.0,,,75-64,1,D. Cousins makes free throw 1 of 2
11:06.0,,,75-64,,R. Gay enters the game for B. McLemore
11:06.0,,,75-65,1,D. Cousins makes free throw 2 of 2
10:54.0,M. Speights misses 2-pt shot from 7 ft,,75-65,,
10:54.0,,,75-65,,Defensive rebound by D. Cousins
10:42.0,,,75-65,,D. Collison misses 2-pt shot from 8 ft
10:42.0,Defensive rebound by M. Speights,,75-65,,
10:33.0,Turnover by A. Iguodala (traveling),,75-65,,
10:23.0,,,75-65,,Offensive foul by D. Cousins
10:23.0,,,75-65,,Turnover by D. Cousins (offensive foul)
10:23.0,K. Thompson enters the game for A. Iguodala,,75-65,,
10:23.0,,,75-65,,J. Thompson enters the game for D. Cousins
10:03.0,,,75-65,,Personal foul by N. Stauskas (drawn by K. Thompson)
9:58.0,Turnover by K. Thompson (traveling),,75-65,,
9:48.0,Personal foul by L. Barbosa (drawn by R. Gay),,75-65,,
9:33.0,,,75-65,,R. Gay misses 2-pt shot from 14 ft
9:32.0,,,75-65,,Offensive rebound by R. Gay
9:28.0,,,75-65,,D. Collison misses 3-pt shot from 22 ft
9:27.0,Defensive rebound by Team,,75-65,,
9:16.0,Turnover by M. Speights (traveling),,75-65,,
9:04.0,,,75-65,,R. Gay misses 2-pt shot from 11 ft
9:04.0,Defensive rebound by M. Speights,,75-65,,
8:46.0,M. Speights misses 2-pt shot from 14 ft,,75-65,,
8:45.0,,,75-65,,Defensive rebound by R. Gay
8:39.0,,,75-65,,N. Stauskas misses 3-pt shot from 24 ft
8:39.0,Defensive rebound by Team,,75-65,,
8:39.0,Official timeout,,75-65,,
8:39.0,A. Iguodala enters the game for L. Barbosa,,75-65,,
8:39.0,S. Curry enters the game for S. Livingston,,75-65,,
8:22.0,A. Iguodala misses 3-pt shot from 25 ft,,75-65,,
8:21.0,Offensive rebound by H. Barnes,,75-65,,
8:11.0,H. Barnes makes 2-pt shot from 3 ft,2,77-65,,
8:11.0,Shooting foul by N. Stauskas (drawn by H. Barnes),,77-65,,
8:11.0,H. Barnes makes free throw 1 of 1,1,78-65,,
7:49.0,,,78-65,,Turnover by R. Gay (lost ball; steal by A. Iguodala)
7:44.0,K. Thompson misses 2-pt shot from 3 ft,,78-65,,
7:43.0,,,78-65,,Defensive rebound by J. Thompson
7:36.0,,,78-65,,N. Stauskas misses 3-pt shot from 25 ft
7:34.0,Defensive rebound by H. Barnes,,78-65,,
7:26.0,Turnover by A. Iguodala (lost ball),,78-65,,
7:13.0,,,78-67,2,D. Collison makes 2-pt shot from 1 ft
6:55.0,K. Thompson misses 3-pt shot from 25 ft,,78-67,,
6:53.0,,,78-67,,Defensive rebound by R. Gay
6:46.0,,,78-69,2,R. Gay makes 2-pt shot from 3 ft
6:24.0,M. Speights makes 2-pt shot from 5 ft (assist by K. Thompson),2,80-69,,
6:14.0,Personal block foul by S. Curry (drawn by D. Collison),,80-69,,
6:14.0,,,80-69,,B. McLemore enters the game for N. Stauskas
6:14.0,D. Green enters the game for M. Speights,,80-69,,
6:06.0,,,80-69,,R. Gay misses 2-pt shot from 19 ft
6:05.0,Defensive rebound by S. Curry,,80-69,,
5:58.0,S. Curry makes 2-pt shot from 4 ft,2,82-69,,
5:46.0,Personal foul by S. Curry (drawn by O. Casspi),,82-69,,
5:46.0,,,82-69,,Sacramento full timeout
5:46.0,A. Bogut enters the game for H. Barnes,,82-69,,
5:46.0,L. Barbosa enters the game for S. Curry,,82-69,,
5:46.0,,,82-69,,D. Cousins enters the game for J. Thompson
5:31.0,,,82-69,,D. Cousins misses 2-pt shot from 6 ft
5:30.0,Defensive rebound by L. Barbosa,,82-69,,
5:10.0,Turnover by A. Bogut (bad pass; steal by B. McLemore),,82-69,,
5:04.0,Violation by A. Iguodala (kicked ball),,82-69,,
4:57.0,,,82-69,,Turnover by D. Cousins (offensive goaltending)
4:39.0,K. Thompson makes 2-pt shot from 18 ft,2,84-69,,
4:22.0,,,84-71,2,D. Cousins makes 2-pt shot from 2 ft (assist by D. Collison)
3:58.0,D. Green makes 3-pt shot from 24 ft (assist by K. Thompson),3,87-71,,
3:50.0,Personal foul by L. Barbosa (drawn by D. Collison),,87-71,,
3:50.0,,,87-72,1,D. Collison makes free throw 1 of 2
3:50.0,S. Curry enters the game for L. Barbosa,,87-72,,
3:50.0,,,87-73,1,D. Collison makes free throw 2 of 2
3:27.0,S. Curry makes 2-pt shot from 3 ft,2,89-73,,
3:10.0,,,89-73,,O. Casspi misses 3-pt shot from 25 ft
3:09.0,,,89-73,,Offensive rebound by D. Cousins
2:59.0,,,89-75,2,D. Cousins makes 2-pt shot from 18 ft
2:41.0,A. Iguodala misses 3-pt shot from 22 ft,,89-75,,
2:41.0,,,89-75,,Defensive rebound by D. Cousins
2:35.0,,,89-75,,Turnover by D. Cousins (lost ball)
2:35.0,Golden State full timeout,,89-75,,
2:12.0,S. Curry misses 3-pt shot from 25 ft (block by D. Collison),,89-75,,
2:09.0,,,89-75,,Defensive rebound by R. Gay
2:07.0,,,89-75,,Turnover by R. Gay (lost ball; steal by A. Iguodala)
1:59.0,K. Thompson misses 3-pt shot from 23 ft,,89-75,,
1:58.0,,,89-75,,Defensive rebound by O. Casspi
1:53.0,,,89-75,,Turnover by O. Casspi (lost ball; steal by S. Curry)
1:31.0,S. Curry makes 3-pt shot from 24 ft (assist by K. Thompson),3,92-75,,
1:31.0,,,92-75,,Sacramento full timeout
1:31.0,,,92-75,,R. McCallum enters the game for D. Cousins
1:31.0,,,92-75,,R. Hollins enters the game for R. Gay
1:31.0,,,92-75,,N. Stauskas enters the game for D. Collison
1:15.0,,,92-77,2,R. Hollins makes 2-pt shot at rim (assist by O. Casspi)
1:00.0,K. Thompson makes 3-pt shot from 23 ft (assist by S. Curry),3,95-77,,
0:46.0,,,95-77,,O. Casspi misses 2-pt shot from 5 ft (block by A. Bogut)
0:44.0,Defensive rebound by S. Curry,,95-77,,
0:31.0,S. Curry misses 3-pt shot from 24 ft,,95-77,,
0:31.0,,,95-77,,Defensive rebound by R. Hollins
0:24.0,,,95-77,,N. Stauskas misses 3-pt shot from 25 ft
0:23.0,Defensive rebound by A. Bogut,,95-77,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
