time,Chicago,pts.away,score,pts.home,Indiana
2:55.0,D. Rose misses 2-pt shot from 1 ft,,85-86,,
2:53.0,Offensive rebound by J. Noah,,85-86,,
2:53.0,J. Noah misses 2-pt shot at rim,,85-86,,
2:52.0,,,85-86,,Defensive rebound by L. Scola
2:35.0,,,85-88,2,C. Copeland makes 2-pt shot from 7 ft
2:29.0,Shooting foul by C. Copeland (drawn by J. Butler),,85-88,,
2:29.0,J. Butler makes free throw 1 of 2,1,86-88,,
2:29.0,J. Butler makes free throw 2 of 2,1,87-88,,
2:09.0,,,87-88,,C. Copeland misses 2-pt shot from 2 ft (block by J. Butler)
2:09.0,,,87-88,,Offensive rebound by Team
2:05.0,,,87-88,,L. Scola misses 2-pt shot from 16 ft
2:05.0,Defensive rebound by Team,,87-88,,
1:50.0,D. Rose misses 3-pt shot from 22 ft,,87-88,,
1:49.0,,,87-88,,Defensive rebound by L. Scola
1:45.0,,,87-88,,Turnover by L. Scola (lost ball; steal by A. Brooks)
1:45.0,,,87-88,,Personal foul by C. Miles (drawn by J. Noah)
1:45.0,J. Noah makes free throw 1 of 2,1,88-88,,
1:45.0,J. Noah makes free throw 2 of 2,1,89-88,,
1:24.0,,,89-90,2,L. Allen makes 2-pt shot from 20 ft (assist by C. Miles)
1:07.0,J. Butler makes 3-pt shot from 27 ft (assist by P. Gasol),3,92-90,,
1:00.0,,,92-90,,Offensive foul by C. Copeland
1:00.0,,,92-90,,Turnover by C. Copeland (offensive foul)
0:45.0,J. Butler misses 2-pt shot from 19 ft,,92-90,,
0:43.0,,,92-90,,Defensive rebound by Team
0:42.0,Loose ball foul by J. Noah (drawn by L. Scola),,92-90,,
0:42.0,,,92-90,,Indiana full timeout
0:32.0,,,92-90,,C. Watson misses 3-pt shot from 22 ft
0:30.0,Defensive rebound by J. Noah,,92-90,,
0:04.0,D. Rose misses 2-pt shot from 17 ft,,92-90,,
0:02.0,Offensive rebound by J. Noah,,92-90,,
0:02.0,J. Noah misses 2-pt shot from 3 ft,,92-90,,
0:01.0,,,92-90,,Defensive rebound by L. Scola
0:01.0,,,92-90,,Indiana full timeout
0:01.0,T. Gibson enters the game for A. Brooks,,92-90,,
0:00.0,,,92-90,,C. Watson misses 3-pt shot from 23 ft
0:00.0,,,92-90,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
