time,Charlotte,pts.away,score,pts.home,Cleveland
4:05.0,,,74-120,,Turnover by B. Haywood (traveling)
3:57.0,A. Jefferson makes 2-pt shot from 13 ft (assist by J. Taylor),2,76-120,,
3:57.0,Shooting foul by B. Haywood (drawn by A. Jefferson),,76-120,,
3:57.0,A. Jefferson makes free throw 1 of 1,1,77-120,,
3:47.0,,,77-120,,M. Miller misses 3-pt shot from 23 ft
3:46.0,Defensive rebound by A. Jefferson,,77-120,,
3:37.0,J. Taylor misses 2-pt shot from 2 ft,,77-120,,
3:36.0,Offensive rebound by J. Maxiell,,77-120,,
3:32.0,J. Taylor makes 2-pt shot from 16 ft (assist by J. Maxiell),2,79-120,,
3:11.0,,,79-120,,B. Haywood misses 2-pt shot from 8 ft
3:09.0,Defensive rebound by A. Jefferson,,79-120,,
3:02.0,P. Hairston misses 2-pt shot from 22 ft,,79-120,,
3:01.0,,,79-120,,Defensive rebound by M. Miller
2:55.0,Personal foul by A. Jefferson (drawn by M. Dellavedova),,79-120,,
2:55.0,Charlotte full timeout,,79-120,,
2:48.0,,,79-120,,B. Haywood misses 2-pt shot from 8 ft (block by A. Jefferson)
2:48.0,,,79-120,,Offensive rebound by Team
2:47.0,,,79-120,,Shooting foul by J. Maxiell (drawn by J. Jones)
2:47.0,,,79-121,1,J. Jones makes free throw 1 of 3
2:47.0,,,79-122,1,J. Jones makes free throw 2 of 3
2:47.0,,,79-123,1,J. Jones makes free throw 3 of 3
2:33.0,Shooting foul by M. Miller (drawn by J. Taylor),,79-123,,
2:33.0,J. Taylor makes free throw 1 of 2,1,80-123,,
2:33.0,J. Taylor makes free throw 2 of 2,1,81-123,,
2:18.0,,,81-123,,J. Harris misses 3-pt shot from 25 ft
2:17.0,Defensive rebound by A. Jefferson,,81-123,,
2:11.0,A. Jefferson misses 2-pt shot from 15 ft,,81-123,,
2:09.0,Offensive rebound by J. Maxiell,,81-123,,
2:09.0,Shooting foul by J. Jones (drawn by J. Maxiell),,81-123,,
2:09.0,J. Maxiell makes free throw 1 of 2,1,82-123,,
2:09.0,J. Maxiell misses free throw 2 of 2,,82-123,,
2:09.0,,,82-123,,Defensive rebound by J. Jones
1:49.0,,,82-123,,B. Haywood misses 2-pt shot from 5 ft (block by A. Jefferson)
1:48.0,Defensive rebound by J. Maxiell,,82-123,,
1:43.0,A. Jefferson makes 2-pt shot from 16 ft (assist by L. Stephenson),2,84-123,,
1:31.0,,,84-123,,Turnover by J. Jones (bad pass; steal by J. Taylor)
1:26.0,J. Taylor makes 2-pt shot at rim,2,86-123,,
1:14.0,,,86-125,2,J. Jones makes 2-pt shot at rim (assist by M. Dellavedova)
1:14.0,,,86-125,,Shooting foul by J. Maxiell (drawn by J. Jones)
1:14.0,,,86-126,1,J. Jones makes free throw 1 of 1
1:05.0,L. Stephenson makes 2-pt shot from 1 ft,2,88-126,,
0:54.0,,,88-128,2,B. Haywood makes 2-pt shot at rim (assist by M. Dellavedova)
0:54.0,,,88-128,,Shooting foul by A. Jefferson (drawn by B. Haywood)
0:54.0,,,88-129,1,B. Haywood makes free throw 1 of 1
0:44.0,L. Stephenson misses 2-pt shot from 17 ft,,88-129,,
0:42.0,,,88-129,,Defensive rebound by B. Haywood
0:29.0,,,88-129,,M. Dellavedova misses 2-pt shot from 4 ft
0:27.0,Defensive rebound by L. Stephenson,,88-129,,
0:21.0,P. Hairston misses 3-pt shot from 23 ft,,88-129,,
0:20.0,Offensive rebound by A. Jefferson,,88-129,,
0:17.0,L. Stephenson makes 2-pt shot at rim (assist by J. Taylor),2,90-129,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
