time,Houston,pts.away,score,pts.home,Utah
4:11.0,J. Dorsey makes 2-pt shot from 1 ft (assist by P. Prigioni),2,81-103,,
3:59.0,,,81-103,,D. Exum misses 3-pt shot from 24 ft
3:58.0,Defensive rebound by J. Dorsey,,81-103,,
3:51.0,P. Prigioni misses 3-pt shot from 25 ft,,81-103,,
3:49.0,,,81-103,,Defensive rebound by D. Favors
3:36.0,,,81-105,2,G. Hayward makes 2-pt shot from 8 ft
3:19.0,J. Dorsey makes 2-pt shot at rim (assist by P. Prigioni),2,83-105,,
3:06.0,,,83-105,,Turnover by J. Ingles (lost ball; steal by C. Brewer)
3:06.0,,,83-105,,Personal foul by J. Ingles (drawn by N. Johnson)
3:06.0,,,83-105,,T. Booker enters the game for D. Favors
3:06.0,,,83-105,,R. Gobert enters the game for J. Ingles
3:06.0,,,83-105,,R. Hood enters the game for G. Hayward
2:56.0,C. Brewer makes 2-pt shot from 8 ft,2,85-105,,
2:40.0,Personal foul by P. Prigioni (drawn by T. Burke),,85-105,,
2:40.0,Official timeout,,85-105,,
2:31.0,,,85-107,2,R. Hood makes 2-pt shot from 1 ft (assist by T. Burke)
2:11.0,K. McDaniels misses 2-pt shot from 17 ft,,85-107,,
2:10.0,,,85-107,,Defensive rebound by D. Exum
1:59.0,,,85-107,,T. Burke misses 2-pt shot from 14 ft
1:57.0,,,85-107,,Offensive rebound by T. Booker
1:45.0,,,85-109,2,T. Booker makes 2-pt shot from 2 ft
1:37.0,C. Brewer makes 2-pt shot from 10 ft,2,87-109,,
1:14.0,,,87-109,,R. Hood misses 3-pt shot from 24 ft
1:11.0,Defensive rebound by N. Johnson,,87-109,,
1:07.0,C. Brewer makes 2-pt shot at rim (assist by N. Johnson),2,89-109,,
0:51.0,,,89-109,,Turnover by T. Burke (bad pass; steal by N. Johnson)
0:47.0,C. Brewer makes 2-pt shot from 1 ft (assist by P. Prigioni),2,91-109,,
0:31.0,,,91-109,,D. Exum misses 3-pt shot from 22 ft
0:30.0,Defensive rebound by N. Johnson,,91-109,,
0:24.0,N. Johnson misses 3-pt shot from 24 ft,,91-109,,
0:23.0,,,91-109,,Defensive rebound by Team
0:23.0,,,91-109,,B. Cotton enters the game for D. Exum
0:23.0,,,91-109,,J. Benimon enters the game for R. Gobert
0:23.0,,,91-109,,E. Millsap enters the game for T. Burke
0:00.0,End of 4th quarter,,,,End of 4th quarter
