time,Chicago,pts.away,score,pts.home,Cleveland
0:34.0,,,89-98,,T. Thompson enters the game for T. Mozgov
0:27.0,N. Mirotic misses 3-pt shot from 25 ft,,89-98,,
0:26.0,Offensive rebound by M. Dunleavy,,89-98,,
0:26.0,M. Dunleavy misses 2-pt shot from 1 ft,,89-98,,
0:25.0,Offensive rebound by P. Gasol,,89-98,,
0:24.0,P. Gasol makes 2-pt shot at rim,2,91-98,,
0:23.0,Personal foul by A. Brooks (drawn by K. Irving),,91-98,,
0:23.0,,,91-99,1,K. Irving makes free throw 1 of 2
0:23.0,,,91-99,,K. Irving misses free throw 2 of 2
0:22.0,Defensive rebound by P. Gasol,,91-99,,
0:11.0,P. Gasol misses 2-pt shot from 3 ft (block by L. James),,91-99,,
0:10.0,,,91-99,,Defensive rebound by T. Thompson
0:10.0,Personal foul by P. Gasol (drawn by T. Thompson),,91-99,,
0:10.0,,,91-99,,T. Thompson misses free throw 1 of 2
0:10.0,,,91-99,,Offensive rebound by Team
0:10.0,,,91-99,,M. Dellavedova enters the game for L. James
0:10.0,,,91-99,,T. Thompson misses free throw 2 of 2
0:09.0,Defensive rebound by N. Mirotic,,91-99,,
0:03.0,J. Butler makes 3-pt shot from 25 ft (assist by A. Brooks),3,94-99,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
