time,New York,pts.away,score,pts.home,Orlando
1:45.0,,,73-73,,Defensive rebound by N. Vucevic
1:33.0,,,73-75,2,E. Payton makes 2-pt shot from 12 ft
1:33.0,New York full timeout,,73-75,,
1:10.0,T. Hardaway makes 2-pt shot from 22 ft,2,75-75,,
1:10.0,,,75-75,,Orlando full timeout
1:02.0,,,75-75,,V. Oladipo misses 2-pt shot from 2 ft (block by J. Smith)
1:00.0,Defensive rebound by L. Galloway,,75-75,,
0:42.0,Shooting foul by N. Vucevic (drawn by T. Hardaway),,75-75,,
0:42.0,T. Hardaway makes free throw 1 of 2,1,76-75,,
0:42.0,T. Hardaway makes free throw 2 of 2,1,77-75,,
0:42.0,,,77-75,,Orlando full timeout
0:33.0,,,77-77,2,V. Oladipo makes 2-pt shot from 2 ft
0:33.0,New York full timeout,,77-77,,
0:33.0,,,77-77,,A. Gordon enters the game for N. Vucevic
0:18.0,L. Galloway misses 2-pt shot from 6 ft (block by A. Gordon),,77-77,,
0:15.0,Offensive rebound by L. Galloway,,77-77,,
0:13.0,T. Hardaway makes 3-pt shot from 25 ft,3,80-77,,
0:13.0,,,80-77,,Orlando full timeout
0:13.0,C. Early enters the game for J. Smith,,80-77,,
0:13.0,,,80-77,,N. Vucevic enters the game for A. Gordon
0:13.0,,,80-77,,C. Frye enters the game for W. Green
0:10.0,,,80-77,,V. Oladipo misses 3-pt shot from 23 ft
0:08.0,Defensive rebound by C. Early,,80-77,,
0:07.0,J. Smith enters the game for Q. Acy,,80-77,,
0:07.0,Jump ball: C. Early vs. C. Frye (V. Oladipo gains possession),,,,Jump ball: C. Early vs. C. Frye (V. Oladipo gains possession)
0:07.0,Turnover by C. Early (lost ball; steal by C. Frye),,80-77,,
0:04.0,,,80-77,,V. Oladipo misses 3-pt shot from 26 ft
0:01.0,,,80-77,,Offensive rebound by N. Vucevic
0:01.0,,,80-79,2,N. Vucevic makes 2-pt shot from 2 ft
0:01.0,New York full timeout,,80-79,,
0:01.0,S. Larkin enters the game for L. Thomas,,80-79,,
0:01.0,,,80-79,,A. Gordon enters the game for C. Frye
0:00.0,End of 4th quarter,,,,End of 4th quarter
