time,New Orleans,pts.away,score,pts.home,Utah
3:33.0,,,97-88,1,G. Hayward makes free throw 2 of 2
3:21.0,Shooting foul by D. Favors (drawn by J. Holiday),,97-88,,
3:21.0,J. Holiday makes free throw 1 of 2,1,98-88,,
3:21.0,J. Holiday makes free throw 2 of 2,1,99-88,,
3:11.0,,,99-90,2,T. Burke makes 2-pt shot from 20 ft (assist by T. Booker)
2:53.0,A. Rivers makes 2-pt shot from 1 ft (assist by J. Holiday),2,101-90,,
2:47.0,,,101-90,,D. Exum misses 3-pt shot from 24 ft
2:43.0,Defensive rebound by J. Holiday,,101-90,,
2:27.0,J. Holiday makes 2-pt shot from 2 ft,2,103-90,,
2:23.0,,,103-90,,Utah full timeout
2:23.0,,,103-90,,S. Novak enters the game for T. Booker
2:17.0,,,103-92,2,G. Hayward makes 2-pt shot at rim
1:53.0,R. Anderson misses 2-pt shot from 2 ft,,103-92,,
1:51.0,Offensive rebound by A. Davis,,103-92,,
1:51.0,A. Davis misses 2-pt shot from 3 ft,,103-92,,
1:49.0,,,103-92,,Defensive rebound by S. Novak
1:36.0,,,103-92,,T. Burke misses 3-pt shot from 25 ft
1:33.0,,,103-92,,Offensive rebound by D. Favors
1:32.0,,,103-92,,D. Favors misses 2-pt shot at rim (block by R. Anderson)
1:28.0,,,103-92,,Offensive rebound by D. Favors
1:27.0,,,103-92,,D. Favors misses 2-pt shot from 2 ft (block by R. Anderson)
1:24.0,Defensive rebound by R. Anderson,,103-92,,
1:21.0,A. Davis makes 2-pt shot at rim (assist by J. Holiday),2,105-92,,
1:21.0,Shooting foul by D. Favors (drawn by A. Davis),,105-92,,
1:21.0,A. Davis makes free throw 1 of 1,1,106-92,,
1:00.0,,,106-94,2,G. Hayward makes 2-pt shot from 2 ft
0:41.0,A. Davis misses 2-pt shot from 15 ft,,106-94,,
0:39.0,Offensive rebound by J. Holiday,,106-94,,
0:37.0,J. Holiday misses 2-pt shot at rim,,106-94,,
0:36.0,,,106-94,,Defensive rebound by D. Favors
0:30.0,,,106-94,,S. Novak misses 3-pt shot from 24 ft
0:28.0,Defensive rebound by T. Evans,,106-94,,
0:07.0,T. Evans misses 2-pt shot from 22 ft,,106-94,,
0:06.0,,,106-94,,Defensive rebound by S. Novak
0:00.0,End of 4th quarter,,,,End of 4th quarter
