time,LA Lakers,pts.away,score,pts.home,Golden State
1:12.0,Defensive rebound by J. Clarkson,,99-104,,
0:57.0,J. Clarkson makes 2-pt shot from 12 ft,2,101-104,,
0:39.0,,,101-104,,K. Thompson misses 2-pt shot from 19 ft
0:38.0,Defensive rebound by J. Clarkson,,101-104,,
0:33.0,J. Clarkson misses 2-pt shot from 4 ft,,101-104,,
0:31.0,,,101-104,,Defensive rebound by D. Green
0:12.0,,,101-104,,S. Curry misses 2-pt shot from 21 ft
0:11.0,Defensive rebound by J. Hill,,101-104,,
0:10.0,LA Lakers full timeout,,101-104,,
0:10.0,J. Lin enters the game for C. Boozer,,101-104,,
0:10.0,,,101-104,,H. Barnes enters the game for A. Bogut
0:06.0,,,101-104,,Personal foul by D. Green (drawn by J. Clarkson)
0:06.0,J. Clarkson makes free throw 1 of 2,1,102-104,,
0:06.0,J. Clarkson makes free throw 2 of 2,1,103-104,,
0:06.0,,,102-104,,A. Bogut enters the game for H. Barnes
0:06.0,C. Boozer enters the game for J. Lin,,102-104,,
0:05.0,Personal foul by W. Johnson (drawn by S. Curry),,103-104,,
0:05.0,,,103-105,1,S. Curry makes free throw 1 of 2
0:05.0,,,103-106,1,S. Curry makes free throw 2 of 2
0:05.0,LA Lakers full timeout,,103-106,,
0:05.0,,,103-105,,H. Barnes enters the game for A. Bogut
0:05.0,J. Lin enters the game for C. Boozer,,103-106,,
0:04.0,,,103-106,,Personal foul by D. Green (drawn by W. Ellington)
0:04.0,W. Ellington makes free throw 1 of 2,1,104-106,,
0:04.0,W. Ellington makes free throw 2 of 2,1,105-106,,
0:04.0,,,104-106,,A. Bogut enters the game for H. Barnes
0:03.0,Personal foul by J. Clarkson (drawn by S. Curry),,105-106,,
0:03.0,,,105-107,1,S. Curry makes free throw 1 of 2
0:03.0,,,105-108,1,S. Curry makes free throw 2 of 2
0:03.0,,,105-107,,H. Barnes enters the game for A. Bogut
0:02.0,Turnover by W. Johnson (lost ball),,105-108,,
0:04.0,W. Ellington makes free throw 2 of 2,1,105-106,,
0:03.0,Personal foul by J. Clarkson (drawn by S. Curry),,105-106,,
0:03.0,,,105-107,1,S. Curry makes free throw 1 of 2
0:03.0,,,105-107,,H. Barnes enters the game for A. Bogut
0:03.0,,,105-108,1,S. Curry makes free throw 2 of 2
0:02.0,Turnover by W. Johnson (lost ball),,105-108,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
