time,Oklahoma City,pts.away,score,pts.home,Indiana
5:20.0,,,88-100,3,C. Miles makes 3-pt shot from 23 ft (assist by R. Stuckey)
5:19.0,Oklahoma City full timeout,,88-100,,
5:19.0,D. Augustin enters the game for N. Collison,,88-100,,
5:12.0,D. Augustin misses 3-pt shot from 24 ft,,88-100,,
5:10.0,Offensive rebound by E. Kanter,,88-100,,
5:09.0,Shooting foul by I. Mahinmi (drawn by E. Kanter),,88-100,,
5:09.0,E. Kanter makes 2-pt shot from 1 ft,2,90-100,,
5:09.0,E. Kanter misses free throw 1 of 1,,90-100,,
5:09.0,,,90-100,,Defensive rebound by L. Scola
4:49.0,,,90-100,,Shooting foul by R. Westbrook (drawn by I. Mahinmi)
4:49.0,,,90-100,,I. Mahinmi misses free throw 1 of 2
4:49.0,,,90-100,,Offensive rebound by Team
4:49.0,Violation by D. Waiters (lane),,90-100,,
4:49.0,,,90-100,,I. Mahinmi misses free throw 2 of 2
4:49.0,Defensive rebound by A. Morrow,,90-100,,
4:40.0,Shooting foul by I. Mahinmi (drawn by R. Westbrook),,90-100,,
4:40.0,R. Westbrook makes free throw 1 of 2,1,91-100,,
4:40.0,,,91-100,,R. Hibbert enters the game for I. Mahinmi
4:40.0,R. Westbrook misses free throw 2 of 2,,91-100,,
4:40.0,,,91-100,,Defensive rebound by G. Hill
4:24.0,,,91-102,2,L. Scola makes 2-pt shot at rim (assist by R. Hibbert)
4:14.0,R. Westbrook makes 2-pt shot from 11 ft,2,93-102,,
4:14.0,Shooting foul by G. Hill (drawn by R. Westbrook),,93-102,,
4:14.0,R. Westbrook makes free throw 1 of 1,1,94-102,,
3:55.0,,,94-102,,L. Scola misses 2-pt shot from 2 ft (block by D. Waiters)
3:54.0,Defensive rebound by A. Morrow,,94-102,,
3:46.0,R. Westbrook makes 3-pt shot from 26 ft (assist by D. Waiters),3,97-102,,
3:20.0,,,97-102,,R. Stuckey misses 3-pt shot from 26 ft
3:19.0,Defensive rebound by R. Westbrook,,97-102,,
3:13.0,R. Westbrook makes 2-pt shot from 2 ft,2,99-102,,
3:12.0,,,99-102,,Indiana full timeout
3:12.0,,,99-102,,D. West enters the game for L. Scola
2:59.0,Personal foul by D. Augustin (drawn by D. West),,99-102,,
2:48.0,,,99-102,,R. Stuckey misses 2-pt shot from 11 ft
2:46.0,Defensive rebound by R. Westbrook,,99-102,,
2:36.0,R. Westbrook misses 3-pt shot from 26 ft,,99-102,,
2:35.0,,,99-102,,Defensive rebound by R. Hibbert
2:15.0,,,99-102,,Shooting foul by D. Waiters (drawn by D. West)
2:15.0,,,99-102,,D. West misses free throw 1 of 2
2:15.0,,,99-102,,Offensive rebound by Team
2:15.0,N. Collison enters the game for D. Augustin,,99-102,,
2:15.0,,,99-102,,D. West misses free throw 2 of 2
2:15.0,Defensive rebound by R. Westbrook,,99-102,,
2:05.0,R. Westbrook misses 2-pt shot from 4 ft,,99-102,,
2:04.0,,,99-102,,Defensive rebound by Team
1:48.0,,,99-104,2,R. Hibbert makes 2-pt shot at rim (assist by G. Hill)
1:37.0,Shooting foul by R. Stuckey (drawn by N. Collison),,99-104,,
1:37.0,N. Collison misses free throw 1 of 2,,99-104,,
1:37.0,Offensive rebound by Team,,99-104,,
1:37.0,N. Collison makes free throw 2 of 2,1,100-104,,
1:26.0,Personal foul by E. Kanter (drawn by G. Hill),,100-104,,
1:26.0,,,100-105,1,G. Hill makes free throw 1 of 2
1:26.0,,,100-106,1,G. Hill makes free throw 2 of 2
1:19.0,R. Westbrook makes 3-pt shot from 28 ft,3,103-106,,
1:04.0,,,103-108,2,G. Hill makes 2-pt shot from 8 ft
1:04.0,Oklahoma City full timeout,,103-108,,
1:01.0,,,103-108,,Personal foul by G. Hill (drawn by R. Westbrook)
1:01.0,R. Westbrook misses free throw 1 of 2,,103-108,,
1:01.0,Offensive rebound by Team,,103-108,,
1:01.0,R. Westbrook makes free throw 2 of 2,1,104-108,,
0:49.0,,,104-111,3,C. Miles makes 3-pt shot from 23 ft (assist by D. West)
0:43.0,R. Westbrook misses 3-pt shot from 26 ft,,104-111,,
0:42.0,,,104-111,,Defensive rebound by C. Miles
0:41.0,Personal take foul by R. Westbrook (drawn by C. Miles),,104-111,,
0:41.0,,,104-112,1,C. Miles makes free throw 1 of 2
0:41.0,,,104-112,,C. Miles misses free throw 2 of 2
0:39.0,,,104-112,,Offensive rebound by R. Hibbert
0:34.0,Personal take foul by D. Waiters (drawn by G. Hill),,104-112,,
0:34.0,,,104-113,1,G. Hill makes free throw 1 of 2
0:34.0,,,104-114,1,G. Hill makes free throw 2 of 2
0:31.0,Turnover by R. Westbrook (dbl dribble),,104-114,,
0:31.0,A. Roberson enters the game for R. Westbrook,,104-114,,
0:26.0,Personal take foul by N. Collison (drawn by G. Hill),,104-114,,
0:26.0,,,104-114,,G. Hill misses free throw 1 of 2
0:26.0,,,104-114,,Offensive rebound by Team
0:26.0,,,104-114,,G. Hill misses free throw 2 of 2
0:26.0,Defensive rebound by N. Collison,,104-114,,
0:19.0,D. Waiters misses 3-pt shot from 27 ft,,104-114,,
0:18.0,Offensive rebound by E. Kanter,,104-114,,
0:16.0,E. Kanter misses 2-pt shot from 8 ft,,104-114,,
0:15.0,,,104-114,,Defensive rebound by R. Hibbert
0:15.0,Personal take foul by E. Kanter (drawn by R. Hibbert),,104-114,,
0:15.0,,,104-115,1,R. Hibbert makes free throw 1 of 2
0:15.0,,,104-116,1,R. Hibbert makes free throw 2 of 2
0:09.0,D. Waiters misses 2-pt shot from 2 ft,,104-116,,
0:08.0,,,104-116,,Defensive rebound by R. Hibbert
0:00.0,End of 4th quarter,,,,End of 4th quarter
