time,LA Clippers,pts.away,score,pts.home,Houston
5:55.0,Defensive rebound by B. Griffin,,93-88,,
5:40.0,M. Barnes makes 3-pt shot from 23 ft (assist by D. Jordan),3,96-88,,
5:29.0,,,96-88,,J. Harden misses 2-pt shot from 3 ft (block by D. Jordan)
5:27.0,Defensive rebound by M. Barnes,,96-88,,
5:21.0,J. Crawford makes 3-pt shot from 23 ft (assist by B. Griffin),3,99-88,,
5:20.0,,,99-88,,Houston full timeout
5:02.0,,,99-88,,J. Smith misses 3-pt shot from 24 ft
5:01.0,Defensive rebound by D. Jordan,,99-88,,
4:47.0,B. Griffin misses 2-pt shot from 18 ft,,99-88,,
4:47.0,Offensive rebound by Team,,99-88,,
4:47.0,,,99-88,,Loose ball foul by D. Howard (drawn by D. Jordan)
4:33.0,J. Crawford misses 2-pt shot from 5 ft,,99-88,,
4:31.0,Offensive rebound by B. Griffin,,99-88,,
4:24.0,J. Redick makes 2-pt shot from 6 ft,2,101-88,,
4:18.0,Personal foul by D. Jordan (drawn by D. Howard),,101-88,,
3:59.0,,,101-88,,T. Ariza misses 3-pt shot from 23 ft
3:58.0,Defensive rebound by D. Jordan,,101-88,,
3:39.0,B. Griffin misses 2-pt shot from 6 ft,,101-88,,
3:38.0,,,101-88,,Defensive rebound by T. Ariza
3:33.0,,,101-91,3,J. Harden makes 3-pt shot from 25 ft
3:10.0,J. Redick misses 2-pt shot from 22 ft,,101-91,,
3:09.0,,,101-91,,Defensive rebound by J. Smith
3:04.0,,,101-91,,Shooting foul by M. Barnes (drawn by J. Harden)
3:04.0,,,101-91,,P. Prigioni enters the game for J. Smith
3:04.0,,,101-92,1,J. Harden makes free throw 1 of 3
3:04.0,,,101-92,,J. Harden misses free throw 2 of 3
3:04.0,,,101-92,,Offensive rebound by Team
3:04.0,,,101-93,1,J. Harden makes free throw 3 of 3
3:02.0,,,101-93,,Personal take foul by P. Prigioni (drawn by D. Jordan)
3:02.0,G. Davis enters the game for D. Jordan,,101-93,,
3:02.0,,,101-93,,C. Brewer enters the game for P. Prigioni
2:53.0,LA Clippers full timeout,,101-93,,
2:53.0,D. Jordan enters the game for G. Davis,,101-93,,
2:53.0,,,101-93,,Personal take foul by P. Prigioni (drawn by D. Jordan)
2:53.0,,,101-93,,P. Prigioni enters the game for C. Brewer
2:53.0,D. Jordan makes free throw 1 of 2,1,102-93,,
2:53.0,D. Jordan makes free throw 2 of 2,1,103-93,,
2:50.0,Personal foul by D. Jordan (drawn by D. Howard),,103-93,,
2:50.0,,,103-93,,D. Howard misses free throw 1 of 2
2:50.0,,,103-93,,Offensive rebound by Team
2:50.0,G. Davis enters the game for D. Jordan,,103-93,,
2:50.0,,,103-93,,C. Brewer enters the game for P. Prigioni
2:50.0,,,103-93,,D. Howard misses free throw 2 of 2
2:50.0,Defensive rebound by B. Griffin,,103-93,,
2:37.0,Offensive foul by M. Barnes,,103-93,,
2:37.0,Turnover by M. Barnes (offensive foul),,103-93,,
2:37.0,Personal take foul by G. Davis (drawn by D. Howard),,103-93,,
2:37.0,,,103-94,1,D. Howard makes free throw 1 of 2
2:37.0,,,103-94,,D. Howard misses free throw 2 of 2
2:37.0,Defensive rebound by B. Griffin,,103-94,,
2:29.0,Shooting foul by D. Howard (drawn by B. Griffin),,103-94,,
2:29.0,B. Griffin makes free throw 1 of 2,1,104-94,,
2:29.0,,,104-94,,P. Prigioni enters the game for D. Howard
2:29.0,A. Rivers enters the game for G. Davis,,104-94,,
2:29.0,B. Griffin makes free throw 2 of 2,1,105-94,,
2:24.0,,,105-94,,C. Brewer misses 2-pt shot from 4 ft (block by M. Barnes)
2:24.0,,,105-94,,Offensive rebound by Team
2:12.0,,,105-97,3,J. Terry makes 3-pt shot from 25 ft (assist by J. Harden)
2:02.0,,,105-97,,Personal block foul by T. Ariza (drawn by J. Crawford)
2:02.0,J. Crawford makes free throw 1 of 2,1,106-97,,
2:02.0,J. Crawford makes free throw 2 of 2,1,107-97,,
1:56.0,,,107-97,,C. Brewer misses 2-pt shot from 2 ft
1:55.0,Defensive rebound by B. Griffin,,107-97,,
1:41.0,M. Barnes makes 2-pt shot at rim (assist by J. Redick),2,109-97,,
1:34.0,,,109-97,,Turnover by J. Harden (lost ball; steal by J. Crawford)
1:16.0,A. Rivers makes 3-pt shot from 24 ft (assist by B. Griffin),3,112-97,,
1:09.0,,,112-97,,C. Brewer misses 3-pt shot from 25 ft
1:08.0,Defensive rebound by B. Griffin,,112-97,,
0:56.0,J. Redick misses 3-pt shot from 23 ft,,112-97,,
0:55.0,,,112-97,,Defensive rebound by J. Harden
0:50.0,,,112-97,,J. Harden misses 3-pt shot from 28 ft
0:49.0,Defensive rebound by B. Griffin,,112-97,,
0:30.0,J. Redick makes 3-pt shot from 23 ft (assist by B. Griffin),3,115-97,,
0:20.0,,,115-99,2,P. Prigioni makes 2-pt shot from 2 ft (assist by T. Ariza)
0:14.0,,,115-99,,Personal foul by J. Terry (drawn by A. Rivers)
0:14.0,A. Rivers makes free throw 1 of 2,1,116-99,,
0:14.0,A. Rivers makes free throw 2 of 2,1,117-99,,
0:10.0,,,117-101,2,T. Ariza makes 2-pt shot at rim
0:00.0,End of 4th quarter,,,,End of 4th quarter
