time,Memphis,pts.away,score,pts.home,Golden State
2:33.0,J. Adams makes 2-pt shot from 1 ft (assist by J. Stokes),2,90-103,,
2:23.0,,,90-103,,M. Speights misses 2-pt shot from 2 ft (block by J. Stokes)
2:23.0,,,90-103,,Offensive rebound by Team
2:18.0,,,90-103,,J. Holiday misses 2-pt shot from 17 ft
2:17.0,Defensive rebound by J. Leuer,,90-103,,
2:10.0,Turnover by R. Smith (traveling),,90-103,,
1:51.0,,,90-103,,M. Speights misses 2-pt shot from 12 ft
1:50.0,Defensive rebound by R. Smith,,90-103,,
1:39.0,J. Green makes 2-pt shot from 3 ft,2,92-103,,
1:31.0,Personal foul by J. Green (drawn by S. Livingston),,92-103,,
1:31.0,,,92-104,1,S. Livingston makes free throw 1 of 2
1:31.0,,,92-104,,S. Livingston misses free throw 2 of 2
1:30.0,,,92-104,,Offensive rebound by D. Lee
1:08.0,,,92-104,,M. Speights misses 2-pt shot from 19 ft
1:07.0,Defensive rebound by R. Smith,,92-104,,
1:00.0,J. Adams misses 2-pt shot from 18 ft,,92-104,,
0:59.0,Offensive rebound by J. Leuer,,92-104,,
0:54.0,R. Smith makes 3-pt shot from 24 ft (assist by J. Leuer),3,95-104,,
0:47.0,,,95-104,,Turnover by B. Rush (lost ball; steal by R. Smith)
0:44.0,,,95-104,,Personal foul by J. Holiday (drawn by R. Smith)
0:44.0,R. Smith makes free throw 1 of 2,1,96-104,,
0:44.0,R. Smith makes free throw 2 of 2,1,97-104,,
0:43.0,Personal foul by R. Smith (drawn by B. Rush),,97-104,,
0:43.0,,,97-104,,B. Rush misses free throw 1 of 2
0:43.0,,,97-104,,Offensive rebound by Team
0:43.0,,,97-105,1,B. Rush makes free throw 2 of 2
0:36.0,,,97-105,,Personal foul by S. Livingston (drawn by R. Smith)
0:36.0,R. Smith makes free throw 1 of 2,1,98-105,,
0:36.0,R. Smith makes free throw 2 of 2,1,99-105,,
0:35.0,Personal foul by J. Leuer (drawn by B. Rush),,99-105,,
0:35.0,,,99-105,,B. Rush misses free throw 1 of 2
0:35.0,,,99-105,,Offensive rebound by Team
0:35.0,,,99-105,,F. Ezeli enters the game for M. Speights
0:35.0,,,99-106,1,B. Rush makes free throw 2 of 2
0:27.0,R. Smith makes 2-pt shot from 5 ft,2,101-106,,
0:25.0,Personal foul by J. Adams (drawn by J. Holiday),,101-106,,
0:25.0,,,101-107,1,J. Holiday makes free throw 1 of 2
0:25.0,,,101-108,1,J. Holiday makes free throw 2 of 2
0:25.0,Memphis full timeout,,101-108,,
0:21.0,R. Smith misses 3-pt shot from 26 ft,,101-108,,
0:20.0,Offensive rebound by J. Stokes,,101-108,,
0:19.0,J. Stokes makes 2-pt shot from 1 ft,2,103-108,,
0:18.0,Personal foul by J. Green (drawn by J. Holiday),,103-108,,
0:18.0,,,103-109,1,J. Holiday makes free throw 1 of 2
0:18.0,,,103-110,1,J. Holiday makes free throw 2 of 2
0:14.0,J. Adams makes 3-pt shot from 26 ft (assist by R. Smith),3,106-110,,
0:14.0,,,106-110,,Golden State full timeout
0:11.0,Personal foul by J. Adams (drawn by S. Livingston),,106-110,,
0:11.0,,,106-110,,S. Livingston misses free throw 1 of 2
0:11.0,,,106-110,,Offensive rebound by Team
0:11.0,,,106-111,1,S. Livingston makes free throw 2 of 2
0:11.0,Memphis full timeout,,106-111,,
0:10.0,Turnover by J. Adams (step out of bounds),,106-111,,
0:09.0,,,106-111,,Turnover by D. Lee (bad pass)
0:09.0,,,106-111,,Personal foul by B. Rush (drawn by J. Stokes)
0:09.0,J. Stokes makes free throw 1 of 2,1,107-111,,
0:09.0,J. Stokes misses free throw 2 of 2,,107-111,,
0:09.0,Offensive rebound by Team,,107-111,,
0:03.0,J. Adams misses 3-pt shot from 26 ft,,107-111,,
0:00.0,,,107-111,,Defensive rebound by J. Holiday
0:00.0,End of 4th quarter,,,,End of 4th quarter
