time,New Orleans,pts.away,score,pts.home,San Antonio
1:46.0,J. Holiday misses 2-pt shot from 3 ft (block by C. Joseph),,98-94,,
1:46.0,,,98-94,,Defensive rebound by Team
1:46.0,Jump ball: J. Holiday vs. C. Joseph (K. Leonard gains possession),,,,Jump ball: J. Holiday vs. C. Joseph (K. Leonard gains possession)
1:19.0,,,98-94,,Turnover by Team (shot clock)
1:19.0,New Orleans full timeout,,98-94,,
1:10.0,,,98-94,,Personal foul by C. Joseph (drawn by A. Davis)
0:56.0,T. Evans misses 3-pt shot from 24 ft,,98-94,,
0:55.0,,,98-94,,Defensive rebound by C. Joseph
0:45.0,,,98-96,2,K. Leonard makes 2-pt shot from 13 ft (assist by C. Joseph)
0:31.0,Turnover by J. Holiday (bad pass),,98-96,,
0:23.0,Personal foul by J. Holiday (drawn by C. Joseph),,98-96,,
0:23.0,,,98-96,,San Antonio full timeout
0:23.0,O. Asik enters the game for R. Anderson,,98-96,,
0:23.0,,,98-96,,M. Ginobili enters the game for C. Joseph
0:23.0,,,98-96,,T. Duncan enters the game for A. Baynes
0:12.0,,,98-96,,Shooting foul by E. Gordon (drawn by D. Green)
0:12.0,,,98-97,1,D. Green makes free throw 1 of 3
0:12.0,,,98-98,1,D. Green makes free throw 2 of 3
0:12.0,,,98-99,1,D. Green makes free throw 3 of 3
0:12.0,New Orleans full timeout,,98-99,,
0:12.0,,,98-99,,A. Baynes enters the game for T. Duncan
0:12.0,,,98-99,,C. Joseph enters the game for M. Ginobili
0:12.0,R. Anderson enters the game for O. Asik,,98-99,,
0:07.0,A. Davis makes 2-pt shot from 2 ft,2,100-99,,
0:07.0,,,100-99,,San Antonio full timeout
0:07.0,,,100-99,,T. Parker enters the game for C. Joseph
0:07.0,,,100-99,,M. Ginobili enters the game for D. Green
0:07.0,,,100-99,,T. Duncan enters the game for A. Baynes
0:03.0,,,100-99,,K. Leonard misses 3-pt shot from 22 ft (block by T. Evans)
0:02.0,,,100-99,,Offensive rebound by K. Leonard
0:00.0,,,100-99,,K. Leonard misses 2-pt shot from 9 ft
0:00.0,,,100-99,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
