time,LA Lakers,pts.away,score,pts.home,Minnesota
4:29.0,,,91-90,,A. Payne enters the game for G. Dieng
4:29.0,J. Clarkson makes free throw 2 of 2,1,92-90,,
4:12.0,,,92-90,,C. Budinger misses 2-pt shot from 1 ft
4:11.0,Defensive rebound by T. Black,,92-90,,
3:53.0,Turnover by W. Ellington (lost ball),,92-90,,
3:36.0,,,92-90,,Shooting foul by W. Ellington (drawn by A. Wiggins)
3:36.0,,,92-91,1,A. Wiggins makes free throw 1 of 2
3:36.0,,,92-92,1,A. Wiggins makes free throw 2 of 2
3:25.0,Turnover by J. Clarkson (lost ball; steal by L. Brown),,92-92,,
3:22.0,,,92-94,2,L. Brown makes 2-pt shot at rim
3:06.0,Shooting foul by A. Wiggins (drawn by T. Black),,92-94,,
3:06.0,T. Black makes free throw 1 of 2,1,93-94,,
3:06.0,T. Black misses free throw 2 of 2,,93-94,,
3:05.0,,,93-94,,Defensive rebound by A. Payne
2:49.0,,,93-94,,A. Payne misses 3-pt shot from 24 ft
2:48.0,Defensive rebound by J. Brown,,93-94,,
2:39.0,T. Black makes 2-pt shot at rim (assist by J. Brown),2,95-94,,
2:38.0,,,95-94,,Minnesota full timeout
2:38.0,,,95-94,,G. Dieng enters the game for A. Payne
2:26.0,,,95-94,,Shooting foul by W. Ellington (drawn by A. Wiggins)
2:26.0,,,95-96,2,A. Wiggins makes 2-pt shot from 2 ft
2:26.0,,,95-97,1,A. Wiggins makes free throw 1 of 1
2:11.0,Turnover by J. Clarkson (traveling),,95-97,,
2:02.0,Personal foul by W. Ellington (drawn by A. Wiggins),,95-97,,
1:56.0,,,95-97,,Z. LaVine misses 2-pt shot from 21 ft
1:55.0,Defensive rebound by W. Ellington,,95-97,,
1:44.0,W. Ellington misses 2-pt shot from 21 ft,,95-97,,
1:43.0,,,95-97,,Defensive rebound by L. Brown
1:19.0,,,95-97,,Turnover by Team (shot clock)
1:09.0,Shooting foul by L. Brown (drawn by J. Clarkson),,95-97,,
1:09.0,J. Clarkson makes free throw 1 of 2,1,96-97,,
1:09.0,J. Clarkson makes free throw 2 of 2,1,97-97,,
0:52.0,Violation by T. Black (kicked ball),,97-97,,
0:45.0,,,97-97,,Turnover by A. Wiggins (traveling)
0:35.0,J. Clarkson makes 2-pt shot from 1 ft,2,99-97,,
0:35.0,,,99-97,,Minnesota full timeout
0:35.0,,,99-97,,S. Kilpatrick enters the game for L. Brown
0:35.0,W. Johnson enters the game for R. Kelly,,99-97,,
0:24.0,,,99-97,,Z. LaVine misses 3-pt shot from 22 ft
0:24.0,,,99-97,,Offensive rebound by C. Budinger
0:19.0,,,99-99,2,G. Dieng makes 2-pt shot from 14 ft (assist by A. Wiggins)
0:01.0,W. Ellington misses 2-pt shot from 1 ft (block by A. Wiggins),,99-99,,
0:01.0,Offensive rebound by J. Clarkson,,99-99,,
0:00.0,,,99-99,,Personal foul by Z. LaVine (drawn by J. Clarkson)
0:00.0,J. Clarkson makes free throw 1 of 2,1,100-99,,
0:00.0,J. Clarkson makes free throw 2 of 2,1,101-99,,
0:00.0,,,101-99,,Minnesota full timeout
0:00.0,,,101-99,,L. Brown enters the game for G. Dieng
0:00.0,R. Kelly enters the game for T. Black,,101-99,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
