time,Philadelphia,pts.away,score,pts.home,Cleveland
1:24.0,I. Smith misses 3-pt shot from 25 ft,,86-87,,
1:24.0,,,86-87,,Defensive rebound by Team
1:24.0,Loose ball foul by N. Noel (drawn by T. Thompson),,86-87,,
1:07.0,,,86-87,,K. Irving misses 2-pt shot from 1 ft
1:07.0,Defensive rebound by Team,,86-87,,
1:07.0,,,86-87,,Loose ball foul by T. Thompson (drawn by R. Covington)
1:07.0,R. Covington misses free throw 1 of 2,,86-87,,
1:07.0,Offensive rebound by Team,,86-87,,
1:07.0,R. Covington misses free throw 2 of 2,,86-87,,
1:06.0,,,86-87,,Defensive rebound by J. Smith
0:43.0,,,86-87,,L. James misses 2-pt shot from 11 ft
0:40.0,Defensive rebound by H. Thompson,,86-87,,
0:37.0,Philadelphia full timeout,,86-87,,
0:29.0,I. Smith misses 3-pt shot from 26 ft,,86-87,,
0:28.0,,,86-87,,Defensive rebound by K. Irving
0:10.0,,,86-87,,K. Irving misses 2-pt shot from 7 ft
0:09.0,Defensive rebound by I. Smith,,86-87,,
0:09.0,Philadelphia full timeout,,86-87,,
0:03.0,N. Noel misses 2-pt shot from 6 ft,,86-87,,
0:02.0,,,86-87,,Defensive rebound by T. Thompson
0:01.0,,,86-87,,Cleveland full timeout
0:01.0,,,86-87,,Cleveland full timeout
0:01.0,J. Sampson enters the game for I. Smith,,86-87,,
0:01.0,J. Grant enters the game for H. Thompson,,86-87,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
