time,Philadelphia,pts.away,score,pts.home,Orlando
6:08.0,,,81-70,,Shooting foul by M. Carter-Williams (drawn by T. Harris)
6:08.0,,,81-71,1,T. Harris makes free throw 1 of 1
6:08.0,Philadelphia full timeout,,81-71,,
6:08.0,K. McDaniels enters the game for M. Carter-Williams,,81-71,,
5:55.0,T. Wroten makes 2-pt shot from 2 ft,2,83-71,,
5:29.0,,,83-74,3,E. Fournier makes 3-pt shot from 24 ft (assist by T. Harris)
5:10.0,R. Covington makes 2-pt shot at rim (assist by K. McDaniels),2,85-74,,
4:59.0,,,85-76,2,V. Oladipo makes 2-pt shot from 1 ft
4:33.0,T. Wroten makes 3-pt shot from 24 ft,3,88-76,,
4:15.0,,,88-76,,T. Harris misses 2-pt shot from 19 ft
4:13.0,,,88-76,,Offensive rebound by N. Vucevic
4:13.0,,,88-78,2,N. Vucevic makes 2-pt shot at rim
3:44.0,K. McDaniels makes 2-pt shot at rim (assist by T. Wroten),2,90-78,,
3:39.0,,,90-78,,Turnover by E. Payton (lost ball; steal by N. Noel)
3:35.0,L. Mbah a Moute makes 2-pt shot from 1 ft (assist by K. McDaniels),2,92-78,,
3:35.0,,,92-78,,Orlando full timeout
3:20.0,,,92-78,,E. Payton misses 3-pt shot from 25 ft
3:19.0,Defensive rebound by K. McDaniels,,92-78,,
3:00.0,Turnover by L. Mbah a Moute (bad pass),,92-78,,
2:51.0,,,92-78,,V. Oladipo misses 3-pt shot from 24 ft
2:49.0,Defensive rebound by N. Noel,,92-78,,
2:27.0,N. Noel misses 2-pt shot at rim,,92-78,,
2:27.0,,,92-78,,Defensive rebound by Team
2:23.0,,,92-78,,Shooting foul by L. Mbah a Moute (drawn by V. Oladipo)
2:23.0,,,92-79,1,V. Oladipo makes free throw 1 of 2
2:23.0,M. Carter-Williams enters the game for R. Covington,,92-79,,
2:23.0,,,92-80,1,V. Oladipo makes free throw 2 of 2
2:12.0,M. Carter-Williams misses 2-pt shot from 5 ft (block by N. Vucevic),,92-80,,
2:12.0,Offensive rebound by Team,,92-80,,
2:11.0,Turnover by N. Noel (bad pass),,92-80,,
2:00.0,Violation by K. McDaniels (def goaltending),,92-80,,
2:00.0,,,92-82,2,N. Vucevic makes 2-pt shot from 2 ft (assist by T. Harris)
1:42.0,Turnover by N. Noel (lost ball; steal by T. Harris),,92-82,,
1:38.0,,,92-84,2,V. Oladipo makes 2-pt shot from 1 ft (assist by T. Harris)
1:38.0,Philadelphia full timeout,,92-84,,
1:32.0,,,92-84,,Personal take foul by E. Fournier (drawn by M. Carter-Williams)
1:32.0,M. Carter-Williams makes free throw 1 of 2,1,93-84,,
1:32.0,M. Carter-Williams makes free throw 2 of 2,1,94-84,,
1:22.0,,,94-84,,Shooting foul by L. Mbah a Moute (drawn by N. Vucevic)
1:22.0,,,94-85,1,N. Vucevic makes free throw 1 of 2
1:22.0,R. Covington enters the game for N. Noel,,94-85,,
1:22.0,H. Sims enters the game for K. McDaniels,,94-85,,
1:22.0,,,94-85,,N. Vucevic misses free throw 2 of 2
1:21.0,Defensive rebound by L. Mbah a Moute,,94-85,,
1:15.0,,,94-85,,Personal block foul by E. Fournier (drawn by M. Carter-Williams)
1:15.0,M. Carter-Williams makes free throw 1 of 2,1,95-85,,
1:15.0,N. Noel enters the game for H. Sims,,95-85,,
1:15.0,M. Carter-Williams makes free throw 2 of 2,1,96-85,,
1:15.0,,,96-85,,Orlando full timeout
1:12.0,,,96-85,,E. Fournier misses 3-pt shot from 25 ft
1:10.0,Defensive rebound by R. Covington,,96-85,,
1:08.0,Philadelphia full timeout,,96-85,,
1:08.0,H. Sims enters the game for N. Noel,,96-85,,
0:46.0,T. Wroten misses 3-pt shot from 26 ft,,96-85,,
0:45.0,,,96-85,,Defensive rebound by Team
0:29.0,,,96-88,3,T. Harris makes 3-pt shot from 24 ft (assist by E. Fournier)
0:19.0,,,96-88,,Personal foul by T. Harris (drawn by M. Carter-Williams)
0:19.0,M. Carter-Williams misses free throw 1 of 2,,96-88,,
0:19.0,Offensive rebound by Team,,96-88,,
0:19.0,M. Carter-Williams misses free throw 2 of 2,,96-88,,
0:18.0,,,96-88,,Defensive rebound by T. Harris
0:18.0,,,96-88,,Orlando full timeout
0:18.0,N. Noel enters the game for H. Sims,,96-88,,
0:15.0,,,96-88,,T. Harris misses 3-pt shot from 24 ft
0:14.0,Defensive rebound by Team,,96-88,,
0:08.0,Philadelphia full timeout,,96-88,,
0:08.0,H. Sims enters the game for N. Noel,,96-88,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
