time,Golden State,pts.away,score,pts.home,Phoenix
2:56.0,H. Barnes enters the game for A. Bogut,,96-73,,
2:56.0,L. Barbosa enters the game for S. Curry,,96-73,,
2:56.0,J. Holiday enters the game for A. Iguodala,,96-73,,
2:47.0,,,96-73,,R. Bullock misses 2-pt shot from 17 ft
2:45.0,Defensive rebound by F. Ezeli,,96-73,,
2:31.0,S. Livingston misses 2-pt shot from 7 ft,,96-73,,
2:28.0,,,96-73,,Defensive rebound by B. Wright
2:14.0,,,96-73,,E. Barron misses 2-pt shot from 14 ft
2:12.0,Defensive rebound by H. Barnes,,96-73,,
1:57.0,J. Holiday misses 2-pt shot from 10 ft,,96-73,,
1:55.0,,,96-73,,Defensive rebound by B. Wright
1:44.0,,,96-73,,Shooting foul by S. Livingston (drawn by B. Wright)
1:44.0,,,96-75,2,B. Wright makes 2-pt shot from 1 ft
1:44.0,,,96-76,1,B. Wright makes free throw 1 of 1
1:23.0,Turnover by J. Holiday (bad pass; steal by M. Thornton),,96-76,,
1:11.0,,,96-76,,E. Barron misses 2-pt shot from 19 ft
1:09.0,Defensive rebound by H. Barnes,,96-76,,
1:01.0,H. Barnes makes 2-pt shot from 20 ft,2,98-76,,
0:45.0,,,98-78,2,B. Wright makes 2-pt shot from 10 ft
0:27.0,Turnover by H. Barnes (lost ball; steal by M. Thornton),,98-78,,
0:24.0,,,98-80,2,A. Goodwin makes 2-pt shot at rim (assist by B. Wright)
0:00.0,J. Holiday misses 3-pt shot from 25 ft,,98-80,,
0:00.0,Offensive rebound by Team,,98-80,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
