time,Phoenix,pts.away,score,pts.home,LA Lakers
7:13.0,,,91-85,,Defensive rebound by R. Price
7:02.0,,,91-87,2,J. Hill makes 2-pt shot from 1 ft
7:02.0,,,91-87,,Shooting foul by A. Len (drawn by J. Hill)
7:02.0,M. Morris enters the game for A. Len,,91-87,,
7:02.0,,,91-87,,W. Johnson enters the game for E. Davis
7:02.0,,,91-88,1,J. Hill makes free throw 1 of 1
6:45.0,M. Morris makes 2-pt shot from 1 ft (assist by G. Dragic),2,93-88,,
6:32.0,,,93-88,,K. Bryant misses 2-pt shot from 16 ft
6:29.0,Defensive rebound by G. Dragic,,93-88,,
6:24.0,G. Green makes 2-pt shot at rim (assist by I. Thomas),2,95-88,,
6:10.0,,,95-90,2,K. Bryant makes 2-pt shot from 2 ft
6:10.0,,,95-90,,Shooting foul by P. Tucker (drawn by K. Bryant)
6:10.0,,,95-91,1,K. Bryant makes free throw 1 of 1
5:46.0,G. Dragic misses 2-pt shot from 11 ft,,95-91,,
5:43.0,,,95-91,,Defensive rebound by K. Bryant
5:40.0,,,95-91,,Turnover by K. Bryant (traveling)
5:40.0,Official timeout,,95-91,,
5:40.0,,,95-91,,J. Lin enters the game for R. Price
5:40.0,M. Morris enters the game for I. Thomas,,95-91,,
5:40.0,E. Bledsoe enters the game for P. Tucker,,95-91,,
5:32.0,Offensive foul by G. Dragic,,95-91,,
5:32.0,Turnover by G. Dragic (offensive foul),,95-91,,
5:17.0,,,95-91,,K. Bryant misses 2-pt shot from 15 ft
5:13.0,Defensive rebound by G. Green,,95-91,,
5:03.0,M. Morris makes 2-pt shot from 1 ft (assist by M. Morris),2,97-91,,
4:57.0,Shooting block foul by M. Morris (drawn by J. Lin),,97-91,,
4:57.0,,,97-92,1,J. Lin makes free throw 1 of 2
4:57.0,,,97-93,1,J. Lin makes free throw 2 of 2
4:39.0,G. Green misses 2-pt shot from 12 ft,,97-93,,
4:34.0,,,97-93,,Defensive rebound by W. Johnson
4:31.0,,,97-93,,K. Bryant misses 2-pt shot from 1 ft
4:28.0,Defensive rebound by M. Morris,,97-93,,
4:27.0,Shooting foul by J. Lin (drawn by G. Dragic),,97-93,,
4:27.0,G. Dragic misses free throw 1 of 2,,97-93,,
4:27.0,Offensive rebound by Team,,97-93,,
4:27.0,G. Dragic makes free throw 2 of 2,1,98-93,,
4:13.0,Personal foul by G. Green (drawn by J. Lin),,98-93,,
4:13.0,,,98-94,1,J. Lin makes free throw 1 of 2
4:13.0,,,98-95,1,J. Lin makes free throw 2 of 2
4:00.0,G. Green misses 3-pt shot from 25 ft,,98-95,,
3:59.0,,,98-95,,Defensive rebound by J. Lin
3:59.0,Loose ball foul by M. Morris (drawn by J. Lin),,98-95,,
3:59.0,,,98-96,1,J. Lin makes free throw 1 of 2
3:59.0,,,98-97,1,J. Lin makes free throw 2 of 2
3:43.0,Shooting foul by W. Johnson (drawn by G. Dragic),,98-97,,
3:43.0,G. Dragic makes free throw 1 of 2,1,99-97,,
3:43.0,G. Dragic makes free throw 2 of 2,1,100-97,,
3:30.0,,,100-97,,Turnover by K. Bryant (bad pass)
3:15.0,Offensive foul by G. Green,,100-97,,
3:15.0,Turnover by G. Green (offensive foul),,100-97,,
2:56.0,,,100-97,,J. Lin misses 2-pt shot from 15 ft
2:51.0,Defensive rebound by M. Morris,,100-97,,
2:43.0,Shooting foul by J. Hill (drawn by E. Bledsoe),,100-97,,
2:43.0,E. Bledsoe makes 2-pt shot at rim,2,102-97,,
2:43.0,Phoenix full timeout,,102-97,,
2:43.0,I. Thomas enters the game for G. Green,,102-97,,
2:43.0,E. Bledsoe misses free throw 1 of 1,,102-97,,
2:39.0,,,102-97,,Defensive rebound by J. Hill
2:22.0,,,102-99,2,K. Bryant makes 2-pt shot from 17 ft
2:05.0,M. Morris makes 2-pt shot at rim (assist by M. Morris),2,104-99,,
1:42.0,,,104-99,,J. Lin misses 2-pt shot from 14 ft
1:41.0,,,104-99,,Offensive rebound by J. Hill
1:39.0,,,104-101,2,J. Hill makes 2-pt shot at rim
1:21.0,M. Morris makes 2-pt shot from 16 ft,2,106-101,,
1:07.0,,,106-104,3,K. Bryant makes 3-pt shot from 25 ft
0:52.0,Shooting foul by J. Hill (drawn by E. Bledsoe),,106-104,,
0:52.0,E. Bledsoe makes free throw 1 of 2,1,107-104,,
0:52.0,E. Bledsoe makes free throw 2 of 2,1,108-104,,
0:52.0,,,108-104,,LA Lakers full timeout
0:52.0,P. Tucker enters the game for I. Thomas,,108-104,,
0:42.0,,,108-104,,K. Bryant misses 2-pt shot from 6 ft
0:40.0,Defensive rebound by P. Tucker,,108-104,,
0:20.0,P. Tucker makes 3-pt shot from 22 ft (assist by M. Morris),3,111-104,,
0:20.0,,,111-104,,LA Lakers full timeout
0:17.0,,,111-104,,K. Bryant misses 3-pt shot from 24 ft
0:16.0,,,111-104,,Offensive rebound by J. Hill
0:16.0,,,111-104,,Shooting foul by E. Bledsoe (drawn by J. Hill)
0:16.0,,,111-105,1,J. Hill makes free throw 1 of 2
0:16.0,I. Thomas enters the game for P. Tucker,,111-105,,
0:16.0,,,111-106,1,J. Hill makes free throw 2 of 2
0:14.0,,,111-106,,Personal take foul by J. Lin (drawn by M. Morris)
0:14.0,M. Morris misses free throw 1 of 2,,111-106,,
0:14.0,Offensive rebound by Team,,111-106,,
0:14.0,P. Tucker enters the game for I. Thomas,,111-106,,
0:14.0,M. Morris makes free throw 2 of 2,1,112-106,,
0:03.0,,,112-106,,J. Hill misses 2-pt shot from 18 ft
0:02.0,Defensive rebound by G. Dragic,,112-106,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
