time,Miami,pts.away,score,pts.home,Chicago
1:08.0,Defensive rebound by Team,,93-84,,
1:04.0,Jump ball: P. Gasol vs. H. Whiteside (C. Bosh gains possession),,,,Jump ball: P. Gasol vs. H. Whiteside (C. Bosh gains possession)
0:43.0,D. Wade misses 2-pt shot from 12 ft,,93-84,,
0:41.0,Offensive rebound by H. Whiteside,,93-84,,
0:41.0,,,93-84,,Personal foul by P. Gasol (drawn by H. Whiteside)
0:41.0,H. Whiteside misses free throw 1 of 2,,93-84,,
0:41.0,Offensive rebound by Team,,93-84,,
0:41.0,S. Napier enters the game for L. Deng,,93-84,,
0:41.0,H. Whiteside makes free throw 2 of 2,1,94-84,,
0:41.0,,,94-84,,Chicago full timeout
0:37.0,,,94-84,,T. Gibson misses 2-pt shot from 3 ft (block by H. Whiteside)
0:37.0,Defensive rebound by Team,,94-84,,
0:18.0,Shooting foul by T. Gibson (drawn by C. Bosh),,94-84,,
0:18.0,C. Bosh makes free throw 1 of 2,1,95-84,,
0:18.0,C. Bosh makes free throw 2 of 2,1,96-84,,
0:03.0,,,96-84,,P. Gasol misses 2-pt shot from 2 ft (block by H. Whiteside)
0:00.0,Defensive rebound by S. Napier,,96-84,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
