time,Portland,pts.away,score,pts.home,Dallas
4:48.0,Defensive rebound by L. Aldridge,,90-81,,
4:24.0,Turnover by Team (shot clock),,90-81,,
4:24.0,,,90-81,,D. Nowitzki enters the game for A. Aminu
4:24.0,,,90-81,,D. Harris enters the game for J. Barea
4:05.0,,,90-81,,D. Nowitzki misses 3-pt shot from 25 ft
4:05.0,Defensive rebound by N. Batum,,90-81,,
3:53.0,L. Aldridge makes 2-pt shot from 1 ft (assist by D. Lillard),2,92-81,,
3:43.0,Personal foul by D. Lillard (drawn by D. Harris),,92-81,,
3:33.0,,,92-83,2,D. Nowitzki makes 2-pt shot from 12 ft (assist by D. Harris)
3:11.0,Offensive foul by R. Lopez,,92-83,,
3:11.0,Turnover by R. Lopez (offensive foul),,92-83,,
2:54.0,,,92-83,,M. Ellis misses 2-pt shot from 20 ft
2:53.0,,,92-83,,Offensive rebound by T. Chandler
2:51.0,,,92-83,,Turnover by T. Chandler (lost ball; steal by D. Lillard)
2:50.0,Shooting foul by C. Parsons (drawn by D. Lillard),,92-83,,
2:50.0,Official timeout,,92-83,,
2:50.0,D. Lillard makes free throw 1 of 2,1,93-83,,
2:50.0,D. Lillard makes free throw 2 of 2,1,94-83,,
2:40.0,Personal foul by W. Matthews (drawn by M. Ellis),,94-83,,
2:34.0,Personal foul by W. Matthews (drawn by M. Ellis),,94-83,,
2:20.0,,,94-83,,D. Nowitzki misses 2-pt shot from 17 ft
2:20.0,,,94-83,,Offensive rebound by C. Parsons
2:20.0,,,94-83,,Turnover by Team (shot clock)
2:09.0,L. Aldridge misses 2-pt shot from 5 ft,,94-83,,
2:08.0,,,94-83,,Defensive rebound by M. Ellis
1:55.0,,,94-86,3,D. Harris makes 3-pt shot from 22 ft (assist by M. Ellis)
1:50.0,W. Matthews misses 2-pt shot from 2 ft,,94-86,,
1:47.0,,,94-86,,Defensive rebound by T. Chandler
1:43.0,,,94-89,3,C. Parsons makes 3-pt shot from 23 ft (assist by M. Ellis)
1:43.0,Portland full timeout,,94-89,,
1:38.0,Shooting foul by D. Nowitzki (drawn by D. Lillard),,94-89,,
1:38.0,D. Lillard makes free throw 1 of 2,1,95-89,,
1:38.0,D. Lillard makes free throw 2 of 2,1,96-89,,
1:26.0,,,96-91,2,D. Nowitzki makes 2-pt shot from 11 ft
1:08.0,Turnover by D. Lillard (lost ball; steal by D. Harris),,96-91,,
1:06.0,,,96-93,2,D. Harris makes 2-pt shot at rim (assist by M. Ellis)
0:47.0,D. Lillard misses 3-pt shot from 26 ft,,96-93,,
0:46.0,,,96-93,,Defensive rebound by D. Harris
0:29.0,,,96-93,,M. Ellis misses 3-pt shot from 25 ft
0:28.0,,,96-93,,Offensive rebound by D. Harris
0:21.0,,,96-96,3,D. Nowitzki makes 3-pt shot from 24 ft (assist by M. Ellis)
0:21.0,Portland full timeout,,96-96,,
0:21.0,,,96-96,,A. Aminu enters the game for D. Nowitzki
0:21.0,S. Blake enters the game for R. Lopez,,96-96,,
0:01.0,D. Lillard misses 3-pt shot from 25 ft,,96-96,,
0:00.0,Offensive rebound by W. Matthews,,96-96,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: T. Chandler vs. R. Lopez (D. Harris gains possession),,,,Jump ball: T. Chandler vs. R. Lopez (D. Harris gains possession)
4:30.0,,,96-96,,M. Ellis misses 2-pt shot from 12 ft
4:30.0,,,96-96,,Offensive rebound by T. Chandler
4:30.0,,,96-96,,Shooting foul by R. Lopez (drawn by C. Parsons)
4:30.0,,,96-97,1,C. Parsons makes free throw 1 of 2
4:30.0,,,96-98,1,C. Parsons makes free throw 2 of 2
4:14.0,,,96-98,,Personal foul by C. Parsons (drawn by R. Lopez)
4:06.0,,,96-98,,Personal foul by T. Chandler (drawn by L. Aldridge)
4:00.0,Turnover by L. Aldridge (traveling),,96-98,,
3:42.0,,,96-100,2,D. Nowitzki makes 2-pt shot from 14 ft
3:27.0,W. Matthews misses 3-pt shot from 24 ft,,96-100,,
3:26.0,,,96-100,,Defensive rebound by C. Parsons
3:07.0,,,96-100,,M. Ellis misses 2-pt shot at rim
3:06.0,,,96-100,,Offensive rebound by T. Chandler
2:54.0,,,96-100,,D. Nowitzki misses 3-pt shot from 25 ft
2:53.0,,,96-100,,Offensive rebound by C. Parsons
2:50.0,,,96-103,3,M. Ellis makes 3-pt shot from 23 ft (assist by C. Parsons)
2:49.0,Portland full timeout,,96-103,,
2:49.0,,,96-103,,A. Aminu enters the game for D. Nowitzki
2:40.0,Shooting foul by D. Harris (drawn by W. Matthews),,96-103,,
2:40.0,W. Matthews misses free throw 1 of 2,,96-103,,
2:40.0,Offensive rebound by Team,,96-103,,
2:40.0,,,96-103,,J. Barea enters the game for D. Harris
2:40.0,,,96-103,,D. Nowitzki enters the game for A. Aminu
2:40.0,W. Matthews misses free throw 2 of 2,,96-103,,
2:38.0,,,96-103,,Defensive rebound by D. Nowitzki
2:20.0,,,96-105,2,C. Parsons makes 2-pt shot from 1 ft
2:09.0,L. Aldridge misses 2-pt shot from 6 ft,,96-105,,
2:08.0,Offensive rebound by L. Aldridge,,96-105,,
2:08.0,Shooting foul by T. Chandler (drawn by L. Aldridge),,96-105,,
2:08.0,L. Aldridge misses free throw 1 of 2,,96-105,,
2:08.0,Offensive rebound by Team,,96-105,,
2:08.0,L. Aldridge makes free throw 2 of 2,1,97-105,,
1:55.0,,,97-107,2,C. Parsons makes 2-pt shot from 14 ft
1:46.0,W. Matthews makes 2-pt shot from 12 ft (assist by D. Lillard),2,99-107,,
1:31.0,,,99-107,,Shooting foul by D. Lillard (drawn by C. Parsons)
1:31.0,,,99-108,1,C. Parsons makes free throw 1 of 2
1:31.0,,,99-108,,A. Aminu enters the game for D. Nowitzki
1:31.0,,,99-109,1,C. Parsons makes free throw 2 of 2
1:27.0,Shooting foul by M. Ellis (drawn by D. Lillard),,99-109,,
1:27.0,,,99-109,,D. Nowitzki enters the game for A. Aminu
1:27.0,D. Lillard makes free throw 1 of 3,1,100-109,,
1:27.0,D. Lillard misses free throw 2 of 3,,100-109,,
1:27.0,Offensive rebound by Team,,100-109,,
1:27.0,D. Lillard makes free throw 3 of 3,1,101-109,,
1:03.0,,,101-109,,M. Ellis misses 2-pt shot from 21 ft
1:02.0,Defensive rebound by R. Lopez,,101-109,,
0:53.0,Turnover by L. Aldridge (lost ball),,101-109,,
0:36.0,,,101-109,,J. Barea misses 2-pt shot from 17 ft
0:35.0,,,101-109,,Offensive rebound by C. Parsons
0:35.0,,,101-111,2,C. Parsons makes 2-pt shot at rim
0:27.0,D. Lillard misses 3-pt shot from 24 ft (block by M. Ellis),,101-111,,
0:25.0,Offensive rebound by Team,,101-111,,
0:25.0,,,101-111,,A. Aminu enters the game for D. Nowitzki
0:21.0,L. Aldridge misses 2-pt shot from 14 ft,,101-111,,
0:19.0,,,101-111,,Defensive rebound by M. Ellis
0:00.0,End of 1st overtime,,,,End of 1st overtime
