time,Chicago,pts.away,score,pts.home,Indiana
4:03.0,,,76-85,,D. West enters the game for L. Scola
4:03.0,,,76-85,,C. Watson enters the game for S. Hill
3:56.0,M. Dunleavy misses 3-pt shot from 25 ft,,76-85,,
3:55.0,,,76-85,,Defensive rebound by D. West
3:37.0,,,76-87,2,R. Stuckey makes 2-pt shot from 19 ft
3:22.0,A. Brooks misses 2-pt shot from 15 ft,,76-87,,
3:21.0,,,76-87,,Defensive rebound by D. West
3:05.0,,,76-87,,Turnover by D. West (lost ball; steal by N. Mirotic)
3:03.0,Shooting foul by D. West (drawn by T. Snell),,76-87,,
3:03.0,T. Snell makes free throw 1 of 2,1,77-87,,
3:03.0,T. Snell makes free throw 2 of 2,1,78-87,,
3:01.0,Personal take foul by P. Gasol (drawn by I. Mahinmi),,78-87,,
3:01.0,,,78-87,,I. Mahinmi misses free throw 1 of 2
3:01.0,,,78-87,,Offensive rebound by Team
3:01.0,,,78-87,,I. Mahinmi misses free throw 2 of 2
2:59.0,,,78-87,,Offensive rebound by C. Miles
2:53.0,Personal take foul by N. Mirotic (drawn by I. Mahinmi),,78-87,,
2:53.0,Chicago full timeout,,78-87,,
2:53.0,,,78-88,1,I. Mahinmi makes free throw 1 of 2
2:53.0,,,78-89,1,I. Mahinmi makes free throw 2 of 2
2:40.0,Turnover by M. Dunleavy (traveling),,78-89,,
2:40.0,Personal take foul by P. Gasol (drawn by I. Mahinmi),,78-89,,
2:40.0,,,78-90,1,I. Mahinmi makes free throw 1 of 2
2:40.0,,,78-90,,I. Mahinmi misses free throw 2 of 2
2:40.0,Defensive rebound by N. Mirotic,,78-90,,
2:28.0,P. Gasol makes 2-pt shot from 17 ft (assist by A. Brooks),2,80-90,,
2:28.0,,,80-90,,Indiana full timeout
2:28.0,,,80-90,,R. Hibbert enters the game for I. Mahinmi
2:16.0,,,80-92,2,D. West makes 2-pt shot from 1 ft (assist by C. Watson)
2:01.0,Turnover by P. Gasol (bad pass),,80-92,,
1:46.0,,,80-94,2,C. Miles makes 2-pt shot from 15 ft (assist by C. Watson)
1:46.0,Chicago full timeout,,80-94,,
1:46.0,,,80-94,,I. Mahinmi enters the game for R. Hibbert
1:44.0,,,80-94,,Personal block foul by D. West (drawn by N. Mirotic)
1:44.0,N. Mirotic makes free throw 1 of 2,1,81-94,,
1:44.0,N. Mirotic makes free throw 2 of 2,1,82-94,,
1:21.0,,,82-94,,C. Miles misses 2-pt shot from 2 ft
1:20.0,,,82-94,,Offensive rebound by I. Mahinmi
1:03.0,,,82-94,,R. Stuckey misses 3-pt shot from 25 ft
1:01.0,,,82-94,,Offensive rebound by I. Mahinmi
1:00.0,Personal take foul by P. Gasol (drawn by I. Mahinmi),,82-94,,
1:00.0,,,82-95,1,I. Mahinmi makes free throw 1 of 2
1:00.0,,,82-96,1,I. Mahinmi makes free throw 2 of 2
1:00.0,Chicago full timeout,,82-96,,
1:00.0,,,82-96,,S. Hill enters the game for R. Stuckey
0:53.0,,,82-96,,Personal foul by I. Mahinmi (drawn by P. Gasol)
0:53.0,P. Gasol makes free throw 1 of 2,1,83-96,,
0:53.0,,,83-96,,G. Hill enters the game for S. Hill
0:53.0,P. Gasol makes free throw 2 of 2,1,84-96,,
0:53.0,,,84-96,,Indiana full timeout
0:53.0,,,84-96,,L. Scola enters the game for I. Mahinmi
0:31.0,,,84-98,2,D. West makes 2-pt shot from 14 ft
0:22.0,N. Mirotic misses 3-pt shot from 25 ft,,84-98,,
0:20.0,,,84-98,,Defensive rebound by L. Scola
0:00.0,End of 4th quarter,,,,End of 4th quarter
