time,Memphis,pts.away,score,pts.home,Oklahoma City
5:14.0,Z. Randolph misses 2-pt shot from 7 ft (block by N. Collison),,82-95,,
5:12.0,,,82-95,,Defensive rebound by R. Westbrook
5:08.0,,,82-95,,Turnover by D. Waiters (lost ball)
5:08.0,,,82-95,,Oklahoma City full timeout
5:08.0,,,82-95,,A. Roberson enters the game for D. Waiters
4:56.0,M. Gasol misses 2-pt shot from 9 ft,,82-95,,
4:55.0,,,82-95,,Defensive rebound by R. Westbrook
4:36.0,,,82-95,,K. Durant misses 2-pt shot from 16 ft
4:35.0,,,82-95,,Offensive rebound by N. Collison
4:35.0,,,82-95,,N. Collison misses 2-pt shot from 2 ft
4:32.0,Defensive rebound by Z. Randolph,,82-95,,
4:27.0,Turnover by T. Allen (lost ball),,82-95,,
4:14.0,,,82-95,,R. Westbrook misses 2-pt shot from 13 ft
4:12.0,,,82-95,,Offensive rebound by N. Collison
4:12.0,,,82-97,2,N. Collison makes 2-pt shot from 2 ft
3:51.0,Turnover by Z. Randolph (bad pass; steal by A. Roberson),,82-97,,
3:42.0,,,82-99,2,S. Ibaka makes 2-pt shot from 15 ft (assist by R. Westbrook)
3:41.0,Memphis full timeout,,82-99,,
3:41.0,,,82-99,,A. Morrow enters the game for K. Durant
3:41.0,J. Green enters the game for Z. Randolph,,82-99,,
3:41.0,J. Leuer enters the game for M. Gasol,,82-99,,
3:41.0,J. Adams enters the game for N. Calathes,,82-99,,
3:41.0,R. Smith enters the game for T. Allen,,82-99,,
3:41.0,K. Koufos enters the game for B. Udrih,,82-99,,
3:27.0,Turnover by K. Koufos (bad pass),,82-99,,
3:27.0,,,82-99,,I. Smith enters the game for R. Westbrook
3:15.0,,,82-99,,Turnover by I. Smith (lost ball; steal by J. Adams)
3:10.0,Turnover by J. Green (offensive goaltending),,82-99,,
3:10.0,,,82-99,,M. McGary enters the game for S. Ibaka
2:47.0,,,82-99,,I. Smith misses 2-pt shot from 6 ft
2:46.0,,,82-99,,Offensive rebound by A. Roberson
2:45.0,,,82-99,,A. Roberson misses 2-pt shot at rim
2:44.0,Defensive rebound by J. Green,,82-99,,
2:31.0,R. Smith misses 2-pt shot from 21 ft,,82-99,,
2:28.0,Offensive rebound by J. Green,,82-99,,
2:28.0,J. Green misses 2-pt shot from 2 ft,,82-99,,
2:27.0,,,82-99,,Defensive rebound by I. Smith
2:25.0,,,82-99,,Turnover by I. Smith (bad pass)
2:10.0,J. Green misses 3-pt shot from 23 ft,,82-99,,
2:09.0,,,82-99,,Defensive rebound by A. Roberson
1:59.0,,,82-99,,Shooting foul by J. Adams (drawn by A. Morrow)
1:59.0,,,82-100,1,A. Morrow makes free throw 1 of 2
1:59.0,,,82-100,,P. Jones enters the game for A. Roberson
1:59.0,,,82-100,,J. Lamb enters the game for N. Collison
1:59.0,,,82-101,1,A. Morrow makes free throw 2 of 2
1:44.0,R. Smith makes 2-pt shot from 5 ft,2,84-101,,
1:30.0,,,84-101,,A. Morrow misses 2-pt shot from 8 ft
1:29.0,Defensive rebound by J. Green,,84-101,,
1:20.0,K. Koufos makes 2-pt shot from 1 ft (assist by R. Smith),2,86-101,,
1:03.0,,,86-103,2,A. Morrow makes 2-pt shot from 13 ft (assist by J. Lamb)
0:56.0,,,86-103,,Personal foul by A. Morrow (drawn by J. Green)
0:56.0,Offensive foul by J. Green,,86-103,,
0:56.0,Turnover by J. Green (offensive foul),,86-103,,
0:46.0,,,86-105,2,J. Lamb makes 2-pt shot from 16 ft
0:35.0,Shooting foul by M. McGary (drawn by R. Smith),,86-105,,
0:35.0,R. Smith makes free throw 1 of 2,1,87-105,,
0:35.0,R. Smith makes free throw 2 of 2,1,88-105,,
0:24.0,,,88-105,,Turnover by J. Lamb (bad pass; steal by R. Smith)
0:23.0,,,88-105,,Loose ball foul by M. McGary (drawn by R. Smith)
0:23.0,,,88-105,,A. Roberson enters the game for M. McGary
0:23.0,R. Smith misses free throw 1 of 2,,88-105,,
0:23.0,Offensive rebound by Team,,88-105,,
0:23.0,R. Smith makes free throw 2 of 2,1,89-105,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
