time,Denver,pts.away,score,pts.home,Minnesota
2:51.0,,,105-92,2,M. Williams makes 2-pt shot from 6 ft (assist by S. Muhammad)
2:30.0,K. Faried makes 2-pt shot from 5 ft (assist by A. Afflalo),2,107-92,,
2:16.0,,,107-92,,Shooting foul by K. Faried (drawn by G. Dieng)
2:16.0,,,107-93,1,G. Dieng makes free throw 1 of 2
2:16.0,,,107-93,,G. Robinson enters the game for S. Muhammad
2:16.0,,,107-93,,Z. LaVine enters the game for M. Williams
2:16.0,,,107-94,1,G. Dieng makes free throw 2 of 2
2:05.0,Shooting foul by T. Young (drawn by K. Faried),,107-94,,
2:05.0,K. Faried misses free throw 1 of 2,,107-94,,
2:05.0,Offensive rebound by Team,,107-94,,
2:05.0,,,107-94,,A. Bennett enters the game for G. Dieng
2:05.0,,,107-94,,T. Daniels enters the game for T. Young
2:05.0,K. Faried misses free throw 2 of 2,,107-94,,
2:05.0,,,107-94,,Defensive rebound by T. Daniels
1:43.0,,,107-94,,Z. LaVine misses 2-pt shot from 21 ft
1:42.0,Defensive rebound by J. Hickson,,107-94,,
1:18.0,A. Afflalo makes 3-pt shot from 23 ft (assist by W. Chandler),3,110-94,,
1:02.0,,,110-96,2,A. Wiggins makes 2-pt shot from 14 ft
0:40.0,A. Afflalo misses 2-pt shot from 6 ft,,110-96,,
0:38.0,,,110-96,,Defensive rebound by A. Wiggins
0:32.0,,,110-98,2,A. Wiggins makes 2-pt shot from 4 ft
0:11.0,N. Robinson misses 2-pt shot from 20 ft,,110-98,,
0:09.0,,,110-98,,Defensive rebound by A. Wiggins
0:02.0,,,110-101,3,T. Daniels makes 3-pt shot from 25 ft (assist by A. Wiggins)
0:00.0,End of 4th quarter,,,,End of 4th quarter
