time,Miami,pts.away,score,pts.home,Milwaukee
2:04.0,Personal take foul by M. Chalmers (drawn by B. Knight),,84-101,,
2:04.0,J. Hamilton enters the game for C. Bosh,,84-101,,
2:04.0,J. Ennis enters the game for D. Wade,,84-101,,
1:57.0,,,84-104,3,K. Middleton makes 3-pt shot from 25 ft (assist by B. Knight)
1:41.0,D. Granger misses 3-pt shot from 24 ft,,84-104,,
1:40.0,,,84-104,,Defensive rebound by B. Knight
1:27.0,Shooting block foul by S. Williams (drawn by G. Antetokounmpo),,84-104,,
1:27.0,,,84-105,1,G. Antetokounmpo makes free throw 1 of 2
1:27.0,,,84-105,,G. Antetokounmpo misses free throw 2 of 2
1:25.0,Defensive rebound by S. Williams,,84-105,,
1:08.0,Shooting foul by G. Antetokounmpo (drawn by D. Granger),,84-105,,
1:08.0,D. Granger makes free throw 1 of 2,1,85-105,,
1:08.0,D. Granger misses free throw 2 of 2,,85-105,,
1:07.0,,,85-105,,Defensive rebound by G. Antetokounmpo
0:50.0,,,85-107,2,B. Knight makes 2-pt shot from 15 ft
0:41.0,M. Chalmers misses 2-pt shot from 8 ft,,85-107,,
0:39.0,,,85-107,,Defensive rebound by B. Knight
0:16.0,,,85-107,,Shooting foul by D. Granger (drawn by G. Antetokounmpo)
0:16.0,,,85-108,1,G. Antetokounmpo makes free throw 1 of 2
0:16.0,,,85-109,1,G. Antetokounmpo makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
