time,Minnesota,pts.away,score,pts.home,Golden State
6:14.0,Offensive rebound by R. Hummel,,71-96,,
6:13.0,R. Hummel makes 2-pt shot from 1 ft,2,73-96,,
6:03.0,,,73-96,,Turnover by S. Livingston (bad pass; steal by R. Hummel)
5:59.0,R. Hummel makes 2-pt shot at rim (assist by Z. LaVine),2,75-96,,
5:40.0,,,75-98,2,S. Livingston makes 2-pt shot from 16 ft (assist by J. Holiday)
5:31.0,Turnover by J. Adrien (offensive foul),,75-98,,
5:31.0,Offensive foul by J. Adrien,,75-98,,
5:31.0,,,75-98,,Golden State full timeout
5:31.0,T. Daniels enters the game for J. Adrien,,75-98,,
5:31.0,,,75-98,,B. Rush enters the game for J. Holiday
5:13.0,,,75-100,2,S. Livingston makes 2-pt shot from 14 ft (assist by H. Barnes)
5:02.0,,,75-100,,Personal foul by L. Barbosa (drawn by T. Daniels)
4:52.0,T. Daniels makes 3-pt shot from 25 ft (assist by A. Bennett),3,78-100,,
4:27.0,,,78-100,,Turnover by S. Livingston (lost ball; steal by Z. LaVine)
4:21.0,G. Robinson makes 2-pt shot from 2 ft (assist by Z. LaVine),2,80-100,,
4:02.0,,,80-100,,Turnover by O. Kuzmic (bad pass; steal by G. Robinson)
3:53.0,A. Bennett misses 2-pt shot from 6 ft,,80-100,,
3:52.0,,,80-100,,Defensive rebound by B. Rush
3:44.0,,,80-100,,H. Barnes misses 2-pt shot from 2 ft
3:43.0,Defensive rebound by A. Bennett,,80-100,,
3:35.0,A. Bennett makes 3-pt shot from 25 ft (assist by T. Daniels),3,83-100,,
3:35.0,,,83-100,,Golden State full timeout
3:24.0,,,83-102,2,L. Barbosa makes 2-pt shot from 11 ft
3:08.0,T. Daniels makes 2-pt shot from 21 ft (assist by Z. LaVine),2,85-102,,
2:48.0,,,85-102,,L. Barbosa misses 2-pt shot from 7 ft
2:47.0,Defensive rebound by G. Robinson,,85-102,,
2:43.0,G. Robinson misses 3-pt shot from 25 ft,,85-102,,
2:42.0,,,85-102,,Defensive rebound by B. Rush
2:31.0,,,85-102,,O. Kuzmic misses 2-pt shot from 13 ft
2:30.0,Defensive rebound by R. Hummel,,85-102,,
2:26.0,Shooting foul by B. Rush (drawn by Z. LaVine),,85-102,,
2:26.0,Z. LaVine makes free throw 1 of 2,1,86-102,,
2:26.0,Z. LaVine makes free throw 2 of 2,1,87-102,,
2:05.0,,,87-102,,Shooting foul by R. Hummel (drawn by B. Rush)
2:05.0,,,87-102,,B. Rush misses free throw 1 of 2
2:05.0,,,87-102,,Offensive rebound by Team
2:05.0,,,87-103,1,B. Rush makes free throw 2 of 2
1:57.0,T. Daniels makes 3-pt shot from 25 ft (assist by Z. LaVine),3,90-103,,
1:42.0,,,90-106,3,H. Barnes makes 3-pt shot from 25 ft (assist by O. Kuzmic)
1:33.0,Shooting foul by O. Kuzmic (drawn by A. Bennett),,90-106,,
1:33.0,A. Bennett makes free throw 1 of 2,1,91-106,,
1:33.0,A. Bennett misses free throw 2 of 2,,91-106,,
1:31.0,,,91-106,,Defensive rebound by H. Barnes
1:29.0,,,91-106,,Golden State full timeout
1:29.0,,,91-106,,Golden State full timeout
1:24.0,Personal foul by Z. LaVine (drawn by S. Livingston),,91-106,,
1:20.0,,,91-106,,S. Livingston misses 2-pt shot from 8 ft
1:19.0,,,91-106,,Offensive rebound by O. Kuzmic
1:19.0,,,91-108,2,O. Kuzmic makes 2-pt shot at rim
1:07.0,R. Hummel misses 3-pt shot from 25 ft,,91-108,,
1:06.0,Offensive rebound by A. Bennett,,91-108,,
1:02.0,T. Daniels makes 3-pt shot from 27 ft (assist by R. Hummel),3,94-108,,
0:49.0,,,94-108,,Turnover by S. Livingston (back court)
0:49.0,Minnesota full timeout,,94-108,,
0:49.0,Minnesota full timeout,,94-108,,
0:37.0,Shooting foul by O. Kuzmic (drawn by A. Bennett),,94-108,,
0:37.0,A. Bennett misses free throw 1 of 2,,94-108,,
0:37.0,Offensive rebound by Team,,94-108,,
0:37.0,A. Bennett misses free throw 2 of 2,,94-108,,
0:34.0,,,94-108,,Defensive rebound by B. Rush
0:21.0,,,94-110,2,L. Barbosa makes 2-pt shot from 12 ft
0:15.0,T. Daniels makes 3-pt shot from 25 ft (assist by Z. LaVine),3,97-110,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
