time,Minnesota,pts.away,score,pts.home,Portland
3:26.0,,,83-104,,Offensive rebound by Team
3:11.0,,,83-104,,M. Leonard misses 2-pt shot from 13 ft
3:09.0,,,83-104,,Offensive rebound by A. Gee
3:09.0,,,83-104,,Shooting foul by A. Payne (drawn by A. Gee)
3:09.0,,,83-104,,A. Gee misses free throw 1 of 2
3:09.0,,,83-104,,Offensive rebound by Team
3:09.0,,,83-105,1,A. Gee makes free throw 2 of 2
2:51.0,L. Brown misses 3-pt shot from 25 ft,,83-105,,
2:50.0,,,83-105,,Defensive rebound by M. Leonard
2:44.0,Minnesota full timeout,,83-105,,
2:37.0,,,83-105,,T. Frazier misses 3-pt shot from 25 ft
2:36.0,,,83-105,,Offensive rebound by M. Leonard
2:32.0,,,83-108,3,A. Crabbe makes 3-pt shot from 25 ft (assist by M. Leonard)
2:14.0,C. Budinger makes 3-pt shot from 26 ft (assist by A. Wiggins),3,86-108,,
1:58.0,,,86-108,,Turnover by M. Leonard (lost ball; steal by C. Budinger)
1:55.0,Z. LaVine makes 2-pt shot from 1 ft,2,88-108,,
1:38.0,,,88-110,2,J. Freeland makes 2-pt shot from 15 ft (assist by A. Gee)
1:32.0,Z. LaVine misses 2-pt shot from 17 ft,,88-110,,
1:30.0,,,88-110,,Defensive rebound by J. Freeland
1:27.0,Personal foul by L. Brown (drawn by T. Frazier),,88-110,,
1:27.0,,,88-110,,T. Frazier misses free throw 1 of 2
1:27.0,,,88-110,,Offensive rebound by Team
1:27.0,,,88-111,1,T. Frazier makes free throw 2 of 2
1:17.0,,,88-111,,Personal foul by A. Gee (drawn by A. Wiggins)
1:17.0,A. Wiggins makes free throw 1 of 2,1,89-111,,
1:17.0,A. Wiggins misses free throw 2 of 2,,89-111,,
1:17.0,,,89-111,,Defensive rebound by M. Leonard
1:12.0,,,89-111,,Shooting foul by Z. LaVine (drawn by A. Gee)
1:12.0,,,89-112,1,A. Gee makes free throw 1 of 2
1:12.0,,,89-113,1,A. Gee makes free throw 2 of 2
0:56.0,A. Wiggins makes 2-pt shot from 2 ft,2,91-113,,
0:44.0,,,91-116,3,A. Gee makes 3-pt shot from 23 ft (assist by A. Crabbe)
0:31.0,Turnover by Z. LaVine (bad pass; steal by A. Gee),,91-116,,
0:23.0,,,91-116,,A. Crabbe misses 3-pt shot from 27 ft
0:22.0,,,91-116,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
