time,Golden State,pts.away,score,pts.home,Memphis
1:35.0,Away from play foul by S. Curry (drawn by B. Udrih),,103-83,,
1:35.0,J. Holiday enters the game for S. Curry,,103-83,,
1:35.0,,,103-83,,J. Adams misses free throw 1 of 1
1:35.0,,,103-83,,Offensive rebound by Team
1:30.0,,,103-83,,Turnover by N. Calathes (bad pass; steal by J. McAdoo)
1:28.0,J. McAdoo makes 2-pt shot at rim,2,105-83,,
1:28.0,Shooting foul by J. Leuer (drawn by J. McAdoo),,105-83,,
1:28.0,J. McAdoo misses free throw 1 of 1,,105-83,,
1:27.0,,,105-83,,Defensive rebound by J. Green
1:11.0,,,105-83,,Turnover by J. Green (offensive goaltending)
0:51.0,J. Holiday misses 3-pt shot from 26 ft,,105-83,,
0:51.0,Offensive rebound by M. Speights,,105-83,,
0:51.0,M. Speights makes 2-pt shot at rim,2,107-83,,
0:44.0,,,107-83,,J. Leuer misses 2-pt shot from 19 ft
0:42.0,Defensive rebound by K. Thompson,,107-83,,
0:35.0,K. Thompson misses 2-pt shot from 17 ft,,107-83,,
0:34.0,,,107-83,,Defensive rebound by N. Calathes
0:25.0,,,107-83,,Shooting foul by J. Holiday (drawn by J. Adams)
0:25.0,,,107-83,,J. Adams misses free throw 1 of 2
0:25.0,,,107-83,,Offensive rebound by Team
0:25.0,,,107-84,1,J. Adams makes free throw 2 of 2
0:04.0,M. Speights misses 2-pt shot from 20 ft,,107-84,,
0:03.0,Offensive rebound by J. McAdoo,,107-84,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
