time,LA Lakers,pts.away,score,pts.home,Utah
1:25.0,,,94-91,,Offensive rebound by R. Gobert
1:25.0,,,94-91,,Shooting foul by E. Davis (drawn by R. Gobert)
1:25.0,,,94-92,1,R. Gobert makes free throw 1 of 2
1:25.0,,,94-92,,R. Gobert misses free throw 2 of 2
1:23.0,Defensive rebound by E. Davis,,94-92,,
1:16.0,E. Davis misses 2-pt shot from 3 ft,,94-92,,
1:12.0,,,94-92,,Defensive rebound by D. Favors
0:55.0,,,94-92,,G. Hayward misses 2-pt shot from 1 ft
0:52.0,,,94-92,,Offensive rebound by R. Gobert
0:52.0,,,94-92,,R. Gobert misses 2-pt shot from 1 ft
0:52.0,,,94-92,,Offensive rebound by R. Gobert
0:52.0,,,94-92,,Shooting foul by W. Johnson (drawn by R. Gobert)
0:52.0,,,94-92,,R. Gobert misses free throw 1 of 2
0:52.0,,,94-92,,Offensive rebound by Team
0:52.0,,,94-92,,R. Gobert misses free throw 2 of 2
0:50.0,Defensive rebound by E. Davis,,94-92,,
0:37.0,J. Clarkson misses 2-pt shot from 16 ft,,94-92,,
0:35.0,,,94-92,,Defensive rebound by D. Favors
0:27.0,,,94-92,,G. Hayward misses 3-pt shot from 24 ft
0:24.0,Defensive rebound by J. Clarkson,,94-92,,
0:19.0,Shooting foul by R. Gobert (drawn by J. Hill),,94-92,,
0:19.0,J. Hill makes free throw 1 of 2,1,95-92,,
0:19.0,J. Hill makes free throw 2 of 2,1,96-92,,
0:14.0,Personal foul by E. Davis (drawn by G. Hayward),,96-92,,
0:14.0,,,96-92,,T. Booker enters the game for R. Gobert
0:14.0,J. Lin enters the game for E. Davis,,96-92,,
0:14.0,,,96-93,1,G. Hayward makes free throw 1 of 2
0:14.0,R. Sacre enters the game for W. Johnson,,96-93,,
0:14.0,,,96-94,1,G. Hayward makes free throw 2 of 2
0:14.0,LA Lakers full timeout,,96-94,,
0:14.0,W. Johnson enters the game for R. Sacre,,96-94,,
0:14.0,,,96-94,,D. Exum enters the game for T. Burke
0:14.0,,,96-94,,R. Gobert enters the game for D. Favors
0:09.0,,,96-94,,Personal foul by G. Hayward (drawn by W. Ellington)
0:09.0,W. Ellington makes free throw 1 of 2,1,97-94,,
0:09.0,,,97-94,,D. Favors enters the game for T. Booker
0:09.0,,,97-94,,T. Burke enters the game for D. Exum
0:09.0,W. Ellington makes free throw 2 of 2,1,98-94,,
0:09.0,,,98-94,,Utah full timeout
0:09.0,,,98-94,,J. Ingles enters the game for R. Gobert
0:05.0,,,98-94,,G. Hayward misses 3-pt shot from 25 ft
0:04.0,,,98-94,,Offensive rebound by Team
0:04.0,,,98-94,,Utah full timeout
0:02.0,,,98-96,2,D. Favors makes 2-pt shot from 2 ft (assist by J. Ingles)
0:02.0,,,98-96,,Shooting foul by J. Hill (drawn by D. Favors)
0:02.0,,,98-96,,R. Gobert enters the game for T. Burke
0:02.0,,,98-96,,T. Booker enters the game for J. Ingles
0:02.0,R. Sacre enters the game for J. Lin,,98-96,,
0:02.0,,,98-97,1,D. Favors makes free throw 1 of 1
0:01.0,,,98-97,,Personal foul by T. Booker (drawn by R. Sacre)
0:01.0,R. Sacre makes free throw 1 of 2,1,99-97,,
0:01.0,,,99-97,,J. Ingles enters the game for T. Booker
0:01.0,R. Sacre makes free throw 2 of 2,1,100-97,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
