time,Washington,pts.away,score,pts.home,Chicago
2:21.0,Shooting foul by P. Gasol (drawn by B. Beal),,86-94,,
2:21.0,B. Beal makes 2-pt shot from 3 ft (assist by P. Pierce),2,88-94,,
2:21.0,B. Beal makes free throw 1 of 1,1,89-94,,
2:09.0,,,89-94,,A. Brooks misses 3-pt shot from 25 ft
2:09.0,,,89-94,,Offensive rebound by Team
2:02.0,,,89-94,,A. Brooks misses 2-pt shot from 3 ft (block by J. Wall)
2:00.0,Defensive rebound by O. Porter,,89-94,,
1:49.0,O. Porter makes 2-pt shot from 11 ft (assist by J. Wall),2,91-94,,
1:49.0,,,91-94,,Chicago full timeout
1:49.0,,,91-94,,J. Noah enters the game for M. Dunleavy
1:37.0,,,91-94,,N. Mirotic misses 2-pt shot from 5 ft
1:36.0,Defensive rebound by M. Gortat,,91-94,,
1:26.0,J. Wall misses 2-pt shot from 1 ft,,91-94,,
1:25.0,,,91-94,,Defensive rebound by P. Gasol
1:05.0,,,91-94,,Turnover by A. Brooks (step out of bounds)
0:56.0,B. Beal misses 3-pt shot from 24 ft,,91-94,,
0:54.0,,,91-94,,Defensive rebound by P. Gasol
0:36.0,,,91-94,,A. Brooks misses 2-pt shot from 3 ft
0:36.0,,,91-94,,Offensive rebound by N. Mirotic
0:36.0,Personal foul by M. Gortat (drawn by N. Mirotic),,91-94,,
0:36.0,,,91-95,1,N. Mirotic makes free throw 1 of 2
0:36.0,,,91-95,,E. Moore enters the game for A. Brooks
0:36.0,,,91-95,,N. Mirotic misses free throw 2 of 2
0:34.0,Defensive rebound by M. Gortat,,91-95,,
0:34.0,Washington full timeout,,91-95,,
0:29.0,Shooting foul by J. Noah (drawn by O. Porter),,91-95,,
0:29.0,O. Porter misses free throw 1 of 2,,91-95,,
0:29.0,Offensive rebound by Team,,91-95,,
0:29.0,,,91-95,,A. Brooks enters the game for E. Moore
0:29.0,G. Temple enters the game for P. Pierce,,91-95,,
0:29.0,O. Porter makes free throw 2 of 2,1,92-95,,
0:09.0,,,92-95,,T. Snell misses 3-pt shot from 22 ft
0:09.0,,,92-95,,Offensive rebound by P. Gasol
0:09.0,Personal foul by G. Temple (drawn by P. Gasol),,92-95,,
0:09.0,,,92-96,1,P. Gasol makes free throw 1 of 2
0:09.0,,,92-96,,E. Moore enters the game for A. Brooks
0:09.0,K. Seraphin enters the game for G. Temple,,92-96,,
0:09.0,,,92-97,1,P. Gasol makes free throw 2 of 2
0:09.0,Washington full timeout,,92-97,,
0:09.0,P. Pierce enters the game for K. Seraphin,,92-97,,
0:04.0,B. Beal misses 3-pt shot from 26 ft,,92-97,,
0:04.0,Offensive rebound by J. Wall,,92-97,,
0:04.0,Turnover by J. Wall (step out of bounds),,92-97,,
0:04.0,,,92-97,,A. Brooks enters the game for E. Moore
0:00.0,End of 4th quarter,,,,End of 4th quarter
