time,Boston,pts.away,score,pts.home,Chicago
5:20.0,,,86-87,,Personal foul by A. Brooks (drawn by J. Sullinger)
5:20.0,E. Turner makes 2-pt shot from 13 ft,2,88-87,,
4:47.0,Personal foul by E. Turner (drawn by P. Gasol),,88-87,,
4:47.0,,,88-88,1,P. Gasol makes free throw 1 of 2
4:47.0,,,88-88,,N. Mirotic enters the game for A. Brooks
4:47.0,,,88-89,1,P. Gasol makes free throw 2 of 2
4:28.0,E. Turner makes 3-pt shot from 25 ft (assist by J. Green),3,91-89,,
4:12.0,,,91-89,,K. Hinrich misses 3-pt shot from 25 ft
4:11.0,,,91-89,,Offensive rebound by K. Hinrich
4:09.0,,,91-89,,K. Hinrich misses 3-pt shot from 24 ft
4:07.0,,,91-89,,Offensive rebound by P. Gasol
4:07.0,,,91-91,2,P. Gasol makes 2-pt shot from 2 ft
3:52.0,E. Turner misses 2-pt shot from 19 ft,,91-91,,
3:51.0,,,91-91,,Defensive rebound by D. Rose
3:40.0,,,91-93,2,D. Rose makes 2-pt shot from 10 ft
3:27.0,A. Bradley makes 2-pt shot from 22 ft (assist by T. Zeller),2,93-93,,
3:06.0,,,93-93,,N. Mirotic misses 2-pt shot from 5 ft
3:05.0,,,93-93,,Offensive rebound by T. Gibson
3:05.0,,,93-93,,T. Gibson misses 2-pt shot from 2 ft
3:04.0,Defensive rebound by J. Sullinger,,93-93,,
2:43.0,J. Green misses 2-pt shot from 16 ft (block by P. Gasol),,93-93,,
2:42.0,,,93-93,,Defensive rebound by N. Mirotic
2:31.0,,,93-95,2,D. Rose makes 2-pt shot from 2 ft
2:14.0,,,93-95,,Personal foul by K. Hinrich (drawn by J. Sullinger)
2:14.0,Boston full timeout,,93-95,,
2:05.0,T. Zeller makes 2-pt shot from 19 ft (assist by E. Turner),2,95-95,,
1:43.0,,,95-97,2,P. Gasol makes 2-pt shot from 13 ft (assist by T. Gibson)
1:26.0,E. Turner misses 2-pt shot from 13 ft,,95-97,,
1:25.0,,,95-97,,Defensive rebound by N. Mirotic
1:13.0,,,95-97,,D. Rose misses 2-pt shot from 2 ft
1:13.0,,,95-97,,Offensive rebound by P. Gasol
1:13.0,Personal foul by T. Zeller (drawn by P. Gasol),,95-97,,
1:13.0,,,95-97,,P. Gasol misses free throw 1 of 2
1:13.0,,,95-97,,Offensive rebound by Team
1:13.0,,,95-98,1,P. Gasol makes free throw 2 of 2
1:13.0,Boston full timeout,,95-98,,
1:13.0,K. Olynyk enters the game for T. Zeller,,95-98,,
1:13.0,,,95-98,,J. Noah enters the game for P. Gasol
1:08.0,Shooting foul by J. Noah (drawn by J. Green),,95-98,,
1:08.0,J. Green makes free throw 1 of 2,1,96-98,,
1:08.0,T. Zeller enters the game for K. Olynyk,,96-98,,
1:08.0,,,96-98,,P. Gasol enters the game for J. Noah
1:08.0,J. Green makes free throw 2 of 2,1,97-98,,
0:52.0,,,97-98,,K. Hinrich misses 3-pt shot from 25 ft
0:51.0,,,97-98,,Offensive rebound by K. Hinrich
0:32.0,,,97-98,,P. Gasol misses 2-pt shot from 2 ft
0:32.0,Defensive rebound by Team,,97-98,,
0:32.0,Boston full timeout,,97-98,,
0:32.0,,,97-98,,J. Noah enters the game for P. Gasol
0:32.0,Boston full timeout,,97-98,,
0:24.0,E. Turner misses 2-pt shot from 19 ft (block by T. Gibson),,97-98,,
0:23.0,,,97-98,,Defensive rebound by J. Noah
0:23.0,Personal foul by E. Turner (drawn by T. Gibson),,97-98,,
0:23.0,,,97-99,1,T. Gibson makes free throw 1 of 2
0:23.0,K. Olynyk enters the game for T. Zeller,,97-99,,
0:23.0,,,97-99,,T. Gibson misses free throw 2 of 2
0:20.0,Defensive rebound by J. Green,,97-99,,
0:03.0,J. Green misses 2-pt shot from 1 ft,,97-99,,
0:03.0,Offensive rebound by J. Sullinger,,97-99,,
0:03.0,J. Sullinger makes 2-pt shot from 2 ft,2,99-99,,
0:03.0,,,99-99,,Chicago full timeout
0:03.0,T. Zeller enters the game for J. Sullinger,,99-99,,
0:03.0,M. Smart enters the game for E. Turner,,99-99,,
0:03.0,B. Bass enters the game for K. Olynyk,,99-99,,
0:03.0,,,99-99,,A. Brooks enters the game for N. Mirotic
0:03.0,,,99-99,,Chicago full timeout
0:03.0,,,99-99,,N. Mirotic enters the game for T. Gibson
0:00.0,,,99-99,,A. Brooks misses 3-pt shot from 22 ft
0:00.0,,,99-99,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: P. Gasol vs. J. Green (D. Rose gains possession),,,,Jump ball: P. Gasol vs. J. Green (D. Rose gains possession)
4:42.0,,,99-99,,P. Gasol misses 2-pt shot from 16 ft
4:39.0,Defensive rebound by J. Green,,99-99,,
4:36.0,Turnover by J. Green (lost ball),,99-99,,
4:15.0,,,99-99,,D. Rose misses 2-pt shot from 3 ft
4:14.0,Defensive rebound by Team,,99-99,,
4:01.0,Turnover by E. Turner (bad pass; steal by N. Mirotic),,99-99,,
3:57.0,,,99-99,,N. Mirotic misses 2-pt shot from 2 ft
3:56.0,,,99-99,,Offensive rebound by K. Hinrich
3:56.0,,,99-101,2,K. Hinrich makes 2-pt shot from 3 ft
3:34.0,E. Turner misses 2-pt shot from 16 ft,,99-101,,
3:33.0,,,99-101,,Defensive rebound by J. Noah
3:22.0,,,99-101,,N. Mirotic misses 3-pt shot from 25 ft
3:22.0,Defensive rebound by Team,,99-101,,
3:22.0,,,99-101,,Loose ball foul by J. Noah (drawn by E. Turner)
2:58.0,J. Sullinger misses 2-pt shot from 14 ft (block by P. Gasol),,99-101,,
2:57.0,Offensive rebound by J. Sullinger,,99-101,,
2:55.0,J. Sullinger misses 3-pt shot from 23 ft,,99-101,,
2:55.0,,,99-101,,Defensive rebound by K. Hinrich
2:55.0,Personal foul by T. Zeller (drawn by K. Hinrich),,99-101,,
2:35.0,,,99-101,,D. Rose misses 3-pt shot from 25 ft
2:34.0,Defensive rebound by J. Green,,99-101,,
2:26.0,Turnover by J. Sullinger (bad pass; steal by D. Rose),,99-101,,
2:21.0,,,99-103,2,P. Gasol makes 2-pt shot from 1 ft (assist by J. Noah)
2:08.0,J. Sullinger misses 3-pt shot from 26 ft,,99-103,,
2:08.0,,,99-103,,Defensive rebound by Team
1:56.0,,,99-103,,D. Rose misses 2-pt shot from 15 ft
1:56.0,Defensive rebound by J. Sullinger,,99-103,,
1:56.0,,,99-103,,Personal foul by J. Noah (drawn by J. Sullinger)
1:38.0,A. Bradley makes 2-pt shot from 17 ft,2,101-103,,
1:22.0,,,101-103,,Shooting foul by T. Zeller (drawn by P. Gasol)
1:22.0,K. Olynyk enters the game for T. Zeller,,101-103,,
1:22.0,,,101-104,1,P. Gasol makes free throw 1 of 2
1:22.0,,,101-105,1,P. Gasol makes free throw 2 of 2
1:02.0,E. Turner misses 2-pt shot from 1 ft,,101-105,,
1:02.0,Offensive rebound by J. Sullinger,,101-105,,
1:02.0,A. Bradley misses 2-pt shot from 2 ft (block by J. Noah),,101-105,,
1:00.0,,,101-105,,Defensive rebound by P. Gasol
0:45.0,,,101-105,,Turnover by P. Gasol (lost ball; steal by A. Bradley)
0:42.0,A. Bradley makes 2-pt shot at rim (assist by J. Sullinger),2,103-105,,
0:25.0,,,103-107,2,D. Rose makes 2-pt shot from 1 ft
0:24.0,Boston full timeout,,103-107,,
0:24.0,,,103-107,,T. Gibson enters the game for P. Gasol
0:17.0,Shooting foul by J. Noah (drawn by E. Turner),,103-107,,
0:17.0,E. Turner makes free throw 1 of 2,1,104-107,,
0:17.0,,,104-107,,P. Gasol enters the game for T. Gibson
0:17.0,J. Crowder enters the game for K. Olynyk,,104-107,,
0:17.0,M. Smart enters the game for J. Green,,104-107,,
0:17.0,B. Bass enters the game for J. Sullinger,,104-107,,
0:17.0,E. Turner misses free throw 2 of 2,,104-107,,
0:14.0,,,104-107,,Defensive rebound by N. Mirotic
0:08.0,Personal foul by A. Bradley (drawn by D. Rose),,104-107,,
0:08.0,,,104-107,,D. Rose misses free throw 1 of 2
0:08.0,,,104-107,,Offensive rebound by Team
0:08.0,J. Sullinger enters the game for M. Smart,,104-107,,
0:08.0,,,104-107,,T. Gibson enters the game for P. Gasol
0:08.0,,,104-108,1,D. Rose makes free throw 2 of 2
0:08.0,Boston full timeout,,104-108,,
0:08.0,J. Green enters the game for J. Crowder,,104-108,,
0:08.0,K. Olynyk enters the game for B. Bass,,104-108,,
0:08.0,Turnover by E. Turner (bad pass),,104-108,,
0:08.0,,,104-108,,A. Brooks enters the game for T. Gibson
0:08.0,,,104-108,,Chicago full timeout
0:08.0,J. Crowder enters the game for J. Green,,104-108,,
0:08.0,B. Bass enters the game for J. Sullinger,,104-108,,
0:08.0,M. Smart enters the game for K. Olynyk,,104-108,,
0:06.0,Personal take foul by J. Crowder (drawn by A. Brooks),,104-108,,
0:06.0,,,104-108,,A. Brooks misses free throw 1 of 2
0:06.0,,,104-108,,Offensive rebound by Team
0:06.0,J. Sullinger enters the game for M. Smart,,104-108,,
0:06.0,,,104-109,1,A. Brooks makes free throw 2 of 2
0:06.0,Boston full timeout,,104-109,,
0:06.0,K. Olynyk enters the game for J. Sullinger,,104-109,,
0:06.0,J. Green enters the game for J. Crowder,,104-109,,
0:06.0,M. Smart enters the game for B. Bass,,104-109,,
0:03.0,J. Green misses 3-pt shot from 25 ft,,104-109,,
0:03.0,,,104-109,,Defensive rebound by Team
0:00.0,End of 1st overtime,,,,End of 1st overtime
