time,Brooklyn,pts.away,score,pts.home,Toronto
2:23.0,Shooting foul by A. Johnson (drawn by M. Plumlee),,83-99,,
2:23.0,,,83-99,,Toronto full timeout
2:23.0,B. Bogdanovic enters the game for J. Johnson,,83-99,,
2:23.0,D. Morris enters the game for A. Anderson,,83-99,,
2:23.0,B. Davies enters the game for D. Williams,,83-99,,
2:23.0,C. Jefferson enters the game for J. Jack,,83-99,,
2:23.0,M. Plumlee misses free throw 1 of 2,,83-99,,
2:23.0,Offensive rebound by Team,,83-99,,
2:23.0,M. Plumlee misses free throw 2 of 2,,83-99,,
2:22.0,,,83-99,,Defensive rebound by K. Lowry
2:06.0,,,83-99,,A. Johnson misses 2-pt shot from 3 ft
2:05.0,Defensive rebound by C. Jefferson,,83-99,,
1:54.0,C. Jefferson makes 3-pt shot from 23 ft (assist by D. Morris),3,86-99,,
1:37.0,,,86-102,3,L. Williams makes 3-pt shot from 25 ft
1:22.0,,,86-102,,Personal foul by A. Johnson (drawn by M. Plumlee)
1:22.0,M. Plumlee makes free throw 1 of 2,1,87-102,,
1:22.0,,,87-102,,G. Stiemsma enters the game for A. Johnson
1:22.0,,,87-102,,G. Vasquez enters the game for K. Lowry
1:22.0,M. Brown enters the game for B. Bogdanovic,,87-102,,
1:22.0,M. Plumlee misses free throw 2 of 2,,87-102,,
1:21.0,,,87-102,,Defensive rebound by G. Stiemsma
1:03.0,,,87-105,3,G. Vasquez makes 3-pt shot from 24 ft (assist by J. Johnson)
0:54.0,Shooting foul by G. Stiemsma (drawn by M. Plumlee),,87-105,,
0:54.0,M. Plumlee makes free throw 1 of 2,1,88-105,,
0:54.0,,,88-105,,B. Caboclo enters the game for L. Williams
0:54.0,M. Plumlee makes free throw 2 of 2,1,89-105,,
0:38.0,,,89-105,,P. Patterson misses 2-pt shot at rim
0:37.0,,,89-105,,Offensive rebound by G. Stiemsma
0:33.0,,,89-105,,Turnover by G. Stiemsma (lost ball)
0:26.0,Turnover by M. Plumlee (bad pass),,89-105,,
0:02.0,,,89-105,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
