time,Sacramento,pts.away,score,pts.home,Dallas
5:59.0,Personal foul by C. Landry (drawn by D. Nowitzki),,82-89,,
5:51.0,,,82-92,3,J. Barea makes 3-pt shot from 23 ft (assist by D. Nowitzki)
5:36.0,C. Landry makes 2-pt shot at rim (assist by D. Cousins),2,84-92,,
5:22.0,,,84-95,3,D. Nowitzki makes 3-pt shot from 25 ft (assist by J. Barea)
5:16.0,Turnover by B. McLemore (bad pass; steal by J. Barea),,84-95,,
4:57.0,,,84-95,,D. Nowitzki misses 2-pt shot from 16 ft
4:56.0,Defensive rebound by D. Cousins,,84-95,,
4:48.0,Shooting foul by J. Barea (drawn by R. Sessions),,84-95,,
4:48.0,R. Sessions misses free throw 1 of 2,,84-95,,
4:48.0,Offensive rebound by Team,,84-95,,
4:48.0,,,84-95,,M. Ellis enters the game for J. Barea
4:48.0,O. Casspi enters the game for C. Landry,,84-95,,
4:48.0,R. Sessions makes free throw 2 of 2,1,85-95,,
4:37.0,Personal foul by O. Casspi (drawn by M. Ellis),,85-95,,
4:31.0,,,85-95,,Turnover by T. Chandler (offensive goaltending)
4:07.0,D. Cousins misses 2-pt shot from 6 ft,,85-95,,
4:06.0,,,85-95,,Defensive rebound by D. Nowitzki
3:59.0,,,85-95,,Turnover by D. Nowitzki (bad pass; steal by R. Gay)
3:50.0,O. Casspi makes 3-pt shot from 24 ft (assist by R. Gay),3,88-95,,
3:50.0,,,88-95,,Dallas full timeout
3:50.0,,,88-95,,A. Aminu enters the game for D. Nowitzki
3:34.0,,,88-97,2,M. Ellis makes 2-pt shot from 21 ft
3:19.0,B. McLemore makes 2-pt shot from 2 ft (assist by R. Gay),2,90-97,,
2:56.0,,,90-100,3,C. Parsons makes 3-pt shot from 24 ft
2:38.0,D. Cousins makes 2-pt shot at rim (assist by R. Gay),2,92-100,,
2:15.0,,,92-100,,M. Ellis misses 2-pt shot from 22 ft
2:14.0,Defensive rebound by R. Gay,,92-100,,
2:05.0,Turnover by R. Gay (bad pass; steal by D. Harris),,92-100,,
2:00.0,,,92-102,2,M. Ellis makes 2-pt shot at rim (assist by C. Parsons)
1:53.0,,,92-102,,Personal foul by T. Chandler (drawn by D. Cousins)
1:53.0,D. Cousins makes free throw 1 of 2,1,93-102,,
1:53.0,D. Cousins makes free throw 2 of 2,1,94-102,,
1:40.0,,,94-104,2,T. Chandler makes 2-pt shot at rim (assist by M. Ellis)
1:26.0,Shooting foul by C. Parsons (drawn by R. Gay),,94-104,,
1:26.0,R. Gay makes free throw 1 of 2,1,95-104,,
1:26.0,R. Gay makes free throw 2 of 2,1,96-104,,
1:06.0,,,96-104,,M. Ellis misses 2-pt shot from 1 ft
1:05.0,,,96-104,,Offensive rebound by T. Chandler
1:05.0,,,96-106,2,T. Chandler makes 2-pt shot at rim
1:05.0,Sacramento full timeout,,96-106,,
1:00.0,R. Gay makes 2-pt shot from 2 ft,2,98-106,,
0:40.0,,,98-106,,C. Parsons misses 3-pt shot from 25 ft
0:39.0,Defensive rebound by O. Casspi,,98-106,,
0:33.0,Offensive charge foul by O. Casspi,,98-106,,
0:33.0,Turnover by O. Casspi (offensive foul),,98-106,,
0:14.0,,,98-106,,M. Ellis misses 3-pt shot from 24 ft
0:13.0,Defensive rebound by R. Gay,,98-106,,
0:09.0,Offensive foul by D. Cousins,,98-106,,
0:09.0,Turnover by D. Cousins (offensive foul),,98-106,,
0:09.0,,,98-106,,G. Smith enters the game for T. Chandler
0:09.0,,,98-106,,J. Barea enters the game for M. Ellis
0:00.0,End of 4th quarter,,,,End of 4th quarter
