time,Houston,pts.away,score,pts.home,Memphis
2:42.0,T. Black makes 2-pt shot at rim (assist by J. Dorsey),2,87-117,,
2:23.0,,,87-117,,J. Adams misses 2-pt shot from 2 ft (block by K. Papanikolaou)
2:21.0,Defensive rebound by K. Papanikolaou,,87-117,,
2:08.0,J. Dorsey makes 2-pt shot at rim (assist by K. Papanikolaou),2,89-117,,
1:49.0,,,89-117,,J. Leuer misses 2-pt shot from 13 ft
1:49.0,,,89-117,,Offensive rebound by J. Stokes
1:49.0,Loose ball foul by T. Daniels (drawn by J. Stokes),,89-117,,
1:49.0,Houston full timeout,,89-117,,
1:42.0,,,89-117,,J. Adams misses 2-pt shot from 19 ft
1:40.0,Defensive rebound by J. Dorsey,,89-117,,
1:25.0,K. Papanikolaou makes 2-pt shot from 11 ft,2,91-117,,
1:05.0,,,91-117,,Q. Pondexter misses 3-pt shot from 23 ft
1:04.0,,,91-117,,Offensive rebound by Team
1:00.0,,,91-117,,J. Leuer misses 2-pt shot from 10 ft
0:58.0,Defensive rebound by J. Dorsey,,91-117,,
0:46.0,K. Papanikolaou makes 2-pt shot from 10 ft,2,93-117,,
0:30.0,,,93-117,,B. Udrih misses 2-pt shot from 20 ft
0:29.0,,,93-117,,Offensive rebound by Team
0:07.0,,,93-119,2,J. Leuer makes 2-pt shot from 14 ft (assist by J. Adams)
0:00.0,End of 4th quarter,,,,End of 4th quarter
